f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f jL1m jL1f jL2m jL2f jV0500m jV0500f jV0600m jV0600f jV0700m jV0700f jV0200m jV0200f 
187.382 0.0383367 -90.0678 0 0 0.00425963 89.945 0.445697 0.000434553 0 0 1 0 0 180 0.00361797 180 3.83367e-007 89.9322 2.09897e-010 90.0004 1.81349e-008 -90.0003 1.42031e-008 90.0085 1.11424e-005 179.981 
191.791 0.0392388 -90.0694 0 0 0.00435986 89.9437 0.445697 0.000444778 0 0 1 0 0 180 0.00361797 180 3.92388e-007 89.9306 2.14837e-010 90.0004 1.85617e-008 -90.0003 1.45373e-008 90.0087 1.11424e-005 179.981 
196.304 0.0401621 -90.0711 0 0 0.00446246 89.9424 0.445697 0.000455244 0 0 1 0 0 180 0.00361797 180 4.01621e-007 89.9289 2.19892e-010 90.0005 1.89984e-008 -90.0004 1.48794e-008 90.0089 1.11424e-005 179.98 
200.923 0.0411072 -90.0727 0 0 0.00456746 89.941 0.445697 0.000465957 0 0 1 0 0 180 0.00361797 180 4.11072e-007 89.9273 2.25066e-010 90.0005 1.94455e-008 -90.0004 1.52295e-008 90.0091 1.11424e-005 179.98 
205.651 0.0420745 -90.0745 0 0 0.00467494 89.9396 0.445697 0.000476921 0 0 1 0 0 180 0.00361797 180 4.20745e-007 89.9255 2.30362e-010 90.0005 1.99031e-008 -90.0004 1.55878e-008 90.0094 1.11424e-005 179.979 
210.49 0.0430645 -90.0762 0 0 0.00478495 89.9382 0.445697 0.000488144 0 0 1 0 0 180 0.00361797 180 4.30645e-007 89.9238 2.35783e-010 90.0005 2.03714e-008 -90.0004 1.59546e-008 90.0096 1.11424e-005 179.979 
215.443 0.0440779 -90.078 0 0 0.00489754 89.9367 0.445697 0.00049963 0 0 1 0 0 180 0.00361797 180 4.40779e-007 89.922 2.41331e-010 90.0005 2.08508e-008 -90.0004 1.63301e-008 90.0098 1.11424e-005 179.978 
220.513 0.0451151 -90.0798 0 0 0.00501279 89.9352 0.445697 0.000511387 0 0 1 0 0 180 0.00361797 180 4.51151e-007 89.9202 2.4701e-010 90.0005 2.13414e-008 -90.0004 1.67143e-008 90.01 1.11424e-005 179.978 
225.702 0.0461767 -90.0817 0 0 0.00513074 89.9337 0.445697 0.00052342 0 0 1 0 0 180 0.00361797 180 4.61767e-007 89.9183 2.52822e-010 90.0005 2.18436e-008 -90.0004 1.71076e-008 90.0103 1.11424e-005 179.977 
231.013 0.0472633 -90.0836 0 0 0.00525147 89.9322 0.445697 0.000535737 0 0 1 0 0 180 0.00361797 180 4.72633e-007 89.9164 2.58771e-010 90.0005 2.23576e-008 -90.0004 1.75102e-008 90.0105 1.11424e-005 179.977 
236.449 0.0483754 -90.0856 0 0 0.00537505 89.9306 0.445697 0.000548344 0 0 1 0 0 180 0.00361797 180 4.83754e-007 89.9144 2.64861e-010 90.0005 2.28837e-008 -90.0004 1.79222e-008 90.0108 1.11424e-005 179.976 
242.013 0.0495138 -90.0876 0 0 0.00550153 89.9289 0.445697 0.000561247 0 0 1 0 0 180 0.00361798 180 4.95138e-007 89.9124 2.71093e-010 90.0006 2.34222e-008 -90.0004 1.8344e-008 90.011 1.11424e-005 179.976 
247.708 0.0506789 -90.0897 0 0 0.00563098 89.9273 0.445697 0.000574453 0 0 1 0 0 180 0.00361798 179.999 5.06789e-007 89.9103 2.77472e-010 90.0006 2.39733e-008 -90.0004 1.87756e-008 90.0113 1.11424e-005 179.975 
253.536 0.0518714 -90.0918 0 0 0.00576349 89.9255 0.445697 0.000587971 0 0 1 0 0 180 0.00361798 179.999 5.18714e-007 89.9082 2.84001e-010 90.0006 2.45374e-008 -90.0005 1.92174e-008 90.0115 1.11424e-005 179.975 
259.502 0.053092 -90.094 0 0 0.00589911 89.9238 0.445697 0.000601806 0 0 1 0 0 180 0.00361798 179.999 5.3092e-007 89.906 2.90684e-010 90.0006 2.51148e-008 -90.0005 1.96696e-008 90.0118 1.11424e-005 179.974 
265.609 0.0543413 -90.0962 0 0 0.00603792 89.922 0.445697 0.000615968 0 0 1 0 0 180 0.00361798 179.999 5.43413e-007 89.9038 2.97524e-010 90.0006 2.57058e-008 -90.0005 2.01325e-008 90.0121 1.11424e-005 179.973 
271.859 0.05562 -90.0984 0 0 0.00618 89.9202 0.445697 0.000630462 0 0 1 0 0 180 0.00361798 179.999 5.562e-007 89.9016 3.04525e-010 90.0006 2.63107e-008 -90.0005 2.06062e-008 90.0124 1.11424e-005 179.973 
278.256 0.0569288 -90.1007 0 0 0.00632542 89.9183 0.445697 0.000645297 0 0 1 0 0 180 0.00361798 179.999 5.69288e-007 89.8993 3.11691e-010 90.0006 2.69298e-008 -90.0005 2.10911e-008 90.0127 1.11424e-005 179.972 
284.804 0.0582684 -90.1031 0 0 0.00647427 89.9164 0.445697 0.000660482 0 0 1 0 0 180 0.00361798 179.999 5.82684e-007 89.8969 3.19025e-010 90.0007 2.75635e-008 -90.0005 2.15874e-008 90.013 1.11424e-005 179.972 
291.505 0.0596395 -90.1055 0 0 0.00662661 89.9144 0.445697 0.000676024 0 0 1 0 0 180 0.00361798 179.999 5.96395e-007 89.8945 3.26532e-010 90.0007 2.82121e-008 -90.0005 2.20954e-008 90.0133 1.11424e-005 179.971 
298.365 0.0610429 -90.108 0 0 0.00678255 89.9124 0.445697 0.000691931 0 0 1 0 0 180 0.00361798 179.999 6.10429e-007 89.892 3.34216e-010 90.0007 2.88759e-008 -90.0005 2.26153e-008 90.0136 1.11424e-005 179.97 
305.386 0.0624793 -90.1106 0 0 0.00694215 89.9103 0.445697 0.000708213 0 0 1 0 0 180 0.00361798 179.999 6.24793e-007 89.8894 3.42081e-010 90.0007 2.95554e-008 -90.0006 2.31475e-008 90.0139 1.11424e-005 179.97 
312.572 0.0639495 -90.1132 0 0 0.0071055 89.9082 0.445697 0.000724878 0 0 1 0 0 180 0.00361798 179.999 6.39495e-007 89.8868 3.5013e-010 90.0007 3.02509e-008 -90.0006 2.36921e-008 90.0142 1.11424e-005 179.969 
319.927 0.0654543 -90.1158 0 0 0.0072727 89.9061 0.445697 0.000741935 0 0 1 0 0 180 0.00361798 179.999 6.54543e-007 89.8842 3.58369e-010 90.0007 3.09627e-008 -90.0006 2.42496e-008 90.0146 1.11424e-005 179.968 
327.455 0.0669945 -90.1186 0 0 0.00744384 89.9038 0.445697 0.000759394 0 0 1 0 0 180 0.00361798 179.999 6.69945e-007 89.8814 3.66802e-010 90.0008 3.16913e-008 -90.0006 2.48203e-008 90.0149 1.11424e-005 179.967 
335.16 0.068571 -90.1213 0 0 0.007619 89.9016 0.445697 0.000777263 0 0 1 0 0 180 0.00361798 179.999 6.8571e-007 89.8787 3.75433e-010 90.0008 3.2437e-008 -90.0006 2.54043e-008 90.0153 1.11424e-005 179.967 
343.047 0.0701845 -90.1242 0 0 0.00779828 89.8993 0.445697 0.000795553 0 0 1 0 0 180 0.00361798 179.999 7.01845e-007 89.8758 3.84267e-010 90.0008 3.32003e-008 -90.0006 2.60021e-008 90.0156 1.11424e-005 179.966 
351.119 0.0718361 -90.1271 0 0 0.00798179 89.8969 0.445697 0.000814273 0 0 1 0 0 180 0.00361798 179.999 7.18361e-007 89.8729 3.9331e-010 90.0008 3.39816e-008 -90.0006 2.6614e-008 90.016 1.11424e-005 179.965 
359.381 0.0735264 -90.1301 0 0 0.00816961 89.8945 0.445697 0.000833434 0 0 1 0 0 180 0.00361799 179.999 7.35264e-007 89.8699 4.02565e-010 90.0008 3.47812e-008 -90.0007 2.72402e-008 90.0164 1.11424e-005 179.964 
367.838 0.0752566 -90.1332 0 0 0.00836185 89.892 0.445697 0.000853045 0 0 1 0 0 180 0.00361799 179.999 7.52566e-007 89.8668 4.12037e-010 90.0009 3.55996e-008 -90.0007 2.78812e-008 90.0167 1.11424e-005 179.963 
376.494 0.0770275 -90.1363 0 0 0.00855861 89.8894 0.445697 0.000873118 0 0 1 0 0 180 0.00361799 179.999 7.70275e-007 89.8637 4.21733e-010 90.0009 3.64373e-008 -90.0007 2.85373e-008 90.0171 1.11424e-005 179.962 
385.353 0.07884 -90.1395 0 0 0.00876 89.8868 0.445697 0.000893664 0 0 1 0 0 180 0.00361799 179.999 7.884e-007 89.8605 4.31657e-010 90.0009 3.72947e-008 -90.0007 2.92088e-008 90.0175 1.11424e-005 179.962 
394.421 0.0806952 -90.1428 0 0 0.00896614 89.8842 0.445697 0.000914693 0 0 1 0 0 180 0.00361799 179.999 8.06952e-007 89.8572 4.41814e-010 90.0009 3.81723e-008 -90.0007 2.98961e-008 90.0179 1.11424e-005 179.961 
403.702 0.0825941 -90.1462 0 0 0.00917712 89.8815 0.445697 0.000936216 0 0 1 0 0 180 0.00361799 179.999 8.25941e-007 89.8538 4.5221e-010 90.0009 3.90705e-008 -90.0007 3.05996e-008 90.0184 1.11424e-005 179.96 
413.201 0.0845376 -90.1496 0 0 0.00939307 89.8787 0.445697 0.000958247 0 0 1 0 0 180 0.00361799 179.999 8.45376e-007 89.8504 4.62851e-010 90.001 3.99899e-008 -90.0008 3.13196e-008 90.0188 1.11424e-005 179.959 
422.924 0.0865269 -90.1531 0 0 0.0096141 89.8758 0.445697 0.000980795 0 0 1 0 0 180 0.00361799 179.999 8.65269e-007 89.8469 4.73743e-010 90.001 4.09309e-008 -90.0008 3.20566e-008 90.0192 1.11424e-005 179.958 
432.876 0.088563 -90.1567 0 0 0.00984033 89.8729 0.445697 0.00100387 0 0 1 0 0 180 0.00361799 179.999 8.8563e-007 89.8433 4.8489e-010 90.001 4.1894e-008 -90.0008 3.28109e-008 90.0197 1.11424e-005 179.957 
443.062 0.090647 -90.1604 0 0 0.0100719 89.8699 0.445697 0.0010275 0 0 1 0 0 180 0.00361799 179.999 9.0647e-007 89.8396 4.963e-010 90.001 4.28799e-008 -90.0008 3.3583e-008 90.0202 1.11424e-005 179.956 
453.488 0.09278 -90.1642 0 0 0.0103089 89.8668 0.445697 0.00105167 0 0 1 0 0 180 0.003618 179.999 9.278e-007 89.8358 5.07979e-010 90.0011 4.38889e-008 -90.0008 3.43733e-008 90.0206 1.11424e-005 179.955 
464.159 0.0949632 -90.1681 0 0 0.0105515 89.8637 0.445697 0.00107642 0 0 1 0 0 180 0.003618 179.999 9.49632e-007 89.8319 5.19932e-010 90.0011 4.49216e-008 -90.0008 3.51821e-008 90.0211 1.11424e-005 179.954 
475.081 0.0971978 -90.172 0 0 0.0107998 89.8605 0.445697 0.00110175 0 0 1 0 0 180 0.003618 179.999 9.71978e-007 89.828 5.32167e-010 90.0011 4.59787e-008 -90.0009 3.601e-008 90.0216 1.11424e-005 179.953 
486.26 0.099485 -90.1761 0 0 0.0110539 89.8572 0.445697 0.00112768 0 0 1 0 0 180 0.003618 179.999 9.9485e-007 89.8239 5.44689e-010 90.0011 4.70606e-008 -90.0009 3.68573e-008 90.0221 1.11424e-005 179.951 
497.702 0.101826 -90.1802 0 0 0.011314 89.8538 0.445697 0.00115421 0 0 1 0 0 180 0.003618 179.999 1.01826e-006 89.8198 5.57506e-010 90.0012 4.8168e-008 -90.0009 3.77246e-008 90.0226 1.11424e-005 179.95 
509.414 0.104222 -90.1844 0 0 0.0115802 89.8504 0.445697 0.00118137 0 0 1 0 0 180 0.003618 179.999 1.04222e-006 89.8156 5.70625e-010 90.0012 4.93014e-008 -90.0009 3.86123e-008 90.0232 1.11424e-005 179.949 
521.401 0.106675 -90.1888 0 0 0.0118527 89.8469 0.445697 0.00120917 0 0 1 0 0 180 0.00361801 179.999 1.06675e-006 89.8112 5.84052e-010 90.0012 5.04615e-008 -90.0009 3.95209e-008 90.0237 1.11424e-005 179.948 
533.67 0.109185 -90.1932 0 0 0.0121316 89.8433 0.445697 0.00123762 0 0 1 0 0 180 0.00361801 179.999 1.09185e-006 89.8068 5.97796e-010 90.0012 5.16489e-008 -90.001 4.04509e-008 90.0243 1.11424e-005 179.947 
546.228 0.111754 -90.1978 0 0 0.0124171 89.8396 0.445697 0.00126675 0 0 1 0 0 180 0.00361801 179.999 1.11754e-006 89.8022 6.11862e-010 90.0013 5.28643e-008 -90.001 4.14027e-008 90.0249 1.11424e-005 179.945 
559.081 0.114384 -90.2024 0 0 0.0127093 89.8358 0.445697 0.00129655 0 0 1 0 0 180 0.00361801 179.999 1.14384e-006 89.7976 6.2626e-010 90.0013 5.41082e-008 -90.001 4.2377e-008 90.0254 1.11424e-005 179.944 
572.237 0.117075 -90.2072 0 0 0.0130084 89.832 0.445697 0.00132706 0 0 1 0 0 180 0.00361801 179.999 1.17075e-006 89.7928 6.40997e-010 90.0013 5.53815e-008 -90.001 4.33742e-008 90.026 1.11424e-005 179.943 
585.702 0.11983 -90.2121 0 0 0.0133145 89.828 0.445697 0.00135829 0 0 1 0 0 180 0.00361802 179.999 1.1983e-006 89.7879 6.5608e-010 90.0014 5.66846e-008 -90.0011 4.43948e-008 90.0267 1.11424e-005 179.942 
599.484 0.12265 -90.217 0 0 0.0136278 89.824 0.445697 0.00139025 0 0 1 0 0 180 0.00361802 179.999 1.2265e-006 89.783 6.71518e-010 90.0014 5.80185e-008 -90.0011 4.54395e-008 90.0273 1.11424e-005 179.94 
613.591 0.125536 -90.2222 0 0 0.0139485 89.8198 0.445697 0.00142297 0 0 1 0 0 180 0.00361802 179.999 1.25536e-006 89.7778 6.8732e-010 90.0014 5.93837e-008 -90.0011 4.65087e-008 90.0279 1.11424e-005 179.939 
628.029 0.12849 -90.2274 0 0 0.0142767 89.8156 0.445697 0.00145645 0 0 1 0 0 180 0.00361802 179.999 1.2849e-006 89.7726 7.03493e-010 90.0015 6.07811e-008 -90.0011 4.76031e-008 90.0286 1.11424e-005 179.937 
642.807 0.131514 -90.2327 0 0 0.0146126 89.8112 0.445697 0.00149072 0 0 1 0 0 180 0.00361803 179.999 1.31514e-006 89.7673 7.20047e-010 90.0015 6.22113e-008 -90.0012 4.87233e-008 90.0293 1.11424e-005 179.936 
657.933 0.134608 -90.2382 0 0 0.0149565 89.8068 0.445697 0.0015258 0 0 1 0 0 180 0.00361803 179.999 1.34608e-006 89.7618 7.3699e-010 90.0015 6.36752e-008 -90.0012 4.98698e-008 90.0299 1.11424e-005 179.934 
673.415 0.137776 -90.2438 0 0 0.0153085 89.8022 0.445697 0.00156171 0 0 1 0 0 180 0.00361803 179.999 1.37776e-006 89.7562 7.54332e-010 90.0016 6.51736e-008 -90.0012 5.10433e-008 90.0306 1.11424e-005 179.933 
689.261 0.141018 -90.2496 0 0 0.0156687 89.7976 0.445697 0.00159845 0 0 1 0 0 180 0.00361803 179.999 1.41018e-006 89.7504 7.72083e-010 90.0016 6.67072e-008 -90.0013 5.22444e-008 90.0314 1.11424e-005 179.931 
705.48 0.144336 -90.2554 0 0 0.0160374 89.7928 0.445697 0.00163607 0 0 1 0 0 180 0.00361804 179.999 1.44336e-006 89.7446 7.90251e-010 90.0016 6.82769e-008 -90.0013 5.34737e-008 90.0321 1.11424e-005 179.93 
722.081 0.147733 -90.2614 0 0 0.0164148 89.788 0.445697 0.00167457 0 0 1 0 0 180 0.00361804 179.999 1.47733e-006 89.7386 8.08846e-010 90.0017 6.98835e-008 -90.0013 5.4732e-008 90.0329 1.11424e-005 179.928 
739.072 0.151209 -90.2676 0 0 0.016801 89.783 0.445697 0.00171397 0 0 1 0 0 180 0.00361804 179.998 1.51209e-006 89.7324 8.27879e-010 90.0017 7.15279e-008 -90.0013 5.60199e-008 90.0336 1.11424e-005 179.926 
756.463 0.154767 -90.2739 0 0 0.0171964 89.7779 0.445697 0.0017543 0 0 1 0 0 180 0.00361805 179.998 1.54767e-006 89.7261 8.4736e-010 90.0018 7.3211e-008 -90.0014 5.73381e-008 90.0344 1.11424e-005 179.924 
774.264 0.158409 -90.2803 0 0 0.0176011 89.7726 0.445697 0.00179558 0 0 1 0 0 180 0.00361805 179.998 1.58409e-006 89.7197 8.67299e-010 90.0018 7.49338e-008 -90.0014 5.86874e-008 90.0352 1.11424e-005 179.923 
792.483 0.162137 -90.2869 0 0 0.0180152 89.7673 0.445697 0.00183784 0 0 1 0 0 180 0.00361806 179.998 1.62137e-006 89.7131 8.87707e-010 90.0018 7.6697e-008 -90.0014 6.00684e-008 90.0361 1.11424e-005 179.921 
811.131 0.165952 -90.2937 0 0 0.0184392 89.7618 0.445697 0.00188108 0 0 1 0 0 180 0.00361806 179.998 1.65952e-006 89.7063 9.08596e-010 90.0019 7.85018e-008 -90.0015 6.14818e-008 90.0369 1.11424e-005 179.919 
830.218 0.169857 -90.3006 0 0 0.0188731 89.7562 0.445697 0.00192535 0 0 1 0 0 180 0.00361806 179.998 1.69857e-006 89.6994 9.29976e-010 90.0019 8.0349e-008 -90.0015 6.29286e-008 90.0378 1.11424e-005 179.917 
849.753 0.173855 -90.3077 0 0 0.0193172 89.7505 0.445697 0.00197065 0 0 1 0 0 180 0.00361807 179.998 1.73855e-006 89.6923 9.5186e-010 90.002 8.22397e-008 -90.0015 6.44094e-008 90.0387 1.11424e-005 179.915 
869.749 0.177946 -90.3149 0 0 0.0197717 89.7446 0.445697 0.00201702 0 0 1 0 0 180 0.00361807 179.998 1.77946e-006 89.6851 9.74258e-010 90.002 8.41749e-008 -90.0016 6.5925e-008 90.0396 1.11424e-005 179.913 
890.215 0.182133 -90.3223 0 0 0.020237 89.7386 0.445697 0.00206449 0 0 1 0 0 180 0.00361808 179.998 1.82133e-006 89.6777 9.97183e-010 90.0021 8.61556e-008 -90.0016 6.74763e-008 90.0405 1.11424e-005 179.911 
911.163 0.186419 -90.3299 0 0 0.0207132 89.7324 0.445697 0.00211307 0 0 1 0 0 180 0.00361808 179.998 1.86419e-006 89.6701 1.02065e-009 90.0021 8.81829e-008 -90.0017 6.90641e-008 90.0415 1.11424e-005 179.909 
932.603 0.190806 -90.3377 0 0 0.0212006 89.7261 0.445697 0.00216279 0 0 1 0 0 180 0.00361809 179.998 1.90806e-006 89.6623 1.04466e-009 90.0022 9.0258e-008 -90.0017 7.06892e-008 90.0424 1.11424e-005 179.907 
954.548 0.195296 -90.3456 0 0 0.0216995 89.7197 0.445697 0.00221368 0 0 1 0 0 180 0.0036181 179.998 1.95296e-006 89.6544 1.06925e-009 90.0022 9.23818e-008 -90.0017 7.23526e-008 90.0434 1.11424e-005 179.905 
977.01 0.199891 -90.3537 0 0 0.0222102 89.7131 0.445697 0.00226578 0 0 1 0 0 180 0.0036181 179.998 1.99891e-006 89.6463 1.09441e-009 90.0023 9.45557e-008 -90.0018 7.40552e-008 90.0445 1.11424e-005 179.902 
1000 0.204595 -90.3621 0 0 0.0227328 89.7063 0.445697 0.00231909 0 0 1 0 0 180 0.00361811 179.998 2.04595e-006 89.6379 1.12016e-009 90.0023 9.67807e-008 -90.0018 7.57978e-008 90.0455 1.11424e-005 179.9 
1023.53 0.20941 -90.3706 0 0 0.0232678 89.6994 0.445697 0.00237366 0 0 1 0 0 180 0.00361812 179.998 2.0941e-006 89.6294 1.14652e-009 90.0024 9.9058e-008 -90.0019 7.75814e-008 90.0466 1.11424e-005 179.898 
1047.62 0.214338 -90.3793 0 0 0.0238153 89.6924 0.445697 0.00242952 0 0 1 0 0 180 0.00361812 179.998 2.14338e-006 89.6207 1.1735e-009 90.0024 1.01389e-007 -90.0019 7.9407e-008 90.0477 1.11424e-005 179.895 
1072.27 0.219381 -90.3882 0 0 0.0243757 89.6851 0.445697 0.00248669 0 0 1 0 0 180 0.00361813 179.998 2.19381e-006 89.6118 1.20111e-009 90.0025 1.03775e-007 -90.0019 8.12756e-008 90.0488 1.11424e-005 179.893 
1097.5 0.224544 -90.3974 0 0 0.0249493 89.6777 0.445697 0.0025452 0 0 1 0 0 180 0.00361814 179.998 2.24544e-006 89.6026 1.22937e-009 90.0025 1.06217e-007 -90.002 8.31881e-008 90.0499 1.11424e-005 179.89 
1123.32 0.229828 -90.4067 0 0 0.0255365 89.6701 0.445697 0.0026051 0 0 1 0 0 180 0.00361815 179.998 2.29828e-006 89.5933 1.2583e-009 90.0026 1.08716e-007 -90.002 8.51456e-008 90.0511 1.11424e-005 179.888 
1149.76 0.235236 -90.4163 0 0 0.0261374 89.6624 0.445697 0.0026664 0 0 1 0 0 180 0.00361815 179.998 2.35236e-006 89.5837 1.28791e-009 90.0027 1.11274e-007 -90.0021 8.71492e-008 90.0523 1.11424e-005 179.885 
1176.81 0.240772 -90.4261 0 0 0.0267525 89.6544 0.445697 0.00272914 0 0 1 0 0 180 0.00361816 179.998 2.40772e-006 89.5739 1.31822e-009 90.0027 1.13893e-007 -90.0021 8.91999e-008 90.0536 1.11424e-005 179.883 
1204.5 0.246438 -90.4361 0 0 0.027382 89.6463 0.445697 0.00279336 0 0 1 0 0 180 0.00361817 179.998 2.46438e-006 89.5639 1.34924e-009 90.0028 1.16573e-007 -90.0022 9.12989e-008 90.0548 1.11424e-005 179.88 
1232.85 0.252237 -90.4464 0 0 0.0280264 89.638 0.445697 0.00285909 0 0 1 0 0 180 0.00361818 179.997 2.52237e-006 89.5536 1.38099e-009 90.0029 1.19316e-007 -90.0022 9.34473e-008 90.0561 1.11424e-005 179.877 
1261.86 0.258173 -90.4569 0 0 0.0286859 89.6294 0.445698 0.00292637 0 0 1 0 0 180 0.00361819 179.997 2.58173e-006 89.5431 1.41348e-009 90.0029 1.22123e-007 -90.0023 9.56462e-008 90.0574 1.11424e-005 179.874 
1291.55 0.264248 -90.4676 0 0 0.029361 89.6207 0.445698 0.00299524 0 0 1 0 0 180 0.0036182 179.997 2.64248e-006 89.5324 1.44674e-009 90.003 1.24997e-007 -90.0023 9.78969e-008 90.0588 1.11424e-005 179.871 
1321.94 0.270467 -90.4786 0 0 0.0300519 89.6118 0.445698 0.00306572 0 0 1 0 0 180 0.00361822 179.997 2.70467e-006 89.5214 1.48079e-009 90.0031 1.27938e-007 -90.0024 1.00201e-007 90.0602 1.11424e-005 179.868 
1353.05 0.276832 -90.4899 0 0 0.0307591 89.6027 0.445698 0.00313786 0 0 1 0 0 180 0.00361823 179.997 2.76832e-006 89.5101 1.51563e-009 90.0031 1.30949e-007 -90.0025 1.02558e-007 90.0616 1.11424e-005 179.865 
1384.89 0.283346 -90.5014 0 0 0.031483 89.5933 0.445698 0.0032117 0 0 1 0 0 180 0.00361824 179.997 2.83346e-006 89.4986 1.55129e-009 90.0032 1.3403e-007 -90.0025 1.04972e-007 90.063 1.11423e-005 179.862 
1417.47 0.290014 -90.5132 0 0 0.0322238 89.5837 0.445698 0.00328727 0 0 1 0 0 180 0.00361825 179.997 2.90014e-006 89.4868 1.5878e-009 90.0033 1.37184e-007 -90.0026 1.07442e-007 90.0645 1.11423e-005 179.859 
1450.83 0.296839 -90.5253 0 0 0.0329822 89.5739 0.445698 0.00336463 0 0 1 0 0 180 0.00361827 179.997 2.96839e-006 89.4747 1.62516e-009 90.0034 1.40412e-007 -90.0026 1.0997e-007 90.066 1.11423e-005 179.855 
1484.97 0.303825 -90.5377 0 0 0.0337583 89.5639 0.445698 0.0034438 0 0 1 0 0 180 0.00361828 179.997 3.03825e-006 89.4623 1.6634e-009 90.0034 1.43716e-007 -90.0027 1.12558e-007 90.0676 1.11423e-005 179.852 
1519.91 0.310974 -90.5503 0 0 0.0345528 89.5537 0.445698 0.00352484 0 0 1 0 0 180 0.0036183 179.997 3.10974e-006 89.4497 1.70254e-009 90.0035 1.47098e-007 -90.0028 1.15207e-007 90.0692 1.11423e-005 179.848 
1555.68 0.318293 -90.5633 0 0 0.0353659 89.5431 0.445698 0.00360779 0 0 1 0 0 180 0.00361831 179.997 3.18293e-006 89.4367 1.74261e-009 90.0036 1.50559e-007 -90.0028 1.17918e-007 90.0708 1.11423e-005 179.845 
1592.28 0.325783 -90.5765 0 0 0.0361982 89.5324 0.445698 0.00369269 0 0 1 0 0 180 0.00361833 179.997 3.25783e-006 89.4235 1.78361e-009 90.0037 1.54102e-007 -90.0029 1.20692e-007 90.0725 1.11423e-005 179.841 
1629.75 0.33345 -90.5901 0 0 0.0370501 89.5214 0.445698 0.00377958 0 0 1 0 0 180 0.00361834 179.997 3.3345e-006 89.4099 1.82558e-009 90.0038 1.57728e-007 -90.003 1.23532e-007 90.0742 1.11423e-005 179.837 
1668.1 0.341297 -90.604 0 0 0.037922 89.5101 0.445698 0.00386852 0 0 1 0 0 180 0.00361836 179.997 3.41297e-006 89.396 1.86854e-009 90.0039 1.6144e-007 -90.003 1.26439e-007 90.0759 1.11423e-005 179.833 
1707.35 0.349329 -90.6182 0 0 0.0388144 89.4986 0.445698 0.00395956 0 0 1 0 0 180 0.00361838 179.996 3.49329e-006 89.3818 1.91251e-009 90.004 1.65239e-007 -90.0031 1.29415e-007 90.0777 1.11423e-005 179.83 
1747.53 0.35755 -90.6327 0 0 0.0397279 89.4868 0.445698 0.00405273 0 0 1 0 0 180 0.0036184 179.996 3.5755e-006 89.3673 1.95751e-009 90.0041 1.69127e-007 -90.0032 1.3246e-007 90.0795 1.11423e-005 179.826 
1788.65 0.365965 -90.6476 0 0 0.0406629 89.4747 0.445698 0.0041481 0 0 1 0 0 180 0.00361842 179.996 3.65965e-006 89.3524 2.00357e-009 90.0041 1.73107e-007 -90.0032 1.35577e-007 90.0814 1.11423e-005 179.821 
1830.74 0.374577 -90.6629 0 0 0.0416198 89.4624 0.445698 0.00424571 0 0 1 0 0 180 0.00361844 179.996 3.74577e-006 89.3371 2.05072e-009 90.0042 1.7718e-007 -90.0033 1.38767e-007 90.0833 1.11423e-005 179.817 
1873.82 0.383393 -90.6785 0 0 0.0425993 89.4497 0.445698 0.00434563 0 0 1 0 0 180 0.00361847 179.996 3.83393e-006 89.3215 2.09898e-009 90.0043 1.81349e-007 -90.0034 1.42033e-007 90.0853 1.11423e-005 179.813 
1917.91 0.392416 -90.6944 0 0 0.0436019 89.4368 0.445698 0.00444789 0 0 1 0 0 180 0.00361849 179.996 3.92416e-006 89.3056 2.14837e-009 90.0044 1.85617e-007 -90.0035 1.45375e-007 90.0873 1.11423e-005 179.809 
1963.04 0.401651 -90.7108 0 0 0.044628 89.4235 0.445698 0.00455256 0 0 1 0 0 180 0.00361851 179.996 4.01651e-006 89.2892 2.19892e-009 90.0046 1.89984e-007 -90.0036 1.48796e-007 90.0893 1.11423e-005 179.804 
2009.23 0.411104 -90.7275 0 0 0.0456783 89.4099 0.445698 0.00465969 0 0 1 0 0 180 0.00361854 179.996 4.11104e-006 89.2725 2.25066e-009 90.0047 1.94455e-007 -90.0036 1.52297e-007 90.0914 1.11423e-005 179.799 
2056.51 0.420779 -90.7446 0 0 0.0467534 89.396 0.445698 0.00476934 0 0 1 0 0 180 0.00361857 179.996 4.20779e-006 89.2554 2.30362e-009 90.0048 1.99031e-007 -90.0037 1.55881e-007 90.0936 1.11422e-005 179.795 
2104.9 0.430682 -90.7621 0 0 0.0478537 89.3818 0.445698 0.00488157 0 0 1 0 0 180 0.0036186 179.996 4.30682e-006 89.2379 2.35783e-009 90.0049 2.03714e-007 -90.0038 1.5955e-007 90.0958 1.11422e-005 179.79 
2154.43 0.440818 -90.7801 0 0 0.04898 89.3673 0.445698 0.00499645 0 0 1 0 0 180 0.00361863 179.995 4.40818e-006 89.2199 2.41331e-009 90.005 2.08508e-007 -90.0039 1.63304e-007 90.098 1.11422e-005 179.785 
2205.13 0.451193 -90.7984 0 0 0.0501328 89.3524 0.445698 0.00511403 0 0 1 0 0 180 0.00361866 179.995 4.51193e-006 89.2016 2.4701e-009 90.0051 2.13414e-007 -90.004 1.67147e-007 90.1003 1.11422e-005 179.78 
