f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f jL1m jL1f jL2m jL2f jV0500m jV0500f jV0600m jV0600f jV0700m jV0700f jV0200m jV0200f 
792483 5.3789 52.3534 0 0 0.822738 -84.234 0.445763 0.0299894 0 0 1 0 0 180 0.000609589 40.9977 5.3789e-005 -127.647 8.87838e-007 90.03 7.66882e-005 -90.0235 6.02629e-005 88.4796 2.00864e-005 129.259 
811131 5.17818 51.4198 0 0 0.800893 -84.5019 0.445759 0.0346026 0 0 1 0 0 180 0.000586324 40.3186 5.17818e-005 -128.58 9.08722e-007 90.0346 7.84933e-005 -90.0271 6.16671e-005 88.5244 2.03703e-005 128.549 
830218 4.98395 50.4965 0 0 0.779682 -84.7591 0.445756 0.0392199 0 0 1 0 0 180 0.000563856 39.6444 4.98395e-005 -129.504 9.30099e-007 90.0392 8.03408e-005 -90.0307 6.3105e-005 88.568 2.06635e-005 127.843 
849753 4.79603 49.5834 0 0 0.759084 -85.0059 0.445753 0.043844 0 0 1 0 0 180 0.000542158 38.9751 4.79603e-005 -130.417 9.51978e-007 90.0438 8.22317e-005 -90.0343 6.45773e-005 88.6107 2.09663e-005 127.143 
869749 4.61427 48.6807 0 0 0.739081 -85.2425 0.44575 0.0484777 0 0 1 0 0 180 0.000521209 38.3109 4.61427e-005 -131.319 9.74373e-007 90.0485 8.41671e-005 -90.038 6.60848e-005 88.6524 2.12788e-005 126.447 
890215 4.43849 47.7884 0 0 0.719654 -85.4693 0.445748 0.0531239 0 0 1 0 0 180 0.000500985 37.652 4.43849e-005 -132.212 9.97296e-007 90.0531 8.61481e-005 -90.0416 6.76284e-005 88.693 2.16014e-005 125.757 
911163 4.26855 46.9067 0 0 0.700786 -85.6865 0.445746 0.0577853 0 0 1 0 0 180 0.000481465 36.9987 4.26855e-005 -133.093 1.02076e-006 90.0578 8.81755e-005 -90.0453 6.92089e-005 88.7328 2.19342e-005 125.072 
932603 4.1043 46.0355 0 0 0.682458 -85.8944 0.445744 0.0624649 0 0 1 0 0 180 0.000462626 36.3509 4.1043e-005 -133.964 1.04477e-006 90.0625 9.02507e-005 -90.0489 7.08271e-005 88.7716 2.22775e-005 124.393 
954548 3.94558 45.175 0 0 0.664655 -86.0933 0.445742 0.0671655 0 0 1 0 0 180 0.000444449 35.709 3.94558e-005 -134.825 1.06935e-006 90.0672 9.23747e-005 -90.0526 7.24838e-005 88.8095 2.26315e-005 123.72 
977010 3.79224 44.3253 0 0 0.64736 -86.2835 0.445741 0.0718899 0 0 1 0 0 180 0.000426914 35.0731 3.79224e-005 -135.675 1.09451e-006 90.0719 9.45486e-005 -90.0563 7.41801e-005 88.8465 2.29966e-005 123.053 
1e+006 3.64415 43.4864 0 0 0.630558 -86.4651 0.445739 0.0766411 0 0 1 0 0 180 0.000410002 34.4433 3.64415e-005 -136.514 1.12027e-006 90.0766 9.67737e-005 -90.06 7.59167e-005 88.8827 2.33729e-005 122.392 
1.02353e+006 3.50116 42.6583 0 0 0.614233 -86.6385 0.445738 0.0814219 0 0 1 0 0 180 0.000393693 33.8199 3.50116e-005 -137.342 1.14662e-006 90.0814 9.9051e-005 -90.0638 7.76946e-005 88.918 2.37607e-005 121.737 
1.04762e+006 3.36313 41.8413 0 0 0.598371 -86.804 0.445738 0.0862354 0 0 1 0 0 180 0.000377969 33.2029 3.36313e-005 -138.159 1.1736e-006 90.0862 0.000101382 -90.0675 7.95148e-005 88.9526 2.41602e-005 121.089 
1.07227e+006 3.22993 41.0353 0 0 0.582958 -86.9618 0.445737 0.0910844 0 0 1 0 0 180 0.000362813 32.5926 3.22993e-005 -138.965 1.20122e-006 90.0911 0.000103768 -90.0713 8.13783e-005 88.9864 2.45718e-005 120.448 
1.0975e+006 3.10143 40.2404 0 0 0.567981 -87.112 0.445737 0.0959718 0 0 1 0 0 180 0.000348207 31.9891 3.10143e-005 -139.76 1.22948e-006 90.096 0.00010621 -90.0752 8.3286e-005 89.0194 2.49958e-005 119.813 
1.12332e+006 2.97748 39.4566 0 0 0.553425 -87.2551 0.445736 0.100901 0 0 1 0 0 180 0.000334135 31.3925 2.97748e-005 -140.543 1.25841e-006 90.1009 0.000108709 -90.079 8.52389e-005 89.0517 2.54323e-005 119.186 
1.14976e+006 2.85797 38.684 0 0 0.539278 -87.3912 0.445736 0.105874 0 0 1 0 0 180 0.000320581 30.803 2.85797e-005 -141.316 1.28802e-006 90.1059 0.000111267 -90.0829 8.72382e-005 89.0833 2.58816e-005 118.565 
1.17681e+006 2.74277 37.9227 0 0 0.525528 -87.5207 0.445737 0.110895 0 0 1 0 0 180 0.000307527 30.2206 2.74277e-005 -142.077 1.31833e-006 90.1109 0.000113885 -90.0869 8.9285e-005 89.1143 2.63441e-005 117.952 
1.2045e+006 2.63175 37.1726 0 0 0.512162 -87.6436 0.445737 0.115967 0 0 1 0 0 180 0.000294958 29.6456 2.63175e-005 -142.827 1.34936e-006 90.116 0.000116565 -90.0908 9.13802e-005 89.1445 2.68201e-005 117.346 
1.23285e+006 2.52479 36.4339 0 0 0.499169 -87.7603 0.445737 0.121091 0 0 1 0 0 180 0.00028286 29.0779 2.52479e-005 -143.566 1.38111e-006 90.1211 0.000119308 -90.0949 9.3525e-005 89.1742 2.73098e-005 116.747 
1.26186e+006 2.42177 35.7064 0 0 0.486537 -87.871 0.445738 0.126273 0 0 1 0 0 180 0.000271217 28.5178 2.42177e-005 -144.294 1.41361e-006 90.1263 0.000122115 -90.0989 9.57206e-005 89.2032 2.78135e-005 116.156 
1.29155e+006 2.32257 34.9903 0 0 0.474256 -87.9759 0.445739 0.131515 0 0 1 0 0 180 0.000260015 27.9653 2.32257e-005 -145.01 1.44688e-006 90.1315 0.000124988 -90.103 9.79682e-005 89.2316 2.83316e-005 115.572 
1.32194e+006 2.22707 34.2855 0 0 0.462314 -88.0752 0.44574 0.136819 0 0 1 0 0 180 0.000249239 27.4204 2.22707e-005 -145.715 1.48093e-006 90.1368 0.000127929 -90.1072 0.000100269 89.2595 2.88643e-005 114.995 
1.35305e+006 2.13517 33.592 0 0 0.450702 -88.1692 0.445741 0.142189 0 0 1 0 0 180 0.000238876 26.8833 2.13517e-005 -146.408 1.51578e-006 90.1422 0.000130939 -90.1114 0.000102624 89.2868 2.9412e-005 114.426 
1.38489e+006 2.04674 32.9099 0 0 0.439409 -88.2581 0.445742 0.147629 0 0 1 0 0 180 0.000228912 26.354 2.04674e-005 -147.09 1.55145e-006 90.1476 0.00013402 -90.1156 0.000105035 89.3136 2.9975e-005 113.865 
1.41747e+006 1.96168 32.239 0 0 0.428426 -88.342 0.445744 0.15314 0 0 1 0 0 180 0.000219334 25.8326 1.96168e-005 -147.761 1.58796e-006 90.1531 0.000137174 -90.12 0.000107503 89.3399 3.05536e-005 113.311 
1.45083e+006 1.87988 31.5794 0 0 0.417743 -88.4213 0.445745 0.158728 0 0 1 0 0 180 0.000210128 25.3191 1.87988e-005 -148.421 1.62534e-006 90.1587 0.000140401 -90.1243 0.000110029 89.3658 3.11483e-005 112.764 
1.48497e+006 1.80123 30.931 0 0 0.407351 -88.496 0.445747 0.164394 0 0 1 0 0 180 0.000201283 24.8135 1.80123e-005 -149.069 1.66359e-006 90.1644 0.000143704 -90.1288 0.000112615 89.3911 3.17592e-005 112.225 
1.51991e+006 1.72564 30.2938 0 0 0.397241 -88.5664 0.445749 0.170143 0 0 1 0 0 180 0.000192786 24.3159 1.72564e-005 -149.706 1.70274e-006 90.1701 0.000147086 -90.1333 0.000115262 89.416 3.23868e-005 111.693 
1.55568e+006 1.653 29.6677 0 0 0.387405 -88.6326 0.445751 0.175977 0 0 1 0 0 180 0.000184625 23.8263 1.653e-005 -150.332 1.74282e-006 90.176 0.000150546 -90.1379 0.000117972 89.4405 3.30315e-005 111.169 
1.59228e+006 1.5832 29.0527 0 0 0.377834 -88.6949 0.445754 0.1819 0 0 1 0 0 180 0.000176788 23.3447 1.5832e-005 -150.947 1.78384e-006 90.1819 0.000154088 -90.1425 0.000120745 89.4645 3.36935e-005 110.652 
1.62975e+006 1.51617 28.4487 0 0 0.368521 -88.7535 0.445756 0.187915 0 0 1 0 0 180 0.000169264 22.8712 1.51617e-005 -151.551 1.82582e-006 90.1879 0.000157713 -90.1472 0.000123584 89.4882 3.43733e-005 110.142 
1.6681e+006 1.45179 27.8557 0 0 0.359458 -88.8084 0.445759 0.194025 0 0 1 0 0 180 0.000162042 22.4056 1.45179e-005 -152.144 1.8688e-006 90.194 0.000161424 -90.152 0.00012649 89.5115 3.50713e-005 109.64 
1.70735e+006 1.38998 27.2736 0 0 0.350636 -88.8598 0.445761 0.200235 0 0 1 0 0 180 0.000155112 21.948 1.38998e-005 -152.726 1.91278e-006 90.2002 0.000165222 -90.1569 0.000129465 89.5344 3.57879e-005 109.145 
1.74753e+006 1.33065 26.7022 0 0 0.34205 -88.908 0.445764 0.206547 0 0 1 0 0 180 0.000148462 21.4984 1.33065e-005 -153.298 1.9578e-006 90.2065 0.000169109 -90.1618 0.00013251 89.557 3.65234e-005 108.657 
1.78865e+006 1.27371 26.1415 0 0 0.333691 -88.9531 0.445767 0.212965 0 0 1 0 0 180 0.000142082 21.0567 1.27371e-005 -153.858 2.00389e-006 90.213 0.000173087 -90.1668 0.000135627 89.5793 3.72782e-005 108.176 
1.83074e+006 1.21907 25.5915 0 0 0.325553 -88.9951 0.445771 0.219493 0 0 1 0 0 180 0.000135963 20.6229 1.21907e-005 -154.409 2.05106e-006 90.2195 0.000177159 -90.172 0.000138817 89.6013 3.80529e-005 107.702 
1.87382e+006 1.16665 25.0519 0 0 0.31763 -89.0343 0.445774 0.226134 0 0 1 0 0 180 0.000130095 20.1971 1.16665e-005 -154.948 2.09934e-006 90.2261 0.000181327 -90.1772 0.000142082 89.623 3.88478e-005 107.235 
1.91791e+006 1.11638 24.5228 0 0 0.309915 -89.0708 0.445778 0.232893 0 0 1 0 0 180 0.000124468 19.779 1.11638e-005 -155.477 2.14875e-006 90.2329 0.000185593 -90.1825 0.000145425 89.6444 3.96633e-005 106.775 
1.96304e+006 1.06817 24.004 0 0 0.302401 -89.1047 0.445782 0.239771 0 0 1 0 0 180 0.000119075 19.3688 1.06817e-005 -155.996 2.19934e-006 90.2398 0.000189959 -90.1878 0.000148846 89.6655 4.04999e-005 106.321 
2.00923e+006 1.02194 23.4953 0 0 0.295084 -89.1361 0.445786 0.246775 0 0 1 0 0 180 0.000113905 18.9663 1.02194e-005 -156.505 2.25111e-006 90.2468 0.000194427 -90.1933 0.000152348 89.6864 4.1358e-005 105.874 
2.05651e+006 0.977626 22.9968 0 0 0.287957 -89.1652 0.44579 0.253906 0 0 1 0 0 180 0.00010895 18.5715 9.77626e-006 -157.003 2.3041e-006 90.2539 0.000199001 -90.1989 0.000155933 89.7071 4.22382e-005 105.434 
2.1049e+006 0.935151 22.5083 0 0 0.281014 -89.1921 0.445795 0.261169 0 0 1 0 0 180 0.000104202 18.1843 9.35151e-006 -157.492 2.35835e-006 90.2612 0.000203682 -90.2046 0.000159602 89.7275 4.31409e-005 105 
2.15443e+006 0.894446 22.0296 0 0 0.274251 -89.2168 0.4458 0.268569 0 0 1 0 0 180 9.96537e-005 17.8046 8.94446e-006 -157.97 2.41387e-006 90.2686 0.000208473 -90.2104 0.000163358 89.7477 4.40666e-005 104.572 
2.20513e+006 0.855443 21.5606 0 0 0.267662 -89.2396 0.445805 0.276108 0 0 1 0 0 180 9.52965e-005 17.4324 8.55443e-006 -158.439 2.4707e-006 90.2761 0.000213377 -90.2163 0.000167203 89.7678 4.50157e-005 104.151 
2.25702e+006 0.818077 21.1012 0 0 0.261241 -89.2604 0.44581 0.283791 0 0 1 0 0 180 9.11231e-005 17.0677 8.18077e-006 -158.899 2.52886e-006 90.2838 0.000218396 -90.2224 0.000171138 89.7877 4.59889e-005 103.735 
2.31013e+006 0.782284 20.6514 0 0 0.254985 -89.2794 0.445816 0.291622 0 0 1 0 0 180 8.71264e-005 16.7102 7.82284e-006 -159.349 2.5884e-006 90.2916 0.000223533 -90.2285 0.000175166 89.8074 4.69866e-005 103.325 
2.36449e+006 0.748002 20.2108 0 0 0.248888 -89.2966 0.445822 0.299605 0 0 1 0 0 180 8.32994e-005 16.36 7.48002e-006 -159.789 2.64935e-006 90.2996 0.000228791 -90.2348 0.000179289 89.8269 4.80093e-005 102.921 
2.42013e+006 0.715173 19.7796 0 0 0.242947 -89.3123 0.445828 0.307744 0 0 1 0 0 180 7.96353e-005 16.017 7.15173e-006 -160.22 2.71173e-006 90.3077 0.000234173 -90.2411 0.000183509 89.8464 4.90576e-005 102.523 
2.47708e+006 0.683739 19.3574 0 0 0.237155 -89.3263 0.445835 0.316044 0 0 1 0 0 180 7.61276e-005 15.6811 6.83739e-006 -160.643 2.77558e-006 90.316 0.00023968 -90.2477 0.000187829 89.8657 5.01321e-005 102.131 
2.53536e+006 0.653644 18.9442 0 0 0.23151 -89.3388 0.445841 0.324509 0 0 1 0 0 180 7.27701e-005 15.3522 6.53644e-006 -161.056 2.84093e-006 90.3245 0.000245318 -90.2543 0.000192251 89.8849 5.12333e-005 101.743 
2.59502e+006 0.624836 18.5398 0 0 0.226007 -89.3499 0.445849 0.333143 0 0 1 0 0 180 6.95566e-005 15.0302 6.24836e-006 -161.46 2.90783e-006 90.3331 0.000251087 -90.2611 0.000196777 89.904 5.23619e-005 101.361 
2.65609e+006 0.597261 18.1442 0 0 0.220642 -89.3597 0.445856 0.34195 0 0 1 0 0 180 6.64814e-005 14.715 5.97261e-006 -161.856 2.9763e-006 90.342 0.000256993 -90.268 0.000201409 89.923 5.35183e-005 100.984 
2.71859e+006 0.570871 17.7571 0 0 0.215411 -89.3682 0.445864 0.350936 0 0 1 0 0 180 6.35387e-005 14.4066 5.70871e-006 -162.243 3.04639e-006 90.3509 0.000263037 -90.275 0.000206152 89.9419 5.47032e-005 100.612 
2.78256e+006 0.545617 17.3784 0 0 0.21031 -89.3754 0.445872 0.360104 0 0 1 0 0 180 6.07232e-005 14.1048 5.45617e-006 -162.622 3.11813e-006 90.3601 0.000269223 -90.2822 0.000211006 89.9607 5.59173e-005 100.245 
2.84804e+006 0.521453 17.0081 0 0 0.205337 -89.3815 0.445881 0.369459 0 0 1 0 0 180 5.80296e-005 13.8096 5.21453e-006 -162.992 3.19157e-006 90.3695 0.000275554 -90.2896 0.000215974 89.9795 5.71612e-005 99.8828 
2.91505e+006 0.498333 16.6459 0 0 0.200487 -89.3864 0.44589 0.379006 0 0 1 0 0 180 5.54528e-005 13.5208 4.98333e-006 -163.354 3.26674e-006 90.379 0.000282034 -90.2971 0.00022106 89.9983 5.84354e-005 99.5249 
2.98365e+006 0.476216 16.2918 0 0 0.195757 -89.3902 0.445899 0.388751 0 0 1 0 0 180 5.29881e-005 13.2384 4.76216e-006 -163.708 3.34368e-006 90.3888 0.000288666 -90.3047 0.000226266 90.017 5.97408e-005 99.1715 
3.05386e+006 0.45506 15.9456 0 0 0.191144 -89.3931 0.445909 0.398696 0 0 1 0 0 180 5.06308e-005 12.9623 4.5506e-006 -164.054 3.42243e-006 90.3987 0.000295454 -90.3125 0.000231595 90.0357 6.10779e-005 98.8224 
3.12572e+006 0.434824 15.6072 0 0 0.186644 -89.3949 0.44592 0.408848 0 0 1 0 0 180 4.83763e-005 12.6923 4.34824e-006 -164.393 3.50305e-006 90.4088 0.000302401 -90.3205 0.000237049 90.0545 6.24475e-005 98.4774 
3.19927e+006 0.41547 15.2764 0 0 0.182255 -89.3959 0.445931 0.419211 0 0 1 0 0 180 4.62204e-005 12.4285 4.1547e-006 -164.724 3.58557e-006 90.4192 0.000309512 -90.3286 0.000242632 90.0732 6.38502e-005 98.1364 
3.27455e+006 0.396962 14.9532 0 0 0.177974 -89.3959 0.445942 0.429791 0 0 1 0 0 180 4.4159e-005 12.1706 3.96962e-006 -165.047 3.67003e-006 90.4298 0.000316789 -90.3369 0.000248348 90.0919 6.52869e-005 97.7993 
3.3516e+006 0.379263 14.6373 0 0 0.173797 -89.395 0.445954 0.440592 0 0 1 0 0 180 4.21879e-005 11.9186 3.79263e-006 -165.363 3.75649e-006 90.4406 0.000324237 -90.3454 0.000254198 90.1106 6.67581e-005 97.4659 
3.43047e+006 0.362341 14.3287 0 0 0.169722 -89.3933 0.445967 0.45162 0 0 1 0 0 180 4.03034e-005 11.6724 3.62341e-006 -165.671 3.845e-006 90.4516 0.00033186 -90.3541 0.000260186 90.1294 6.82647e-005 97.136 
3.51119e+006 0.346161 14.0273 0 0 0.165746 -89.3909 0.44598 0.46288 0 0 1 0 0 180 3.85018e-005 11.4319 3.46161e-006 -165.973 3.93559e-006 90.4629 0.000339662 -90.3629 0.000266316 90.1482 6.98075e-005 96.8096 
3.59381e+006 0.330692 13.7328 0 0 0.161867 -89.3876 0.445994 0.474377 0 0 1 0 0 180 3.67796e-005 11.1971 3.30692e-006 -166.267 4.02832e-006 90.4744 0.000347647 -90.3719 0.00027259 90.1671 7.13872e-005 96.4864 
3.67838e+006 0.315905 13.4453 0 0 0.158082 -89.3836 0.446008 0.486117 0 0 1 0 0 180 3.51333e-005 10.9678 3.15905e-006 -166.555 4.12324e-006 90.4861 0.00035582 -90.3812 0.000279013 90.186 7.30047e-005 96.1664 
3.76494e+006 0.301769 13.1645 0 0 0.154388 -89.3789 0.446023 0.498104 0 0 1 0 0 180 3.35598e-005 10.7439 3.01769e-006 -166.836 4.22041e-006 90.4981 0.000364184 -90.3906 0.000285588 90.205 7.46606e-005 95.8493 
3.85353e+006 0.288257 12.8904 0 0 0.150784 -89.3735 0.446039 0.510345 0 0 1 0 0 180 3.20559e-005 10.5253 2.88257e-006 -167.11 4.31988e-006 90.5103 0.000372744 -90.4002 0.000292318 90.2241 7.6356e-005 95.5351 
3.94421e+006 0.275343 12.6227 0 0 0.147267 -89.3674 0.446055 0.522846 0 0 1 0 0 180 3.06186e-005 10.312 2.75343e-006 -167.377 4.42169e-006 90.5228 0.000381505 -90.41 0.000299207 90.2433 7.80916e-005 95.2237 
4.03702e+006 0.263 12.3615 0 0 0.143834 -89.3607 0.446073 0.53561 0 0 1 0 0 180 2.9245e-005 10.1039 2.63e-006 -167.638 4.52591e-006 90.5356 0.000390471 -90.4201 0.00030626 90.2626 7.98683e-005 94.9147 
4.13201e+006 0.251205 12.1066 0 0 0.140484 -89.3533 0.446091 0.548646 0 0 1 0 0 180 2.79323e-005 9.90082 2.51205e-006 -167.893 4.6326e-006 90.5486 0.000399648 -90.4303 0.000313479 90.282 8.16869e-005 94.6082 
4.22924e+006 0.239932 11.8579 0 0 0.137214 -89.3453 0.44611 0.561957 0 0 1 0 0 180 2.6678e-005 9.70275 2.39932e-006 -168.142 4.74181e-006 90.562 0.00040904 -90.4408 0.000320868 90.3015 8.35485e-005 94.304 
4.32876e+006 0.22916 11.6152 0 0 0.134022 -89.3367 0.44613 0.57555 0 0 1 0 0 180 2.54795e-005 9.50958 2.2916e-006 -168.385 4.85361e-006 90.5756 0.000418652 -90.4515 0.000328433 90.3212 8.54538e-005 94.0019 
4.43062e+006 0.218867 11.3785 0 0 0.130907 -89.3275 0.446151 0.589431 0 0 1 0 0 180 2.43343e-005 9.32123 2.18867e-006 -168.622 4.96805e-006 90.5894 0.000428489 -90.4624 0.000336177 90.341 8.74039e-005 93.7018 
4.53488e+006 0.209032 11.1476 0 0 0.127866 -89.3178 0.446172 0.603606 0 0 1 0 0 180 2.32401e-005 9.13761 2.09032e-006 -168.852 5.0852e-006 90.6036 0.000438556 -90.4736 0.000344104 90.3609 8.93997e-005 93.4035 
4.64159e+006 0.199635 10.9225 0 0 0.124898 -89.3075 0.446195 0.61808 0 0 1 0 0 180 2.21947e-005 8.95864 1.99635e-006 -169.078 5.20513e-006 90.6181 0.00044886 -90.485 0.000352219 90.3811 9.14421e-005 93.1069 
4.75081e+006 0.190657 10.703 0 0 0.122 -89.2966 0.446219 0.632859 0 0 1 0 0 180 2.1196e-005 8.78424 1.90657e-006 -169.297 5.3279e-006 90.6329 0.000459404 -90.4966 0.000360526 90.4014 9.35321e-005 92.8119 
4.8626e+006 0.18208 10.489 0 0 0.119171 -89.2852 0.446244 0.64795 0 0 1 0 0 180 2.02419e-005 8.61434 1.8208e-006 -169.511 5.45357e-006 90.648 0.000470196 -90.5085 0.00036903 90.4218 9.56708e-005 92.5183 
4.97702e+006 0.173885 10.2804 0 0 0.11641 -89.2732 0.44627 0.663359 0 0 1 0 0 180 1.93305e-005 8.44884 1.73885e-006 -169.72 5.58223e-006 90.6634 0.00048124 -90.5207 0.000377735 90.4425 9.78591e-005 92.226 
5.09414e+006 0.166057 10.0772 0 0 0.113714 -89.2607 0.446298 0.679091 0 0 1 0 0 180 1.84598e-005 8.28768 1.66057e-006 -169.923 5.71393e-006 90.6791 0.000492543 -90.5331 0.000386647 90.4634 0.000100098 91.9349 
5.21401e+006 0.158579 9.87916 0 0 0.111082 -89.2477 0.446326 0.695153 0 0 1 0 0 180 1.76281e-005 8.13078 1.58579e-006 -170.121 5.84876e-006 90.6952 0.00050411 -90.5457 0.00039577 90.4844 0.000102389 91.6447 
5.3367e+006 0.151436 9.68626 0 0 0.108512 -89.2342 0.446356 0.711551 0 0 1 0 0 180 1.68337e-005 7.97805 1.51436e-006 -170.314 5.98679e-006 90.7116 0.000515947 -90.5587 0.00040511 90.5057 0.000104733 91.3554 
5.46228e+006 0.144612 9.4984 0 0 0.106003 -89.2202 0.446388 0.72829 0 0 1 0 0 180 1.60748e-005 7.82944 1.44612e-006 -170.502 6.1281e-006 90.7283 0.000528062 -90.5719 0.000414672 90.5272 0.00010713 91.0668 
5.59081e+006 0.138094 9.31548 0 0 0.103553 -89.2056 0.44642 0.745377 0 0 1 0 0 180 1.535e-005 7.68486 1.38094e-006 -170.685 6.27276e-006 90.7454 0.000540459 -90.5854 0.00042446 90.549 0.000109583 90.7788 
5.72237e+006 0.131869 9.13739 0 0 0.101161 -89.1906 0.446455 0.762818 0 0 1 0 0 180 1.46578e-005 7.54425 1.31869e-006 -170.863 6.42086e-006 90.7628 0.000553146 -90.5992 0.000434482 90.571 0.000112091 90.4912 
5.85702e+006 0.125923 8.96407 0 0 0.0988256 -89.175 0.446491 0.780619 0 0 1 0 0 180 1.39966e-005 7.40753 1.25923e-006 -171.036 6.57248e-006 90.7806 0.00056613 -90.6132 0.000444741 90.5932 0.000114657 90.2039 
5.99484e+006 0.120244 8.79541 0 0 0.0965451 -89.159 0.446528 0.798786 0 0 1 0 0 180 1.33651e-005 7.27464 1.20244e-006 -171.205 6.7277e-006 90.7988 0.000579417 -90.6276 0.000455244 90.6157 0.000117282 89.9168 
6.13591e+006 0.11482 8.63133 0 0 0.0943184 -89.1425 0.446568 0.817324 0 0 1 0 0 180 1.2762e-005 7.1455 1.1482e-006 -171.369 6.88661e-006 90.8173 0.000593014 -90.6423 0.000465998 90.6385 0.000119965 89.6298 
6.28029e+006 0.10964 8.47174 0 0 0.092144 -89.1255 0.446609 0.83624 0 0 1 0 0 180 1.21861e-005 7.02006 1.0964e-006 -171.528 7.04931e-006 90.8362 0.000606928 -90.6572 0.000477007 90.6615 0.00012271 89.3426 
6.42807e+006 0.104692 8.31656 0 0 0.0900208 -89.1079 0.446652 0.85554 0 0 1 0 0 180 1.1636e-005 6.89825 1.04692e-006 -171.683 7.21588e-006 90.8555 0.000621167 -90.6725 0.000488278 90.6849 0.000125517 89.0551 
6.57933e+006 0.0999675 8.16572 0 0 0.0879475 -89.0899 0.446697 0.875228 0 0 1 0 0 180 1.11108e-005 6.77999 9.99675e-007 -171.834 7.38642e-006 90.8752 0.000635738 -90.6881 0.000499818 90.7085 0.000128387 88.7673 
6.73415e+006 0.0954554 8.01912 0 0 0.0859228 -89.0715 0.446744 0.895311 0 0 1 0 0 180 1.06091e-005 6.66524 9.54554e-007 -171.981 7.56103e-006 90.8953 0.000650649 -90.704 0.000511633 90.7325 0.000131321 88.4789 
6.89261e+006 0.0911465 7.87669 0 0 0.0839457 -89.0525 0.446793 0.915795 0 0 1 0 0 180 1.01301e-005 6.55393 9.11465e-007 -172.123 7.7398e-006 90.9158 0.000665907 -90.7202 0.000523729 90.7567 0.000134321 88.1899 
7.0548e+006 0.0870317 7.73836 0 0 0.082015 -89.033 0.446844 0.936683 0 0 1 0 0 180 9.67265e-006 6.44599 8.70317e-007 -172.262 7.92284e-006 90.9367 0.000681521 -90.7368 0.000536115 90.7813 0.000137387 87.9001 
7.22081e+006 0.0831023 7.60404 0 0 0.0801295 -89.013 0.446898 0.957982 0 0 1 0 0 180 9.23583e-006 6.34138 8.31023e-007 -172.396 8.11024e-006 90.958 0.000697498 -90.7537 0.000548796 90.8062 0.000140522 87.6094 
7.39072e+006 0.0793501 7.47366 0 0 0.0782883 -88.9926 0.446954 0.979696 0 0 1 0 0 180 8.81872e-006 6.24002 7.93501e-007 -172.526 8.30213e-006 90.9797 0.000713847 -90.771 0.00056178 90.8314 0.000143727 87.3176 
7.56463e+006 0.075767 7.34716 0 0 0.0764901 -88.9717 0.447013 1.00183 0 0 1 0 0 180 8.42042e-006 6.14187 7.5767e-007 -172.653 8.4986e-006 91.0018 0.000730575 -90.7886 0.000575075 90.8569 0.000147001 87.0246 
7.74264e+006 0.0723456 7.22445 0 0 0.0747341 -88.9502 0.447074 1.02439 0 0 1 0 0 180 8.0401e-006 6.04686 7.23456e-007 -172.776 8.69978e-006 91.0244 0.000747693 -90.8065 0.000588687 90.8828 0.000150348 86.7302 
7.92483e+006 0.0690786 7.10547 0 0 0.0730192 -88.9283 0.447138 1.04738 0 0 1 0 0 180 7.67694e-006 5.95495 6.90786e-007 -172.895 8.90577e-006 91.0474 0.000765209 -90.8248 0.000602626 90.9091 0.000153768 86.4344 
8.11131e+006 0.065959 6.99015 0 0 0.0713444 -88.9059 0.447205 1.0708 0 0 1 0 0 180 7.33019e-006 5.86607 6.5959e-007 -173.01 9.11669e-006 91.0708 0.000783131 -90.8435 0.000616899 90.9357 0.000157263 86.137 
8.30218e+006 0.0629803 6.87842 0 0 0.0697087 -88.883 0.447275 1.09465 0 0 1 0 0 180 6.9991e-006 5.78017 6.29803e-007 -173.122 9.33268e-006 91.0947 0.000801469 -90.8625 0.000631514 90.9627 0.000160833 85.8378 
8.49753e+006 0.0601362 6.77021 0 0 0.0681113 -88.8596 0.447348 1.11895 0 0 1 0 0 180 6.68297e-006 5.69721 6.01362e-007 -173.23 9.55385e-006 91.119 0.000820232 -90.8819 0.000646479 90.99 0.000164481 85.5368 
8.69749e+006 0.0574205 6.66546 0 0 0.0665513 -88.8357 0.447424 1.14369 0 0 1 0 0 180 6.38112e-006 5.61712 5.74205e-007 -173.335 9.78033e-006 91.1437 0.00083943 -90.9017 0.000661804 91.0177 0.000168207 85.2338 
8.90215e+006 0.0548275 6.5641 0 0 0.0650277 -88.8114 0.447504 1.16887 0 0 1 0 0 180 6.09292e-006 5.53986 5.48275e-007 -173.436 1.00123e-005 91.1689 0.000859073 -90.9218 0.000677498 91.0458 0.000172012 84.9286 
9.11163e+006 0.0523517 6.46607 0 0 0.0635398 -88.7865 0.447587 1.19451 0 0 1 0 0 180 5.81775e-006 5.46537 5.23517e-007 -173.534 1.02498e-005 91.1945 0.000879171 -90.9423 0.000693569 91.0743 0.000175899 84.6212 
9.32603e+006 0.0499879 6.37131 0 0 0.0620865 -88.7612 0.447674 1.22059 0 0 1 0 0 180 5.55502e-006 5.39361 4.99879e-007 -173.629 1.0493e-005 91.2206 0.000899733 -90.9632 0.000710027 91.1032 0.000179868 84.3114 
