f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f jV0500m jV0500f jV0800m jV0800f jV1000m jV1000f jV1400m jV1400f jV1500m jV1500f 
739.072 0.484598 -178.97 0.999242 -0.00160706 0.00221818 0.794521 0.781943 -0.000802975 0 0 0.00177184 -178.972 0.00140948 -178.969 0 0 0.00220093 -179.205 1 0 0.000534703 176.727 0.00175825 1.0291 0.00173361 -178.968 0 0 0 0 1.45245e-012 89.9992 2.6181e-015 -88.9686 4.96688e-012 -89.9975 3.50296e-014 -88.9683 3.23974e-007 -179.813 
756.463 0.484601 -178.946 0.999242 -0.00164488 0.00221817 0.813219 0.781943 -0.00082187 0 0 0.00177186 -178.948 0.00140949 -178.944 0 0 0.00220093 -179.186 1 0 0.000534758 176.651 0.00175826 1.05331 0.00173362 -178.944 0 0 0 0 1.48663e-012 89.9992 2.67973e-015 -88.9443 5.08376e-012 -89.9975 3.58541e-014 -88.9441 3.23974e-007 -179.809 
774.264 0.484605 -178.921 0.999242 -0.00168359 0.00221817 0.832358 0.781943 -0.000841209 0 0 0.00177187 -178.923 0.0014095 -178.919 0 0 0.00220093 -179.167 1 0 0.000534815 176.572 0.00175828 1.07809 0.00173364 -178.919 0 0 0 0 1.52161e-012 89.9992 2.74281e-015 -88.9195 5.20338e-012 -89.9974 3.66981e-014 -88.9192 3.23974e-007 -179.804 
792.483 0.484609 -178.896 0.999242 -0.0017232 0.00221817 0.851947 0.781943 -0.000861004 0 0 0.00177189 -178.897 0.00140952 -178.894 0 0 0.00220092 -179.148 1 0 0.000534875 176.492 0.00175829 1.10345 0.00173365 -178.894 0 0 0 0 1.55742e-012 89.9991 2.80737e-015 -88.8941 5.32582e-012 -89.9974 3.7562e-014 -88.8938 3.23974e-007 -179.8 
811.131 0.484614 -178.87 0.999242 -0.00176375 0.00221816 0.871997 0.781943 -0.000881264 0 0 0.0017719 -178.872 0.00140953 -178.868 0 0 0.00220092 -179.128 1 0 0.000534938 176.409 0.00175831 1.12941 0.00173367 -178.868 0 0 0 0 1.59406e-012 89.9991 2.87346e-015 -88.8681 5.45114e-012 -89.9973 3.84462e-014 -88.8678 3.23974e-007 -179.795 
830.218 0.484618 -178.843 0.999242 -0.00180525 0.00221816 0.892519 0.781943 -0.000902001 0 0 0.00177192 -178.845 0.00140954 -178.841 0 0 0.00220092 -179.107 1 0 0.000535004 176.325 0.00175832 1.15598 0.00173368 -178.841 0 0 0 0 1.63157e-012 89.9991 2.9411e-015 -88.8414 5.57941e-012 -89.9972 3.93512e-014 -88.8411 3.23974e-007 -179.79 
849.753 0.484623 -178.816 0.999242 -0.00184773 0.00221815 0.913524 0.781943 -0.000923226 0 0 0.00177193 -178.818 0.00140956 -178.814 0 0 0.00220091 -179.086 1 0 0.000535073 176.239 0.00175834 1.18317 0.0017337 -178.814 0 0 0 0 1.66997e-012 89.9991 3.01034e-015 -88.8142 5.7107e-012 -89.9972 4.02776e-014 -88.8139 3.23974e-007 -179.785 
869.749 0.484628 -178.788 0.999242 -0.00189121 0.00221815 0.935024 0.781943 -0.000944951 0 0 0.00177195 -178.79 0.00140957 -178.786 0 0 0.00220091 -179.065 1 0 0.000535145 176.151 0.00175836 1.211 0.00173372 -178.786 0 0 0 0 1.70926e-012 89.9991 3.0812e-015 -88.7863 5.84508e-012 -89.9971 4.12258e-014 -88.786 3.23974e-007 -179.78 
890.215 0.484633 -178.759 0.999242 -0.00193572 0.00221815 0.95703 0.781943 -0.000967186 0 0 0.00177197 -178.762 0.00140959 -178.758 0 0 0.0022009 -179.043 1 0 0.000535221 176.061 0.00175838 1.23949 0.00173374 -178.757 0 0 0 0 1.74948e-012 89.999 3.15374e-015 -88.7577 5.98262e-012 -89.997 4.21963e-014 -88.7574 3.23974e-007 -179.775 
911.163 0.484638 -178.73 0.999242 -0.00198126 0.00221814 0.979555 0.781943 -0.000989945 0 0 0.00177199 -178.732 0.0014096 -178.729 0 0 0.0022009 -179.02 1 0 0.0005353 175.969 0.0017584 1.26865 0.00173376 -178.728 0 0 0 0 1.79065e-012 89.999 3.22799e-015 -88.7285 6.1234e-012 -89.997 4.31898e-014 -88.7282 3.23974e-007 -179.77 
932.603 0.484644 -178.7 0.999242 -0.00202789 0.00221814 1.00261 0.781943 -0.00101324 0 0 0.00177201 -178.703 0.00140962 -178.699 0 0 0.00220089 -178.997 1 0 0.000535383 175.874 0.00175842 1.29849 0.00173378 -178.698 0 0 0 0 1.83279e-012 89.999 3.30399e-015 -88.6986 6.26749e-012 -89.9969 4.42066e-014 -88.6983 3.23974e-007 -179.764 
954.548 0.48465 -178.67 0.999242 -0.0020756 0.00221813 1.02621 0.781943 -0.00103708 0 0 0.00177203 -178.672 0.00140963 -178.668 0 0 0.00220089 -178.973 1 0 0.00053547 175.778 0.00175844 1.32904 0.0017338 -178.667 0 0 0 0 1.87591e-012 89.999 3.38177e-015 -88.668 6.41497e-012 -89.9968 4.52474e-014 -88.6677 3.23974e-007 -179.759 
977.01 0.484656 -178.638 0.999242 -0.00212445 0.00221813 1.05036 0.781943 -0.00106149 0 0 0.00177206 -178.641 0.00140965 -178.637 0 0 0.00220088 -178.949 1 0 0.000535561 175.679 0.00175846 1.3603 0.00173382 -178.636 0 0 0 0 1.92006e-012 89.9989 3.46139e-015 -88.6367 6.56592e-012 -89.9968 4.63127e-014 -88.6363 3.23974e-007 -179.753 
1000 0.484663 -178.606 0.999242 -0.00217444 0.00221812 1.07508 0.781943 -0.00108646 0 0 0.00177208 -178.609 0.00140967 -178.605 0 0 0.00220088 -178.924 1 0 0.000535657 175.578 0.00175849 1.39229 0.00173384 -178.604 0 0 0 0 1.96524e-012 89.9989 3.54289e-015 -88.6046 6.72042e-012 -89.9967 4.74031e-014 -88.6042 3.23975e-007 -179.747 
1023.53 0.48467 -178.574 0.999242 -0.0022256 0.00221811 1.10038 0.781943 -0.00111203 0 0 0.00177211 -178.576 0.00140969 -178.572 0 0 0.00220087 -178.899 1 0 0.000535757 175.474 0.00175851 1.42504 0.00173387 -178.571 0 0 0 0 2.01148e-012 89.9989 3.62631e-015 -88.5718 6.87856e-012 -89.9966 4.85192e-014 -88.5714 3.23975e-007 -179.741 
1047.62 0.484677 -178.54 0.999242 -0.00227797 0.00221811 1.12628 0.781943 -0.0011382 0 0 0.00177213 -178.543 0.00140971 -178.538 0 0 0.00220087 -178.873 1 0 0.000535861 175.369 0.00175854 1.45856 0.00173389 -178.538 0 0 0 0 2.05881e-012 89.9989 3.7117e-015 -88.5382 7.04042e-012 -89.9965 4.96617e-014 -88.5378 3.23975e-007 -179.735 
1072.27 0.484684 -178.506 0.999242 -0.00233158 0.0022181 1.15279 0.781943 -0.00116498 0 0 0.00177216 -178.508 0.00140973 -178.504 0 0 0.00220086 -178.847 1 0 0.000535971 175.26 0.00175856 1.49287 0.00173392 -178.503 0 0 0 0 2.10726e-012 89.9988 3.7991e-015 -88.5038 7.20609e-012 -89.9964 5.0831e-014 -88.5034 3.23975e-007 -179.729 
1097.5 0.484692 -178.471 0.999242 -0.00238644 0.00221809 1.17993 0.781943 -0.00119239 0 0 0.00177219 -178.473 0.00140976 -178.469 0 0 0.00220085 -178.82 1 0 0.000536086 175.15 0.00175859 1.52798 0.00173395 -178.468 0 0 0 0 2.15685e-012 89.9988 3.88856e-015 -88.4686 7.37566e-012 -89.9964 5.2028e-014 -88.4682 3.23975e-007 -179.722 
1123.32 0.484701 -178.435 0.999242 -0.0024426 0.00221809 1.2077 0.781943 -0.00122045 0 0 0.00177222 -178.437 0.00140978 -178.433 0 0 0.00220084 -178.792 1 0 0.000536206 175.036 0.00175862 1.56392 0.00173398 -178.432 0 0 0 0 2.2076e-012 89.9988 3.98012e-015 -88.4326 7.54921e-012 -89.9963 5.32532e-014 -88.4322 3.23975e-007 -179.716 
1149.76 0.484709 -178.398 0.999242 -0.00250007 0.00221808 1.23613 0.781943 -0.00124917 0 0 0.00177225 -178.401 0.00140981 -178.396 0 0 0.00220084 -178.763 1 0 0.000536332 174.92 0.00175865 1.6007 0.00173401 -178.395 0 0 0 0 2.25954e-012 89.9988 4.07385e-015 -88.3957 7.72685e-012 -89.9962 5.45072e-014 -88.3953 3.23975e-007 -179.709 
1176.81 0.484718 -178.36 0.999242 -0.0025589 0.00221807 1.26522 0.781943 -0.00127856 0 0 0.00177228 -178.363 0.00140983 -178.358 0 0 0.00220083 -178.734 1 0 0.000536464 174.802 0.00175869 1.63834 0.00173404 -178.357 0 0 0 0 2.31271e-012 89.9987 4.16979e-015 -88.358 7.90867e-012 -89.9961 5.57909e-014 -88.3576 3.23975e-007 -179.702 
1204.5 0.484728 -178.322 0.999242 -0.00261912 0.00221806 1.29501 0.781943 -0.00130865 0 0 0.00177232 -178.325 0.00140986 -178.319 0 0 0.00220082 -178.704 1 0 0.000536602 174.681 0.00175872 1.67687 0.00173407 -178.319 0 0 0 0 2.36713e-012 89.9987 4.268e-015 -88.3194 8.09477e-012 -89.996 5.71048e-014 -88.3189 3.23976e-007 -179.695 
1232.85 0.484738 -178.282 0.999242 -0.00268075 0.00221805 1.32549 0.781943 -0.00133944 0 0 0.00177236 -178.285 0.00140989 -178.28 0 0 0.00220081 -178.674 1 0 0.000536747 174.557 0.00175876 1.71631 0.00173411 -178.279 0 0 0 0 2.42284e-012 89.9987 4.36852e-015 -88.2798 8.28525e-012 -89.9959 5.84498e-014 -88.2794 3.23976e-007 -179.688 
1261.86 0.484748 -178.242 0.999242 -0.00274383 0.00221805 1.35669 0.781943 -0.00137096 0 0 0.00177239 -178.245 0.00140992 -178.239 0 0 0.0022008 -178.643 1 0 0.000536899 174.43 0.0017588 1.75667 0.00173415 -178.239 0 0 0 0 2.47985e-012 89.9986 4.47141e-015 -88.2394 8.48021e-012 -89.9958 5.98264e-014 -88.239 3.23976e-007 -179.681 
1291.55 0.484759 -178.2 0.999242 -0.00280839 0.00221804 1.38863 0.781943 -0.00140322 0 0 0.00177243 -178.204 0.00140995 -178.198 0 0 0.00220079 -178.611 1 0 0.000537057 174.3 0.00175884 1.79798 0.00173419 -178.197 0 0 0 0 2.5382e-012 89.9986 4.57673e-015 -88.198 8.67976e-012 -89.9957 6.12356e-014 -88.1975 3.23976e-007 -179.673 
1321.94 0.484771 -178.158 0.999242 -0.00287448 0.00221803 1.42132 0.781943 -0.00143624 0 0 0.00177248 -178.161 0.00140998 -178.156 0 0 0.00220079 -178.578 1 0 0.000537224 174.167 0.00175888 1.84026 0.00173423 -178.155 0 0 0 0 2.59793e-012 89.9986 4.68453e-015 -88.1556 8.884e-012 -89.9956 6.2678e-014 -88.1552 3.23976e-007 -179.666 
1353.05 0.484783 -178.115 0.999242 -0.00294212 0.00221802 1.45478 0.781943 -0.00147004 0 0 0.00177252 -178.118 0.00141002 -178.112 0 0 0.00220077 -178.545 1 0 0.000537398 174.031 0.00175892 1.88353 0.00173427 -178.111 0 0 0 0 2.65906e-012 89.9985 4.79488e-015 -88.1122 9.09305e-012 -89.9955 6.41544e-014 -88.1118 3.23976e-007 -179.658 
1384.89 0.484795 -178.07 0.999242 -0.00301135 0.00221801 1.48902 0.781943 -0.00150463 0 0 0.00177257 -178.074 0.00141006 -178.068 0 0 0.00220076 -178.51 1 0 0.00053758 173.892 0.00175897 1.92782 0.00173432 -178.067 0 0 0 0 2.72163e-012 89.9985 4.90784e-015 -88.0679 9.30702e-012 -89.9954 6.56658e-014 -88.0674 3.23977e-007 -179.65 
1417.47 0.484808 -178.025 0.999242 -0.00308221 0.00221799 1.52408 0.781943 -0.00154004 0 0 0.00177261 -178.028 0.00141009 -178.022 0 0 0.00220075 -178.475 1 0 0.000537771 173.75 0.00175901 1.97314 0.00173436 -178.022 0 0 0 0 2.78567e-012 89.9985 5.02346e-015 -88.0224 9.52602e-012 -89.9953 6.72128e-014 -88.0219 3.23977e-007 -179.641 
1450.83 0.484822 -177.979 0.999242 -0.00315474 0.00221798 1.55996 0.781943 -0.00157627 0 0 0.00177266 -177.982 0.00141013 -177.976 0 0 0.00220074 -178.439 1 0 0.000537971 173.605 0.00175906 2.01954 0.00173441 -177.975 0 0 0 0 2.85122e-012 89.9984 5.14181e-015 -87.9759 9.75018e-012 -89.9952 6.87963e-014 -87.9754 3.23977e-007 -179.633 
1484.97 0.484836 -177.931 0.999242 -0.00322897 0.00221797 1.59668 0.781943 -0.00161337 0 0 0.00177272 -177.935 0.00141018 -177.928 0 0 0.00220073 -178.403 1 0 0.000538181 173.456 0.00175912 2.06702 0.00173446 -177.927 0 0 0 0 2.91832e-012 89.9984 5.26296e-015 -87.9283 9.97961e-012 -89.9951 7.04172e-014 -87.9278 3.23977e-007 -179.624 
1519.91 0.484852 -177.883 0.999242 -0.00330495 0.00221796 1.63428 0.781943 -0.00165133 0 0 0.00177277 -177.886 0.00141022 -177.88 0 0 0.00220072 -178.365 1 0 0.0005384 173.304 0.00175917 2.11561 0.00173452 -177.879 0 0 0 0 2.98699e-012 89.9983 5.38697e-015 -87.8796 1.02144e-011 -89.995 7.20765e-014 -87.8791 3.23978e-007 -179.616 
1555.68 0.484867 -177.833 0.999243 -0.00338272 0.00221794 1.67275 0.781943 -0.00169019 0 0 0.00177283 -177.836 0.00141027 -177.83 0 0 0.0022007 -178.327 1 0 0.00053863 173.149 0.00175923 2.16535 0.00173457 -177.829 0 0 0 0 3.05727e-012 89.9983 5.51391e-015 -87.8298 1.04548e-011 -89.9948 7.37749e-014 -87.8293 3.23978e-007 -179.607 
1592.28 0.484884 -177.782 0.999243 -0.00346232 0.00221793 1.71214 0.781943 -0.00172996 0 0 0.00177289 -177.786 0.00141031 -177.779 0 0 0.00220069 -178.287 1 0 0.00053887 172.99 0.00175929 2.21625 0.00173463 -177.778 0 0 0 0 3.12921e-012 89.9983 5.64385e-015 -87.7788 1.07008e-011 -89.9947 7.55135e-014 -87.7782 3.23978e-007 -179.597 
1629.75 0.484901 -177.73 0.999243 -0.00354379 0.00221791 1.75245 0.781943 -0.00177067 0 0 0.00177295 -177.734 0.00141036 -177.727 0 0 0.00220067 -178.247 1 0 0.000539122 172.828 0.00175935 2.26834 0.00173469 -177.726 0 0 0 0 3.20285e-012 89.9982 5.77687e-015 -87.7266 1.09526e-011 -89.9946 7.72932e-014 -87.726 3.23978e-007 -179.588 
1668.1 0.48492 -177.676 0.999243 -0.00362718 0.0022179 1.79371 0.781943 -0.00181233 0 0 0.00177302 -177.68 0.00141042 -177.673 0 0 0.00220066 -178.205 1 0 0.000539386 172.662 0.00175942 2.32166 0.00173476 -177.672 0 0 0 0 3.27821e-012 89.9982 5.91302e-015 -87.6731 1.12103e-011 -89.9945 7.91149e-014 -87.6725 3.23979e-007 -179.578 
1707.35 0.484939 -177.622 0.999243 -0.00371253 0.00221788 1.83595 0.781943 -0.00185498 0 0 0.00177309 -177.626 0.00141047 -177.618 0 0 0.00220064 -178.163 1 0 0.000539662 172.492 0.00175949 2.37623 0.00173483 -177.617 0 0 0 0 3.35535e-012 89.9981 6.0524e-015 -87.6184 1.14741e-011 -89.9943 8.09798e-014 -87.6178 3.23979e-007 -179.568 
1747.53 0.484959 -177.566 0.999243 -0.00379989 0.00221786 1.87918 0.781943 -0.00189863 0 0 0.00177316 -177.57 0.00141053 -177.562 0 0 0.00220062 -178.12 1 0 0.000539952 172.318 0.00175956 2.43208 0.0017349 -177.561 0 0 0 0 3.43431e-012 89.9981 6.19507e-015 -87.5625 1.17441e-011 -89.9942 8.28887e-014 -87.5619 3.23979e-007 -179.558 
1788.65 0.48498 -177.509 0.999243 -0.00388931 0.00221785 1.92343 0.781943 -0.00194331 0 0 0.00177324 -177.513 0.00141059 -177.505 0 0 0.00220061 -178.076 1 0 0.000540254 172.141 0.00175964 2.48924 0.00173497 -177.504 0 0 0 0 3.51512e-012 89.9981 6.34112e-015 -87.5052 1.20205e-011 -89.9941 8.48428e-014 -87.5046 3.2398e-007 -179.548 
1830.74 0.485002 -177.45 0.999243 -0.00398083 0.00221783 1.96873 0.781943 -0.00198903 0 0 0.00177332 -177.454 0.00141065 -177.447 0 0 0.00220059 -178.03 1 0 0.000540572 171.959 0.00175972 2.54773 0.00173505 -177.445 0 0 0 0 3.59784e-012 89.998 6.49063e-015 -87.4465 1.23033e-011 -89.9939 8.68432e-014 -87.4459 3.2398e-007 -179.537 
1873.82 0.485025 -177.39 0.999243 -0.0040745 0.00221781 2.01509 0.781943 -0.00203584 0 0 0.0017734 -177.395 0.00141072 -177.387 0 0 0.00220057 -177.984 1 0 0.000540904 171.774 0.0017598 2.6076 0.00173513 -177.385 0 0 0 0 3.6825e-012 89.998 6.64367e-015 -87.3865 1.25928e-011 -89.9938 8.88909e-014 -87.3859 3.2398e-007 -179.526 
1917.91 0.485049 -177.329 0.999243 -0.00417038 0.00221779 2.06255 0.781943 -0.00208374 0 0 0.00177349 -177.333 0.00141079 -177.325 0 0 0.00220055 -177.937 1 0 0.000541251 171.585 0.00175989 2.66887 0.00173522 -177.324 0 0 0 0 3.76915e-012 89.9979 6.80034e-015 -87.3251 1.28891e-011 -89.9936 9.09871e-014 -87.3245 3.23981e-007 -179.515 
1963.04 0.485074 -177.266 0.999243 -0.00426851 0.00221777 2.11112 0.781943 -0.00213278 0 0 0.00177359 -177.271 0.00141086 -177.262 0 0 0.00220053 -177.888 1 0 0.000541615 171.391 0.00175998 2.73158 0.00173531 -177.261 0 0 0 0 3.85784e-012 89.9979 6.96072e-015 -87.2623 1.31924e-011 -89.9935 9.31329e-014 -87.2616 3.23981e-007 -179.503 
2009.23 0.4851 -177.202 0.999243 -0.00436895 0.00221774 2.16085 0.781943 -0.00218296 0 0 0.00177368 -177.207 0.00141094 -177.198 0 0 0.0022005 -177.838 1 0 0.000541996 171.193 0.00176008 2.79575 0.0017354 -177.197 0 0 0 0 3.94862e-012 89.9978 7.1249e-015 -87.198 1.35029e-011 -89.9933 9.53296e-014 -87.1973 3.23982e-007 -179.492 
2056.51 0.485128 -177.136 0.999243 -0.00447176 0.00221772 2.21174 0.781943 -0.00223433 0 0 0.00177378 -177.141 0.00141102 -177.132 0 0 0.00220048 -177.787 1 0 0.000542395 170.991 0.00176018 2.86143 0.0017355 -177.131 0 0 0 0 4.04154e-012 89.9978 7.29297e-015 -87.1321 1.38206e-011 -89.9932 9.75784e-014 -87.1314 3.23982e-007 -179.48 
2104.9 0.485157 -177.069 0.999243 -0.00457699 0.00221769 2.26384 0.781944 -0.00228691 0 0 0.00177389 -177.074 0.00141111 -177.065 0 0 0.00220046 -177.735 1 0 0.000542813 170.784 0.00176028 2.92864 0.00173561 -177.063 0 0 0 0 4.13664e-012 89.9977 7.46503e-015 -87.0648 1.41458e-011 -89.993 9.98804e-014 -87.064 3.23982e-007 -179.468 
2154.43 0.485187 -177 0.999244 -0.00468469 0.00221767 2.31717 0.781944 -0.00234072 0 0 0.001774 -177.005 0.00141119 -176.996 0 0 0.00220043 -177.682 1 0 0.00054325 170.573 0.00176039 2.99743 0.00173572 -176.994 0 0 0 0 4.23398e-012 89.9977 7.64117e-015 -86.9958 1.44787e-011 -89.9928 1.02237e-013 -86.9951 3.23983e-007 -179.455 
2205.13 0.485219 -176.929 0.999244 -0.00479492 0.00221764 2.37175 0.781944 -0.0023958 0 0 0.00177412 -176.935 0.00141129 -176.925 0 0 0.0022004 -177.627 1 0 0.000543708 170.357 0.00176051 3.06783 0.00173583 -176.924 0 0 0 0 4.33361e-012 89.9976 7.82148e-015 -86.9253 1.48194e-011 -89.9927 1.0465e-013 -86.9245 3.23983e-007 -179.442 
2257.02 0.485252 -176.857 0.999244 -0.00490775 0.00221761 2.42763 0.781944 -0.00245218 0 0 0.00177424 -176.863 0.00141138 -176.853 0 0 0.00220037 -177.571 1 0 0.000544187 170.137 0.00176063 3.13988 0.00173595 -176.852 0 0 0 0 4.43558e-012 89.9975 8.00608e-015 -86.8531 1.51681e-011 -89.9925 1.0712e-013 -86.8523 3.23984e-007 -179.429 
2310.13 0.485287 -176.784 0.999244 -0.00502324 0.00221758 2.48482 0.781944 -0.00250988 0 0 0.00177437 -176.789 0.00141148 -176.779 0 0 0.00220034 -177.514 1 0 0.000544688 169.912 0.00176076 3.21361 0.00173607 -176.778 0 0 0 0 4.53996e-012 89.9975 8.19506e-015 -86.7792 1.5525e-011 -89.9923 1.09648e-013 -86.7784 3.23985e-007 -179.416 
2364.49 0.485324 -176.708 0.999244 -0.00514144 0.00221755 2.54337 0.781944 -0.00256894 0 0 0.0017745 -176.714 0.00141159 -176.704 0 0 0.00220031 -177.456 1 0 0.000545213 169.682 0.00176089 3.28906 0.0017362 -176.702 0 0 0 0 4.64679e-012 89.9974 8.38853e-015 -86.7035 1.58903e-011 -89.9921 1.12237e-013 -86.7027 3.23985e-007 -179.402 
2420.13 0.485362 -176.631 0.999244 -0.00526243 0.00221752 2.6033 0.781944 -0.00262939 0 0 0.00177464 -176.637 0.0014117 -176.626 0 0 0.00220028 -177.396 1 0 0.000545762 169.447 0.00176103 3.36628 0.00173634 -176.625 0 0 0 0 4.75613e-012 89.9974 8.58659e-015 -86.6261 1.62642e-011 -89.992 1.14887e-013 -86.6253 3.23986e-007 -179.388 
2477.08 0.485402 -176.552 0.999244 -0.00538626 0.00221748 2.66464 0.781944 -0.00269126 0 0 0.00177479 -176.558 0.00141182 -176.547 0 0 0.00220025 -177.334 1 0 0.000546337 169.207 0.00176117 3.4453 0.00173648 -176.545 0 0 0 0 4.86805e-012 89.9973 8.78937e-015 -86.5469 1.66469e-011 -89.9918 1.176e-013 -86.5461 3.23986e-007 -179.373 
2535.36 0.485444 -176.471 0.999244 -0.005513 0.00221745 2.72743 0.781944 -0.00275459 0 0 0.00177494 -176.477 0.00141194 -176.466 0 0 0.00220021 -177.271 1 0 0.000546939 168.962 0.00176133 3.52616 0.00173663 -176.464 0 0 0 0 4.9826e-012 89.9972 8.99697e-015 -86.4659 1.70387e-011 -89.9916 1.20377e-013 -86.465 3.23987e-007 -179.359 
2595.02 0.485488 -176.388 0.999245 -0.00564273 0.00221741 2.79171 0.781944 -0.00281941 0 0 0.0017751 -176.394 0.00141207 -176.383 0 0 0.00220017 -177.207 1 0 0.000547568 168.712 0.00176149 3.60892 0.00173679 -176.381 0 0 0 0 5.09984e-012 89.9972 9.20951e-015 -86.3829 1.74396e-011 -89.9914 1.23221e-013 -86.3821 3.23988e-007 -179.344 
2656.09 0.485534 -176.303 0.999245 -0.00577551 0.00221737 2.85751 0.781944 -0.00288576 0 0 0.00177527 -176.309 0.0014122 -176.298 0 0 0.00220013 -177.141 1 0 0.000548227 168.457 0.00176165 3.69361 0.00173696 -176.296 0 0 0 0 5.21985e-012 89.9971 9.42711e-015 -86.2981 1.785e-011 -89.9912 1.26133e-013 -86.2972 3.23989e-007 -179.328 
2718.59 0.485583 -176.216 0.999245 -0.00591141 0.00221733 2.92486 0.781944 -0.00295366 0 0 0.00177545 -176.223 0.00141234 -176.211 0 0 0.00220009 -177.074 1 0 0.000548917 168.197 0.00176183 3.78027 0.00173713 -176.21 0 0 0 0 5.34268e-012 89.997 9.6499e-015 -86.2112 1.827e-011 -89.991 1.29114e-013 -86.2103 3.23989e-007 -179.312 
2782.56 0.485633 -176.128 0.999245 -0.00605052 0.00221729 2.99381 0.781944 -0.00302317 0 0 0.00177563 -176.134 0.00141249 -176.122 0 0 0.00220005 -177.005 1 0 0.000549638 167.931 0.00176201 3.86895 0.00173731 -176.121 0 0 0 0 5.4684e-012 89.997 9.878e-015 -86.1223 1.86999e-011 -89.9908 1.32165e-013 -86.1214 3.2399e-007 -179.296 
2848.04 0.485686 -176.037 0.999245 -0.00619289 0.00221724 3.06439 0.781944 -0.0030943 0 0 0.00177583 -176.044 0.00141264 -176.031 0 0 0.0022 -176.934 1 0 0.000550393 167.66 0.00176221 3.9597 0.0017375 -176.03 0 0 0 0 5.59707e-012 89.9969 1.01115e-014 -86.0314 1.91399e-011 -89.9905 1.3529e-013 -86.0304 3.23991e-007 -179.28 
2915.05 0.485742 -175.944 0.999245 -0.00633862 0.00221719 3.13663 0.781944 -0.00316712 0 0 0.00177603 -175.951 0.0014128 -175.938 0 0 0.00219996 -176.862 1 0 0.000551183 167.383 0.00176241 4.05257 0.0017377 -175.936 0 0 0 0 5.72878e-012 89.9968 1.03507e-014 -85.9383 1.95903e-011 -89.9903 1.3849e-013 -85.9373 3.23992e-007 -179.263 
2983.65 0.4858 -175.849 0.999246 -0.00648778 0.00221714 3.21059 0.781944 -0.00324164 0 0 0.00177624 -175.856 0.00141297 -175.843 0 0 0.00219991 -176.788 1 0 0.000552009 167.101 0.00176262 4.14759 0.0017379 -175.841 0 0 0 0 5.86358e-012 89.9968 1.05955e-014 -85.843 2.00513e-011 -89.9901 1.41765e-013 -85.842 3.23993e-007 -179.245 
3053.86 0.485861 -175.751 0.999246 -0.00664044 0.00221709 3.2863 0.781944 -0.00331792 0 0 0.00177647 -175.759 0.00141315 -175.746 0 0 0.00219986 -176.712 1 0 0.000552874 166.813 0.00176284 4.24484 0.00173812 -175.744 0 0 0 0 6.00156e-012 89.9967 1.08462e-014 -85.7456 2.05231e-011 -89.9899 1.45119e-013 -85.7445 3.23994e-007 -179.228 
3125.72 0.485925 -175.652 0.999246 -0.0067967 0.00221704 3.3638 0.781945 -0.003396 0 0 0.0017767 -175.659 0.00141333 -175.646 0 0 0.0021998 -176.635 1 0 0.000553778 166.519 0.00176307 4.34434 0.00173835 -175.644 0 0 0 0 6.14278e-012 89.9966 1.11028e-014 -85.6458 2.1006e-011 -89.9896 1.48554e-013 -85.6448 3.23995e-007 -179.209 
3199.27 0.485992 -175.55 0.999246 -0.00695663 0.00221698 3.44314 0.781945 -0.00347591 0 0 0.00177694 -175.558 0.00141353 -175.544 0 0 0.00219974 -176.555 1 0 0.000554724 166.22 0.00176332 4.44615 0.00173859 -175.542 0 0 0 0 6.28733e-012 89.9965 1.13657e-014 -85.5438 2.15003e-011 -89.9894 1.5207e-013 -85.5427 3.23996e-007 -179.191 
3274.55 0.486062 -175.446 0.999246 -0.00712033 0.00221692 3.52436 0.781945 -0.00355771 0 0 0.0017772 -175.453 0.00141373 -175.439 0 0 0.00219968 -176.474 1 0 0.000555713 165.914 0.00176357 4.55034 0.00173884 -175.437 0 0 0 0 6.43528e-012 89.9964 1.16348e-014 -85.4394 2.20062e-011 -89.9891 1.55671e-013 -85.4382 3.23997e-007 -179.172 
3351.6 0.486135 -175.339 0.999247 -0.00728788 0.00221686 3.60751 0.781945 -0.00364142 0 0 0.00177747 -175.347 0.00141394 -175.333 0 0 0.00219962 -176.391 1 0 0.000556747 165.603 0.00176384 4.65694 0.0017391 -175.33 0 0 0 0 6.58671e-012 89.9964 1.19103e-014 -85.3325 2.2524e-011 -89.9889 1.59358e-013 -85.3314 3.23998e-007 -179.152 
3430.47 0.486212 -175.23 0.999247 -0.00745938 0.00221679 3.69262 0.781945 -0.00372711 0 0 0.00177775 -175.238 0.00141417 -175.223 0 0 0.00219956 -176.306 1 0 0.000557829 165.286 0.00176412 4.76602 0.00173937 -175.221 0 0 0 0 6.7417e-012 89.9963 1.21925e-014 -85.2232 2.3054e-011 -89.9886 1.63133e-013 -85.222 3.23999e-007 -179.132 
3511.19 0.486292 -175.118 0.999247 -0.00763491 0.00221672 3.77976 0.781945 -0.00381482 0 0 0.00177804 -175.126 0.0014144 -175.111 0 0 0.00219949 -176.219 1 0 0.00055896 164.963 0.00176441 4.87763 0.00173966 -175.109 0 0 0 0 6.90034e-012 89.9962 1.24815e-014 -85.1113 2.35965e-011 -89.9883 1.67e-013 -85.1101 3.24001e-007 -179.112 
