f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f jV0500m jV0500f jV0800m jV0800f jV1000m jV1000f jV1400m jV1400f jV1500m jV1500f 
129155 1.61281 -107.952 1.00712 -0.283289 0.00844222 139.637 0.785026 -0.142104 0 0 0.00589916 -108.325 0.00468568 -107.499 0 0 0.00838324 -40.3393 1 0 0.0105766 149.143 0.00585812 71.6938 0.0057655 -107.49 0 0 0 0 2.54821e-010 89.8579 1.52098e-012 -17.4993 8.57546e-010 -89.5586 2.03548e-011 -17.494 3.61432e-007 -148.975 
132194 1.64794 -107.579 1.0075 -0.290076 0.00884653 140.721 0.785174 -0.145536 0 0 0.00602766 -107.961 0.00478772 -107.115 0 0 0.00878474 -39.2551 1 0 0.010997 149.649 0.00598574 72.0578 0.00589107 -107.105 0 0 0 0 2.60866e-010 89.8545 1.59067e-012 -17.1146 8.77213e-010 -89.5476 2.12875e-011 -17.1094 3.63169e-007 -148.316 
135305 1.68401 -107.213 1.0079 -0.297031 0.00927166 141.771 0.785329 -0.149055 0 0 0.00615961 -107.605 0.0048925 -106.737 0 0 0.00920692 -38.2058 1 0 0.0114371 150.152 0.00611679 72.4141 0.00602 -106.728 0 0 0 0 2.67057e-010 89.8509 1.66373e-012 -16.7371 8.97305e-010 -89.5362 2.22653e-011 -16.7319 3.64986e-007 -147.647 
138489 1.72104 -106.855 1.00832 -0.304159 0.00971859 142.787 0.785492 -0.152663 0 0 0.00629509 -107.256 0.00500009 -106.367 0 0 0.00965075 -37.1903 1 0 0.0118979 150.652 0.00625134 72.7629 0.00615239 -106.357 0 0 0 0 2.73398e-010 89.8473 1.74033e-012 -16.3667 9.17829e-010 -89.5246 2.32904e-011 -16.3615 3.66884e-007 -146.966 
141747 1.75907 -106.504 1.00875 -0.311465 0.0101883 143.77 0.785663 -0.156364 0 0 0.00643419 -106.914 0.00511055 -106.003 0 0 0.0101172 -36.2074 1 0 0.0123805 151.148 0.0063895 73.1041 0.00628832 -105.994 0 0 0 0 2.79892e-010 89.8436 1.82063e-012 -16.0033 9.38793e-010 -89.5126 2.43651e-011 -15.9982 3.68868e-007 -146.274 
145083 1.79811 -106.16 1.00921 -0.318953 0.010682 144.722 0.785841 -0.16016 0 0 0.00657702 -106.58 0.00522397 -105.647 0 0 0.0106075 -35.2559 1 0 0.012886 151.642 0.00653135 73.438 0.00642788 -105.638 0 0 0 0 2.86544e-010 89.8398 1.90483e-012 -15.6468 9.60204e-010 -89.5003 2.54919e-011 -15.6417 3.70942e-007 -145.571 
148497 1.8382 -105.823 1.00969 -0.32663 0.0112007 145.643 0.786029 -0.164053 0 0 0.00672366 -106.254 0.00534042 -105.297 0 0 0.0111225 -34.3348 1 0 0.0134154 152.131 0.00667698 73.7645 0.00657118 -105.288 0 0 0 0 2.93356e-010 89.8359 1.99311e-012 -15.2972 9.82069e-010 -89.4877 2.66734e-011 -15.2922 3.73109e-007 -144.856 
151991 1.87935 -105.494 1.01019 -0.3345 0.0117456 146.536 0.786226 -0.168048 0 0 0.00687421 -105.935 0.00545998 -104.954 0 0 0.0116636 -33.443 1 0 0.01397 152.617 0.00682651 74.0837 0.0067183 -104.945 0 0 0 0 3.00335e-010 89.832 2.08569e-012 -14.9543 1.0044e-009 -89.4747 2.79123e-011 -14.9493 3.75374e-007 -144.131 
155568 1.92161 -105.171 1.01072 -0.342569 0.0123179 147.4 0.786432 -0.172146 0 0 0.00702879 -105.622 0.00558273 -104.618 0 0 0.012232 -32.5794 1 0 0.0145511 153.098 0.00698003 74.3957 0.00686936 -104.609 0 0 0 0 3.07482e-010 89.8279 2.18276e-012 -14.6182 1.02719e-009 -89.4613 2.92114e-011 -14.6132 3.77741e-007 -143.395 
159228 1.96499 -104.855 1.01127 -0.350842 0.0129191 148.236 0.786648 -0.176351 0 0 0.00718749 -105.317 0.00570877 -104.289 0 0 0.012829 -31.7429 1 0 0.01516 153.574 0.00713765 74.7006 0.00702445 -104.28 0 0 0 0 3.14804e-010 89.8236 2.28456e-012 -14.2885 1.05046e-009 -89.4475 3.05738e-011 -14.2836 3.80213e-007 -142.647 
162975 2.00954 -104.546 1.01185 -0.359325 0.0135504 149.047 0.786875 -0.180667 0 0 0.00735044 -105.02 0.00583817 -103.965 0 0 0.0134559 -30.9327 1 0 0.0157981 154.046 0.00729949 74.9985 0.00718369 -103.956 0 0 0 0 3.22305e-010 89.8193 2.39132e-012 -13.9654 1.07421e-009 -89.4333 3.20026e-011 -13.9605 3.82797e-007 -141.889 
166810 2.05527 -104.244 1.01246 -0.368024 0.0142135 149.832 0.787113 -0.185097 0 0 0.00751775 -104.729 0.00597104 -103.649 0 0 0.0141143 -30.1478 1 0 0.0164668 154.513 0.00746565 75.2893 0.00734718 -103.64 0 0 0 0 3.29989e-010 89.8149 2.5033e-012 -13.6487 1.09845e-009 -89.4187 3.35011e-011 -13.6438 3.85496e-007 -141.12 
170735 2.10223 -103.948 1.0131 -0.376947 0.0149097 150.593 0.787363 -0.189644 0 0 0.00768954 -104.445 0.00610747 -103.338 0 0 0.0148057 -29.3872 1 0 0.0171678 154.975 0.00763626 75.5734 0.00751506 -103.329 0 0 0 0 3.37861e-010 89.8104 2.62074e-012 -13.3382 1.12318e-009 -89.4036 3.50729e-011 -13.3333 3.88315e-007 -140.34 
174753 2.15045 -103.659 1.01377 -0.386098 0.0156408 151.33 0.787625 -0.194312 0 0 0.00786593 -104.167 0.00624755 -103.034 0 0 0.0155317 -28.6501 1 0 0.0179026 155.431 0.00781144 75.8506 0.00768744 -103.025 0 0 0 0 3.45926e-010 89.8057 2.74394e-012 -13.034 1.14841e-009 -89.3881 3.67216e-011 -13.0291 3.9126e-007 -139.549 
178865 2.19996 -103.376 1.01447 -0.395486 0.0164084 152.045 0.787899 -0.199105 0 0 0.00804706 -103.897 0.0063914 -102.736 0 0 0.016294 -27.9356 1 0 0.0186731 155.882 0.00799133 76.1211 0.00786445 -102.727 0 0 0 0 3.5419e-010 89.8009 2.87317e-012 -12.7358 1.17415e-009 -89.3721 3.84512e-011 -12.731 3.94336e-007 -138.748 
183074 2.25081 -103.1 1.01521 -0.405116 0.0172144 152.738 0.788187 -0.204027 0 0 0.00823306 -103.633 0.00653911 -102.444 0 0 0.0170943 -27.2429 1 0 0.0194809 156.327 0.00817606 76.385 0.00804621 -102.435 0 0 0 0 3.62657e-010 89.796 3.00874e-012 -12.4437 1.20039e-009 -89.3556 4.02655e-011 -12.4389 3.97548e-007 -137.936 
187382 2.30302 -102.83 1.01598 -0.414998 0.0180607 153.409 0.78849 -0.209083 0 0 0.00842407 -103.376 0.00669081 -102.157 0 0 0.0179347 -26.5713 1 0 0.020328 156.767 0.00836576 76.6423 0.00823288 -102.149 0 0 0 0 3.71333e-010 89.7909 3.15098e-012 -12.1575 1.22716e-009 -89.3385 4.21691e-011 -12.1527 4.00903e-007 -137.113 
191791 2.35664 -102.566 1.01679 -0.425137 0.0189492 154.061 0.788807 -0.214276 0 0 0.00862023 -103.125 0.0068466 -101.877 0 0 0.0188171 -25.92 1 0 0.0212164 157.2 0.00856058 76.8932 0.00842459 -101.868 0 0 0 0 3.80223e-010 89.7857 3.30022e-012 -11.877 1.25444e-009 -89.321 4.41664e-011 -11.8723 4.04407e-007 -136.281 
196304 2.41172 -102.308 1.01764 -0.435543 0.0198822 154.693 0.78914 -0.219612 0 0 0.00882171 -102.88 0.00700662 -101.602 0 0 0.0197436 -25.2883 1 0 0.0221482 157.628 0.00876067 77.1377 0.00862149 -101.594 0 0 0 0 3.89335e-010 89.7804 3.45683e-012 -11.6023 1.28225e-009 -89.3028 4.62622e-011 -11.5976 4.08066e-007 -135.438 
200923 2.46829 -102.056 1.01854 -0.446224 0.0208619 155.306 0.789489 -0.225096 0 0 0.00902865 -102.642 0.00717097 -101.333 0 0 0.0207164 -24.6755 1 0 0.0231258 158.049 0.0089662 77.3758 0.00882373 -101.325 0 0 0 0 3.98673e-010 89.7749 3.62116e-012 -11.3332 1.31058e-009 -89.2841 4.84616e-011 -11.3285 4.11887e-007 -134.586 
205651 2.52639 -101.81 1.01947 -0.457188 0.0218906 155.9 0.789856 -0.230732 0 0 0.00924123 -102.41 0.00733981 -101.07 0 0 0.0217379 -24.0809 1 0 0.0241513 158.464 0.00917732 77.6078 0.00903148 -101.061 0 0 0 0 4.08243e-010 89.7693 3.79364e-012 -11.0696 1.33945e-009 -89.2647 5.07698e-011 -11.0649 4.15876e-007 -133.723 
210490 2.58609 -101.57 1.02046 -0.468444 0.0229708 156.477 0.790241 -0.236526 0 0 0.00945962 -102.184 0.00751325 -100.811 0 0 0.0228106 -23.5039 1 0 0.0252273 158.873 0.00939421 77.8336 0.00924491 -100.803 0 0 0 0 4.18053e-010 89.7635 3.97466e-012 -10.8115 1.36885e-009 -89.2447 5.31924e-011 -10.8068 4.20042e-007 -132.852 
215443 2.64742 -101.336 1.02149 -0.480003 0.0241052 157.037 0.790644 -0.242484 0 0 0.00968399 -101.965 0.00769145 -100.559 0 0 0.0239371 -22.944 1 0 0.0263564 159.276 0.00961704 78.0534 0.00946419 -100.55 0 0 0 0 4.28109e-010 89.7575 4.16468e-012 -10.5587 1.39878e-009 -89.224 5.57354e-011 -10.5539 4.24391e-007 -131.97 
220513 2.71044 -101.107 1.02257 -0.491873 0.0252965 157.581 0.791068 -0.248611 0 0 0.00991453 -101.751 0.00787456 -100.311 0 0 0.0251201 -22.4006 1 0 0.0275415 159.672 0.009846 78.2672 0.00968951 -100.302 0 0 0 0 4.38418e-010 89.7514 4.36416e-012 -10.311 1.42925e-009 -89.2026 5.84051e-011 -10.3063 4.28931e-007 -131.08 
225702 2.7752 -100.884 1.02371 -0.504066 0.0265477 158.108 0.791514 -0.254914 0 0 0.0101514 -101.543 0.00806273 -100.069 0 0 0.0263626 -21.8731 1 0 0.0287853 160.061 0.0100813 78.4751 0.00992105 -100.06 0 0 0 0 4.48987e-010 89.7451 4.57359e-012 -10.0686 1.46025e-009 -89.1805 6.12079e-011 -10.0638 4.33672e-007 -130.181 
231013 2.84175 -100.666 1.02491 -0.516591 0.027862 158.621 0.791981 -0.261399 0 0 0.0103949 -101.341 0.00825612 -99.8311 0 0 0.0276676 -21.3609 1 0 0.030091 160.444 0.0103231 78.6771 0.010159 -99.8226 0 0 0 0 4.59823e-010 89.7386 4.79349e-012 -9.83112 1.49178e-009 -89.1575 6.41509e-011 -9.8264 4.38621e-007 -129.273 
236449 2.91016 -100.454 1.02616 -0.529461 0.0292424 159.118 0.792472 -0.268074 0 0 0.0106452 -101.145 0.00845491 -99.5986 0 0 0.0290385 -20.8637 1 0 0.0314619 160.82 0.0105717 78.8734 0.0104036 -99.5901 0 0 0 0 4.70935e-010 89.7319 5.02442e-012 -9.59862 1.52385e-009 -89.1337 6.72414e-011 -9.5939 4.43788e-007 -128.356 
242013 2.98049 -100.247 1.02748 -0.542688 0.0306927 159.601 0.792987 -0.274945 0 0 0.0109025 -100.954 0.00865927 -99.371 0 0 0.0304786 -20.3809 1 0 0.0329013 161.19 0.0108272 79.064 0.0106551 -99.3624 0 0 0 0 4.8233e-010 89.7251 5.26695e-012 -9.37098 1.55644e-009 -89.1091 7.04872e-011 -9.36625 4.49182e-007 -127.431 
247708 3.0528 -100.045 1.02886 -0.556283 0.0322163 160.069 0.793529 -0.282021 0 0 0.0111671 -100.769 0.0088694 -99.1481 0 0 0.0319916 -19.912 1 0 0.034413 161.553 0.0110899 79.249 0.0109137 -99.1395 0 0 0 0 4.94017e-010 89.718 5.52171e-012 -9.14809 1.58956e-009 -89.0835 7.38965e-011 -9.14335 4.54814e-007 -126.499 
253536 3.12716 -99.8489 1.03032 -0.57026 0.0338173 160.525 0.794098 -0.289309 0 0 0.0114391 -100.59 0.00908548 -98.9299 0 0 0.0335814 -19.4567 1 0 0.0360008 161.909 0.0113601 79.4285 0.0111796 -98.9213 0 0 0 0 5.06004e-010 89.7107 5.78933e-012 -8.92988 1.62318e-009 -89.0569 7.74781e-011 -8.92513 4.60694e-007 -125.558 
259502 3.20364 -99.6574 1.03185 -0.584634 0.0354997 160.967 0.794695 -0.296818 0 0 0.0117189 -100.416 0.00930773 -98.7162 0 0 0.0352521 -19.0145 1 0 0.0376687 162.258 0.011638 79.6025 0.011453 -98.7076 0 0 0 0 5.18301e-010 89.7032 6.07051e-012 -8.71625 1.65732e-009 -89.0293 8.12411e-011 -8.71148 4.66833e-007 -124.61 
265609 3.28232 -99.4709 1.03345 -0.599417 0.0372679 161.396 0.795323 -0.304557 0 0 0.0120068 -100.248 0.00953636 -98.5071 0 0 0.0370079 -18.5851 1 0 0.0394211 162.601 0.0119239 79.7711 0.0117344 -98.4985 0 0 0 0 5.30916e-010 89.6954 6.36598e-012 -8.50711 1.69196e-009 -89.0006 8.51954e-011 -8.50233 4.73242e-007 -123.655 
271859 3.36327 -99.2894 1.03514 -0.614626 0.0391266 161.813 0.795983 -0.312536 0 0 0.0123029 -100.084 0.0097716 -98.3024 0 0 0.0388536 -18.168 1 0 0.0412626 162.937 0.012218 79.9344 0.0120238 -98.2937 0 0 0 0 5.4386e-010 89.6875 6.6765e-012 -8.30239 1.72707e-009 -88.9708 8.93512e-011 -8.29759 4.79935e-007 -122.693 
278256 3.44657 -99.1127 1.03691 -0.630277 0.0410805 162.218 0.796677 -0.320764 0 0 0.0126077 -99.9266 0.0100137 -98.102 0 0 0.0407939 -17.7628 1 0 0.043198 163.267 0.0125207 80.0923 0.0123217 -98.0933 0 0 0 0 5.57143e-010 89.6792 7.00291e-012 -8.10199 1.76266e-009 -88.9397 9.37195e-011 -8.09718 4.86924e-007 -121.725 
284804 3.53231 -98.9408 1.03878 -0.646386 0.043135 162.612 0.797406 -0.329254 0 0 0.0129214 -99.774 0.0102629 -97.9058 0 0 0.042834 -17.3693 1 0 0.0452325 163.59 0.0128323 80.2451 0.0126284 -97.8971 0 0 0 0 5.70775e-010 89.6707 7.34607e-012 -7.90584 1.79871e-009 -88.9074 9.8312e-011 -7.901 4.94222e-007 -120.75 
291505 3.62059 -98.7736 1.04074 -0.662972 0.0452955 162.994 0.798173 -0.338015 0 0 0.0132444 -99.6266 0.0105195 -97.7139 0 0 0.0449794 -16.9871 1 0 0.0473715 163.906 0.013153 80.3926 0.0129441 -97.705 0 0 0 0 5.84768e-010 89.662 7.7069e-012 -7.71385 1.83518e-009 -88.8736 1.03141e-010 -7.70899 5.01845e-007 -119.769 
298365 3.7115 -98.6111 1.0428 -0.680053 0.0475679 163.365 0.798979 -0.347061 0 0 0.0135771 -99.4843 0.0107837 -97.526 0 0 0.047236 -16.6159 1 0 0.0496208 164.215 0.0134834 80.5351 0.0132692 -97.5171 0 0 0 0 5.99133e-010 89.6529 8.08638e-012 -7.52595 1.87207e-009 -88.8384 1.0822e-010 -7.52106 5.09807e-007 -118.782 
305386 3.80515 -98.4532 1.04497 -0.697649 0.0499585 163.725 0.799828 -0.356405 0 0 0.0139197 -99.3471 0.0110558 -97.3421 0 0 0.0496098 -16.2554 1 0 0.0519867 164.518 0.0138237 80.6725 0.0136041 -97.3331 0 0 0 0 6.13882e-010 89.6436 8.48556e-012 -7.34206 1.90935e-009 -88.8016 1.13562e-010 -7.33714 5.18124e-007 -117.79 
312572 3.90163 -98.2999 1.04725 -0.715783 0.0524738 164.075 0.80072 -0.366059 0 0 0.0142727 -99.2149 0.0113363 -97.1621 0 0 0.0521076 -15.9053 1 0 0.0544756 164.815 0.0141743 80.8049 0.0139492 -97.1531 0 0 0 0 6.29028e-010 89.6339 8.90553e-012 -7.16211 1.94698e-009 -88.7631 1.19182e-010 -7.15716 5.26814e-007 -116.792 
319927 4.00107 -98.151 1.04965 -0.734475 0.0551209 164.415 0.801659 -0.37604 0 0 0.0146366 -99.0877 0.0116253 -96.986 0 0 0.0547362 -15.5654 1 0 0.0570945 165.104 0.0145356 80.9323 0.0143048 -96.977 0 0 0 0 6.44585e-010 89.624 9.34749e-012 -6.98602 1.98494e-009 -88.7228 1.25097e-010 -6.98103 5.35895e-007 -115.79 
327455 4.10359 -98.0065 1.05218 -0.75375 0.0579074 164.745 0.802648 -0.386362 0 0 0.0150117 -98.9654 0.0119233 -96.8137 0 0 0.0575032 -15.2353 1 0 0.0598508 165.388 0.0149081 81.0548 0.0146715 -96.8046 0 0 0 0 6.60566e-010 89.6136 9.81268e-012 -6.81373 2.02318e-009 -88.6806 1.31323e-010 -6.8087 5.45386e-007 -114.783 
335160 4.20931 -97.8664 1.05484 -0.773633 0.0608412 165.065 0.803688 -0.397043 0 0 0.0153985 -98.848 0.0122306 -96.6452 0 0 0.0604165 -14.9148 1 0 0.0627526 165.664 0.0152923 81.1724 0.0150497 -96.636 0 0 0 0 6.76987e-010 89.603 1.03024e-011 -6.64517 2.06166e-009 -88.6363 1.37877e-010 -6.6401 5.55307e-007 -113.772 
343047 4.31837 -97.7306 1.05765 -0.794151 0.0639308 165.376 0.804784 -0.408101 0 0 0.0157976 -98.7354 0.0125476 -96.4803 0 0 0.0634845 -14.6038 1 0 0.0658081 165.935 0.0156886 81.2852 0.0154398 -96.471 0 0 0 0 6.93861e-010 89.5919 1.08182e-011 -6.48027 2.10035e-009 -88.5898 1.44779e-010 -6.47516 5.6568e-007 -112.757 
351119 4.43092 -97.5992 1.0606 -0.815332 0.0671854 165.678 0.805938 -0.419555 0 0 0.0162094 -98.6277 0.0128748 -96.319 0 0 0.0667164 -14.3019 1 0 0.0690264 166.198 0.0160976 81.3932 0.0158423 -96.3096 0 0 0 0 7.11207e-010 89.5804 1.13615e-011 -6.31897 2.13918e-009 -88.5409 1.5205e-010 -6.31382 5.76528e-007 -111.739 
359381 4.54711 -97.4719 1.06371 -0.837208 0.0706148 165.971 0.807155 -0.431425 0 0 0.0166346 -98.5247 0.0132126 -96.1612 0 0 0.0701218 -14.0089 1 0 0.0724172 166.456 0.0165199 81.4964 0.016258 -96.1518 0 0 0 0 7.29041e-010 89.5686 1.19339e-011 -6.16121 2.17809e-009 -88.4894 1.59711e-010 -6.15601 5.87877e-007 -110.717 
367838 4.6671 -97.3488 1.06698 -0.85981 0.0742293 166.255 0.808436 -0.443735 0 0 0.0170737 -98.4266 0.0135614 -96.0069 0 0 0.0737111 -13.7247 1 0 0.0759907 166.707 0.016956 81.5948 0.0166872 -95.9974 0 0 0 0 7.47381e-010 89.5563 1.25372e-011 -6.00695 2.21702e-009 -88.4351 1.67785e-010 -6.0017 5.99752e-007 -109.692 
376494 4.79108 -97.23 1.07044 -0.883173 0.07804 166.53 0.809787 -0.456507 0 0 0.0175274 -98.3331 0.0139218 -95.8561 0 0 0.0774952 -13.4491 1 0 0.079758 166.952 0.0174065 81.6885 0.0171307 -95.8465 0 0 0 0 7.66246e-010 89.5435 1.31733e-011 -5.85611 2.25589e-009 -88.3778 1.76297e-010 -5.85081 6.12181e-007 -108.664 
385353 4.91922 -97.1152 1.07408 -0.907335 0.082059 166.797 0.811212 -0.469768 0 0 0.0179963 -98.2444 0.0142944 -95.7087 0 0 0.0814861 -13.1819 1 0 0.0837308 167.19 0.0178722 81.7775 0.0175892 -95.6989 0 0 0 0 7.85657e-010 89.5302 1.38441e-011 -5.70866 2.29463e-009 -88.3173 1.85275e-010 -5.7033 6.25195e-007 -107.633 
394421 5.05174 -97.0045 1.07793 -0.932335 0.0862989 167.056 0.812716 -0.483545 0 0 0.0184813 -98.1604 0.0146797 -95.5646 0 0 0.0856964 -12.9228 1 0 0.0879218 167.422 0.0183539 81.8618 0.0180633 -95.5547 0 0 0 0 8.05635e-010 89.5165 1.45518e-011 -5.56455 2.33313e-009 -88.2531 1.94746e-010 -5.55914 6.38827e-007 -106.601 
403702 5.18884 -96.8979 1.08198 -0.958216 0.0907736 167.306 0.814302 -0.497868 0 0 0.018983 -98.0811 0.0150783 -95.4237 0 0 0.0901398 -12.6718 1 0 0.0923445 167.648 0.0188521 81.9414 0.0185538 -95.4138 0 0 0 0 8.26201e-010 89.5021 1.52986e-011 -5.42374 2.3713e-009 -88.1851 2.04741e-010 -5.41826 6.5311e-007 -105.566 
413201 5.33075 -96.7954 1.08627 -0.985024 0.0954978 167.549 0.815977 -0.51277 0 0 0.0195024 -98.0065 0.0154909 -95.2862 0 0 0.0948311 -12.4287 1 0 0.0970137 167.868 0.0193679 82.0163 0.0190615 -95.2761 0 0 0 0 8.47382e-010 89.4872 1.60872e-011 -5.28619 2.40903e-009 -88.1127 2.15294e-010 -5.28064 6.68083e-007 -104.53 
422924 5.47773 -96.6969 1.09079 -1.01281 0.100487 167.784 0.817745 -0.528286 0 0 0.0200403 -97.9366 0.0159183 -95.1519 0 0 0.0997858 -12.1934 1 0 0.101945 168.082 0.0199021 82.0866 0.0195874 -95.1417 0 0 0 0 8.69202e-010 89.4717 1.692e-011 -5.15186 2.44618e-009 -88.0358 2.2644e-010 -5.14624 6.83786e-007 -103.493 
432876 5.63003 -96.6024 1.09557 -1.04162 0.10576 168.012 0.819614 -0.544453 0 0 0.0205977 -97.8714 0.0163612 -95.0207 0 0 0.105021 -11.9657 1 0 0.107155 168.29 0.0204557 82.1521 0.0201324 -95.0104 0 0 0 0 8.91688e-010 89.4555 1.78e-011 -5.02072 2.48262e-009 -87.9537 2.38216e-010 -5.01504 7.00262e-007 -102.455 
443062 5.78795 -96.5119 1.10062 -1.07152 0.111333 168.232 0.82159 -0.561313 0 0 0.0211757 -97.8109 0.0168205 -94.8928 0 0 0.110555 -11.7455 1 0 0.112662 168.491 0.0210297 82.213 0.0206975 -94.8823 0 0 0 0 9.1487e-010 89.4387 1.87302e-011 -4.89276 2.5182e-009 -87.8659 2.50666e-010 -4.887 7.17557e-007 -101.416 
453488 5.9518 -96.4255 1.10596 -1.10256 0.117227 168.444 0.823679 -0.578911 0 0 0.0217753 -97.7551 0.017297 -94.7679 0 0 0.116408 -11.5327 1 0 0.118487 168.686 0.0216252 82.2691 0.0212838 -94.7574 0 0 0 0 9.38779e-010 89.4211 1.9714e-011 -4.76795 2.55274e-009 -87.7719 2.63832e-010 -4.76211 7.35724e-007 -100.376 
464159 6.1219 -96.3431 1.11162 -1.13482 0.123464 168.649 0.825889 -0.597295 0 0 0.0223979 -97.7041 0.0177917 -94.6463 0 0 0.122601 -11.3272 1 0 0.124649 168.875 0.0222436 82.3205 0.0218926 -94.6356 0 0 0 0 9.63448e-010 89.4027 2.0755e-011 -4.64628 2.58604e-009 -87.671 2.77764e-010 -4.64036 7.54816e-007 -99.3361 
475081 6.29862 -96.2648 1.1176 -1.16837 0.130066 168.847 0.828229 -0.616519 0 0 0.0230448 -97.6579 0.0183057 -94.5277 0 0 0.129158 -11.129 1 0 0.131173 169.059 0.022886 82.3672 0.0225251 -94.5169 0 0 0 0 9.88912e-010 89.3835 2.18571e-011 -4.52774 2.61791e-009 -87.5623 2.92514e-010 -4.52174 7.74893e-007 -98.2964 
486260 6.48236 -96.1905 1.12394 -1.20328 0.13706 169.038 0.830707 -0.636641 0 0 0.0237173 -97.6165 0.0188401 -94.4123 0 0 0.136103 -10.9379 1 0 0.138084 169.236 0.0235539 82.409 0.0231827 -94.4013 0 0 0 0 1.01521e-009 89.3634 2.30246e-011 -4.41233 2.64809e-009 -87.4451 3.08138e-010 -4.40625 7.9602e-007 -97.2571 
497702 6.67354 -96.1203 1.13066 -1.23965 0.144472 169.221 0.833334 -0.657725 0 0 0.0244171 -97.5799 0.0193962 -94.3001 0 0 0.143464 -10.7538 1 0 0.145408 169.407 0.0242489 82.4459 0.023867 -94.2889 0 0 0 0 1.04239e-009 89.3423 2.4262e-011 -4.30006 2.67634e-009 -87.3182 3.24698e-010 -4.29389 8.18267e-007 -96.2186 
509414 6.87263 -96.0543 1.13778 -1.27755 0.152334 169.398 0.836119 -0.67984 0 0 0.0251459 -97.5483 0.0199753 -94.191 0 0 0.15127 -10.5769 1 0 0.153175 169.571 0.0249726 82.478 0.0245796 -94.1796 0 0 0 0 1.07048e-009 89.3202 2.55744e-011 -4.19095 2.70236e-009 -87.1805 3.42261e-010 -4.18469 8.41711e-007 -95.181 
521401 7.08012 -95.9925 1.14534 -1.31711 0.160677 169.568 0.839075 -0.703063 0 0 0.0259055 -97.5217 0.020579 -94.085 0 0 0.159555 -10.4069 1 0 0.161418 169.73 0.0257269 82.5051 0.0253224 -94.0735 0 0 0 0 1.09954e-009 89.2969 2.69672e-011 -4.08502 2.72582e-009 -87.0306 3.60901e-010 -4.07866 8.66436e-007 -94.1447 
533670 7.29657 -95.9349 1.15337 -1.35842 0.169537 169.73 0.842214 -0.727479 0 0 0.0266978 -97.5002 0.0212087 -93.9823 0 0 0.168353 -10.2438 1 0 0.170172 169.883 0.0265139 82.5271 0.0260972 -93.9706 0 0 0 0 1.12963e-009 89.2725 2.84464e-011 -3.98231 2.74637e-009 -86.8667 3.80697e-010 -3.97585 8.92533e-007 -93.1101 
546228 7.52259 -95.8816 1.1619 -1.4016 0.178953 169.886 0.84555 -0.753181 0 0 0.0275253 -97.4838 0.0218663 -93.8829 0 0 0.177704 -10.0878 1 0 0.179475 170.029 0.0273356 82.5439 0.0269064 -93.871 0 0 0 0 1.16079e-009 89.2468 3.00185e-011 -3.88286 2.7636e-009 -86.6869 4.01737e-010 -3.8763 9.20103e-007 -92.0774 
559081 7.75884 -95.8327 1.17098 -1.4468 0.188969 170.034 0.849098 -0.780272 0 0 0.0283902 -97.4726 0.0225537 -93.7867 0 0 0.187649 -9.93865 1 0 0.18937 170.169 0.0281946 82.5556 0.0277523 -93.7746 0 0 0 0 1.19309e-009 89.2197 3.16908e-011 -3.78674 2.77708e-009 -86.489 4.24117e-010 -3.78007 9.49257e-007 -91.0471 
572237 8.00604 -95.7883 1.18064 -1.49415 0.199631 170.176 0.852874 -0.808866 0 0 0.0292952 -97.4669 0.023273 -93.694 0 0 0.198237 -9.79655 1 0 0.199903 170.303 0.0290934 82.5618 0.0286374 -93.6817 0 0 0 0 1.22659e-009 89.1911 3.3471e-011 -3.69401 2.78631e-009 -86.27 4.47942e-010 -3.68723 9.80116e-007 -90.0193 
585702 8.26501 -95.7485 1.19093 -1.54383 0.210991 170.311 0.856898 -0.83909 0 0 0.0302434 -97.4667 0.0240267 -93.6048 0 0 0.209518 -9.66148 1 0 0.211126 170.43 0.030035 82.5626 0.0295647 -93.5923 0 0 0 0 1.26138e-009 89.1609 3.53679e-011 -3.60476 2.79072e-009 -86.0266 4.73329e-010 -3.59787 1.01281e-006 -88.9946 
599484 8.53662 -95.7135 1.20191 -1.596 0.223107 170.438 0.861189 -0.871086 0 0 0.0312379 -97.4721 0.0248171 -93.5191 0 0 0.221549 -9.53351 1 0 0.223096 170.551 0.0310227 82.5576 0.0305374 -93.5064 0 0 0 0 1.29753e-009 89.1289 3.73912e-011 -3.51911 2.7897e-009 -85.7546 5.00405e-010 -3.51209 1.0475e-006 -87.9733 
613591 8.82187 -95.6834 1.21363 -1.65087 0.236042 170.558 0.86577 -0.90501 0 0 0.0322823 -97.4834 0.0256473 -93.4372 0 0 0.234393 -9.41272 1 0 0.235874 170.665 0.0320599 82.5469 0.0315589 -93.4242 0 0 0 0 1.33512e-009 89.095 3.95513e-011 -3.43717 2.78257e-009 -85.449 5.29314e-010 -3.43003 1.08434e-006 -86.9558 
628029 9.12183 -95.6583 1.22615 -1.70866 0.249867 170.671 0.870665 -0.94104 0 0 0.0333807 -97.5008 0.0265204 -93.3591 0 0 0.248121 -9.29924 1 0 0.249531 170.772 0.0331507 82.5301 0.0326333 -93.3459 0 0 0 0 1.37427e-009 89.059 4.18601e-011 -3.35909 2.76855e-009 -85.1033 5.60213e-010 -3.35183 1.12351e-006 -85.9425 
