f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f jV0500m jV0500f jV0800m jV0800f jV1100m jV1100f jV1300m jV1300f jV1700m jV1700f jV1800m jV1800f 
657933 0.0576054 90 1.00331 0 38.4426 93.5229 0.0091778 -164.038 1 0 1.11037 0.0522275 0.387361 -0.145354 0 0 0.138738 91.5316 0.11354 95.9334 0 0 1.10261 -179.917 1 0 1.09413 0.082694 0.137674 -88.4408 0.135784 95.9463 0 0 0 0 0 0 6.40527e-010 89.8546 1.87746e-010 -174.067 1.12435e-008 -89.9231 2.47365e-009 -174.06 1.56393e-005 -94.6154 
673415 0.0589702 90 1.00347 0 37.5622 93.4373 0.00916289 -164.544 1 0 1.11038 0.0455635 0.387358 -0.140591 0 0 0.135564 91.3991 0.110945 95.9045 0 0 1.10262 -179.923 1 0 1.09414 0.0769242 0.134524 -88.5726 0.13268 95.9177 0 0 0 0 0 0 6.55594e-010 89.8594 1.87772e-010 -174.096 1.15081e-008 -89.9261 2.47398e-009 -174.088 1.52856e-005 -94.8911 
689261 0.0603678 90 1.00363 0 36.7017 93.3536 0.00914859 -165.042 1 0 1.11039 0.0389218 0.387355 -0.135901 0 0 0.132462 91.2675 0.108408 95.8787 0 0 1.10263 -179.929 1 0 1.09415 0.0711936 0.131446 -88.7036 0.129647 95.8922 0 0 0 0 0 0 6.71016e-010 89.8641 1.87796e-010 -174.121 1.17789e-008 -89.9292 2.47431e-009 -174.114 1.494e-005 -95.1692 
705480 0.061799 90 1.0038 0 35.8609 93.2716 0.00913488 -165.535 1 0 1.1104 0.032299 0.387352 -0.131283 0 0 0.129431 91.1365 0.10593 95.8561 0 0 1.10264 -179.935 1 0 1.09415 0.0654996 0.128438 -88.8339 0.126683 95.8699 0 0 0 0 0 0 6.86801e-010 89.8687 1.87821e-010 -174.144 1.20562e-008 -89.9322 2.47463e-009 -174.136 1.46023e-005 -95.45 
722081 0.0632647 90 1.00399 0 35.0392 93.1915 0.00912172 -166.02 1 0 1.1104 0.0256918 0.38735 -0.126733 0 0 0.126469 91.0061 0.103508 95.8367 0 0 1.10264 -179.941 1 0 1.09416 0.0598391 0.125499 -88.9636 0.123786 95.8508 0 0 0 0 0 0 7.02957e-010 89.8733 1.87845e-010 -174.163 1.23399e-008 -89.9351 2.47494e-009 -174.156 1.42725e-005 -95.7336 
739072 0.0647656 90 1.00418 0 34.2361 93.113 0.00910909 -166.5 1 0 1.11041 0.0190967 0.387347 -0.12225 0 0 0.123575 90.8762 0.101141 95.8203 0 0 1.10265 -179.947 1 0 1.09417 0.0542093 0.122627 -89.0927 0.120956 95.8348 0 0 0 0 0 0 7.19494e-010 89.8778 1.87869e-010 -174.18 1.26303e-008 -89.938 2.47526e-009 -174.172 1.39503e-005 -96.0202 
756463 0.0663028 90 1.00438 0 33.4514 93.0362 0.00909697 -166.973 1 0 1.11042 0.0125104 0.387345 -0.117831 0 0 0.120746 90.7468 0.0988282 95.8071 0 0 1.10266 -179.953 1 0 1.09417 0.0486073 0.11982 -89.2214 0.11819 95.8219 0 0 0 0 0 0 7.36421e-010 89.8822 1.87892e-010 -174.193 1.29276e-008 -89.9409 2.47557e-009 -174.185 1.36355e-005 -96.3099 
774264 0.0678771 90 1.00459 0 32.6846 92.961 0.00908532 -167.44 1 0 1.11042 0.0059294 0.387343 -0.113474 0 0 0.117983 90.6178 0.0965683 95.7971 0 0 1.10266 -179.959 1 0 1.09418 0.0430302 0.117078 -89.3496 0.115487 95.8122 0 0 0 0 0 0 7.53745e-010 89.8865 1.87916e-010 -174.203 1.32318e-008 -89.9438 2.47588e-009 -174.195 1.3328e-005 -96.6028 
792483 0.0694895 90 1.00481 0 31.9352 92.8874 0.00907414 -167.902 1 0 1.11043 -0.000649612 0.387341 -0.109177 0 0 0.115282 90.4892 0.0943599 95.7901 0 0 1.10267 -179.965 1 0 1.09418 0.0374751 0.114397 -89.4775 0.112847 95.8056 0 0 0 0 0 0 7.71478e-010 89.8908 1.87939e-010 -174.21 1.35432e-008 -89.9466 2.47619e-009 -174.201 1.30276e-005 -96.899 
811131 0.071141 90 1.00504 0 31.2029 92.8154 0.00906339 -168.357 1 0 1.11043 -0.00723009 0.38734 -0.104938 0 0 0.112643 90.3608 0.0922021 95.7862 0 0 1.10267 -179.971 1 0 1.09418 0.0319393 0.111779 -89.6052 0.110266 95.8021 0 0 0 0 0 0 7.89628e-010 89.8951 1.87963e-010 -174.214 1.38619e-008 -89.9494 2.4765e-009 -174.205 1.27342e-005 -97.1988 
830218 0.0728324 90 1.00528 0 30.4873 92.7448 0.00905306 -168.808 1 0 1.11043 -0.0138154 0.387338 -0.100754 0 0 0.110064 90.2325 0.0900936 95.7855 0 0 1.10267 -179.976 1 0 1.09419 0.0264198 0.10922 -89.7326 0.107744 95.8017 0 0 0 0 0 0 8.08206e-010 89.8992 1.87986e-010 -174.215 1.41881e-008 -89.9522 2.47681e-009 -174.206 1.24476e-005 -97.5023 
849753 0.074565 90 1.00553 0 29.7881 92.6758 0.00904312 -169.253 1 0 1.11044 -0.0204091 0.387336 -0.0966239 0 0 0.107544 90.1044 0.0880334 95.7878 0 0 1.10268 -179.982 1 0 1.09419 0.0209138 0.106719 -89.8599 0.105281 95.8044 0 0 0 0 0 0 8.2722e-010 89.9034 1.8801e-010 -174.212 1.4522e-008 -89.9549 2.47712e-009 -174.203 1.21677e-005 -97.8095 
869749 0.0763397 90 1.00579 0 29.1048 92.6082 0.00903356 -169.693 1 0 1.11044 -0.0270145 0.387335 -0.0925452 0 0 0.105082 89.9764 0.0860203 95.7933 0 0 1.10268 -179.988 1 0 1.0942 0.0154185 0.104276 -89.9871 0.102873 95.8103 0 0 0 0 0 0 8.46683e-010 89.9075 1.88033e-010 -174.207 1.48638e-008 -89.9576 2.47743e-009 -174.197 1.18943e-005 -98.1208 
890215 0.0781576 90 1.00607 0 28.4371 92.542 0.00902435 -170.129 1 0 1.11044 -0.033635 0.387334 -0.0885159 0 0 0.102676 89.8483 0.0840533 95.8019 0 0 1.10268 -179.994 1 0 1.0942 0.00993094 0.101888 -90.1143 0.100521 95.8193 0 0 0 0 0 0 8.66603e-010 89.9115 1.88057e-010 -174.198 1.52136e-008 -89.9603 2.47775e-009 -174.189 1.16273e-005 -98.4361 
911163 0.0800199 90 1.00636 0 27.7846 92.4771 0.00901548 -170.559 1 0 1.11045 -0.0402742 0.387333 -0.0845339 0 0 0.100325 89.7202 0.0821314 95.8136 0 0 1.10269 -180 1 0 1.0942 0.00444839 0.0995552 -90.2416 0.0982226 95.8314 0 0 0 0 0 0 8.86993e-010 89.9155 1.88081e-010 -174.186 1.55716e-008 -89.963 2.47807e-009 -174.177 1.13665e-005 -98.7557 
932603 0.0819276 90 1.00667 0 27.1471 92.4136 0.00900693 -170.986 1 0 1.11045 -0.0469355 0.387332 -0.0805972 0 0 0.0980276 89.5919 0.0802536 95.8284 0 0 1.10269 179.995 1 0 1.0942 -0.00103204 0.0972758 -90.369 0.0959769 95.8466 0 0 0 0 0 0 9.07863e-010 89.9194 1.88105e-010 -174.172 1.5938e-008 -89.9657 2.47839e-009 -174.162 1.11118e-005 -99.0797 
954548 0.0838821 90 1.00699 0 26.5241 92.3514 0.00899868 -171.407 1 0 1.11045 -0.0536223 0.387331 -0.0767039 0 0 0.0957832 89.4633 0.0784189 95.8463 0 0 1.10269 179.989 1 0 1.0942 -0.00651318 0.0950485 -90.4966 0.0937827 95.865 0 0 0 0 0 0 9.29224e-010 89.9233 1.8813e-010 -174.154 1.63131e-008 -89.9683 2.47871e-009 -174.144 1.0863e-005 -99.4083 
977010 0.0858845 90 1.00732 0 25.9154 92.2904 0.00899071 -171.825 1 0 1.11045 -0.0603382 0.38733 -0.0728519 0 0 0.0935901 89.3345 0.0766262 95.8674 0 0 1.10269 179.983 1 0 1.09421 -0.0119979 0.0928723 -90.6244 0.0916389 95.8865 0 0 0 0 0 0 9.51088e-010 89.9271 1.88155e-010 -174.133 1.66969e-008 -89.971 2.47904e-009 -174.122 1.06201e-005 -99.7415 
1e+006 0.0879361 90 1.00767 0 25.3206 92.2307 0.00898301 -172.239 1 0 1.11045 -0.0670867 0.38733 -0.0690393 0 0 0.0914473 89.2054 0.0748747 95.8916 0 0 1.10269 179.977 1 0 1.09421 -0.017489 0.090746 -90.7526 0.0895443 95.9111 0 0 0 0 0 0 9.73466e-010 89.931 1.88181e-010 -174.108 1.70898e-008 -89.9736 2.47938e-009 -174.098 1.03829e-005 -100.08 
1.02353e+006 0.0900383 90 1.00804 0 24.7393 92.1722 0.00897557 -172.649 1 0 1.11045 -0.0738713 0.387329 -0.0652641 0 0 0.0893537 89.0758 0.0731634 95.919 0 0 1.1027 179.971 1 0 1.09421 -0.0229893 0.0886684 -90.8812 0.0874978 95.939 0 0 0 0 0 0 9.96372e-010 89.9347 1.88207e-010 -174.081 1.7492e-008 -89.9762 2.47972e-009 -174.07 1.01512e-005 -100.423 
1.04762e+006 0.0921923 90 1.00843 0 24.1714 92.1149 0.00896836 -173.056 1 0 1.11046 -0.0806955 0.387329 -0.0615246 0 0 0.087308 88.9457 0.0714915 95.9495 0 0 1.1027 179.965 1 0 1.09421 -0.0285017 0.0866385 -91.0103 0.0854983 95.97 0 0 0 0 0 0 1.01982e-009 89.9385 1.88233e-010 -174.05 1.79036e-008 -89.9787 2.48007e-009 -174.039 9.92504e-006 -100.771 
1.07227e+006 0.0943995 90 1.00883 0 23.6165 92.0587 0.00896138 -173.459 1 0 1.11046 -0.0875629 0.387329 -0.0578187 0 0 0.0853093 88.8151 0.0698579 95.9833 0 0 1.1027 179.96 1 0 1.09421 -0.0340291 0.0846551 -91.1399 0.0835448 96.0042 0 0 0 0 0 0 1.04381e-009 89.9422 1.8826e-010 -174.017 1.83249e-008 -89.9813 2.48043e-009 -174.005 9.70417e-006 -101.125 
1.0975e+006 0.0966615 90 1.00926 0 23.0743 92.0036 0.0089546 -173.859 1 0 1.11046 -0.0944771 0.387329 -0.0541447 0 0 0.0833565 88.6838 0.068262 96.0203 0 0 1.1027 179.954 1 0 1.09421 -0.0395743 0.0827173 -91.2701 0.0816362 96.0417 0 0 0 0 0 0 1.06837e-009 89.9459 1.88288e-010 -173.98 1.87561e-008 -89.9839 2.4808e-009 -173.968 9.48851e-006 -101.484 
1.12332e+006 0.0989797 90 1.0097 0 22.5445 91.9496 0.00894802 -174.256 1 0 1.11046 -0.101442 0.387329 -0.0505006 0 0 0.0814485 88.5518 0.0667027 96.0604 0 0 1.1027 179.948 1 0 1.09421 -0.0451401 0.0808239 -91.401 0.0797715 96.0823 0 0 0 0 0 0 1.09351e-009 89.9495 1.88316e-010 -173.94 1.91975e-008 -89.9864 2.48117e-009 -173.928 9.27796e-006 -101.849 
1.14976e+006 0.101356 90 1.01017 0 22.0268 91.8966 0.00894161 -174.651 1 0 1.11045 -0.10846 0.387329 -0.0468847 0 0 0.0795843 88.4191 0.0651793 96.1039 0 0 1.1027 179.942 1 0 1.09421 -0.0507296 0.0789741 -91.5327 0.0779497 96.1263 0 0 0 0 0 0 1.11925e-009 89.9531 1.88346e-010 -173.896 1.96492e-008 -89.989 2.48156e-009 -173.884 9.07238e-006 -102.219 
1.17681e+006 0.103791 90 1.01066 0 21.5209 91.8447 0.00893538 -175.042 1 0 1.11045 -0.115537 0.387329 -0.0432951 0 0 0.077763 88.2855 0.063691 96.1505 0 0 1.10269 179.936 1 0 1.09421 -0.0563454 0.0771667 -91.6651 0.0761699 96.1735 0 0 0 0 0 0 1.14558e-009 89.9567 1.88376e-010 -173.849 2.01115e-008 -89.9915 2.48196e-009 -173.837 8.87168e-006 -102.596 
1.2045e+006 0.106287 90 1.01117 0 21.0267 91.7938 0.0089293 -175.431 1 0 1.11045 -0.122674 0.38733 -0.03973 0 0 0.0759835 88.151 0.062237 96.2005 0 0 1.10269 179.93 1 0 1.09421 -0.0619906 0.0754009 -91.7985 0.0744311 96.224 0 0 0 0 0 0 1.17254e-009 89.9603 1.88407e-010 -173.799 2.05848e-008 -89.994 2.48237e-009 -173.787 8.67575e-006 -102.978 
1.23285e+006 0.108846 90 1.01171 0 20.5438 91.7438 0.00892336 -175.819 1 0 1.11045 -0.129877 0.38733 -0.0361878 0 0 0.0742449 88.0155 0.0608165 96.2538 0 0 1.10269 179.924 1 0 1.0942 -0.0676681 0.0736756 -91.9328 0.0727323 96.2778 0 0 0 0 0 0 1.20014e-009 89.9638 1.88439e-010 -173.746 2.10691e-008 -89.9965 2.48279e-009 -173.733 8.48448e-006 -103.367 
1.26186e+006 0.111469 90 1.01227 0 20.0719 91.6948 0.00891755 -176.203 1 0 1.11045 -0.137149 0.387331 -0.0326665 0 0 0.0725463 87.8789 0.0594288 96.3104 0 0 1.10269 179.918 1 0 1.0942 -0.0733807 0.0719901 -92.0681 0.0710727 96.335 0 0 0 0 0 0 1.22838e-009 89.9673 1.88472e-010 -173.69 2.15649e-008 -89.9991 2.48323e-009 -173.676 8.29777e-006 -103.763 
1.29155e+006 0.114159 90 1.01287 0 19.6108 91.6467 0.00891186 -176.587 1 0 1.11045 -0.144493 0.387331 -0.0291646 0 180 0.0708868 87.7412 0.058073 96.3705 0 180 1.10269 179.912 1 0 1.0942 -0.0791314 0.0703433 -92.2045 0.0694514 96.3956 0 180 0 180 0 0 1.25729e-009 89.9708 1.88506e-010 -173.63 2.20723e-008 -90.0016 2.48368e-009 -173.616 8.11552e-006 -104.165 
1.32194e+006 0.116917 90 1.01349 0 19.1604 91.5994 0.00890627 -176.968 1 0 1.11044 -0.151914 0.387332 -0.0256802 0 180 0.0692655 87.6024 0.0567486 96.4339 0 180 1.10269 179.906 1 0 1.0942 -0.0849231 0.0687344 -92.3421 0.0678675 96.4596 0 180 0 180 0 0 1.28687e-009 89.9743 1.88541e-010 -173.566 2.25917e-008 -90.0041 2.48415e-009 -173.552 7.93763e-006 -104.573 
1.35305e+006 0.119745 90 1.01414 0 18.7202 91.5531 0.00890077 -177.348 1 0 1.11044 -0.159415 0.387333 -0.0222118 0 180 0.0676814 87.4622 0.0554547 96.5007 0 180 1.10268 179.899 1 0 1.09419 -0.0907588 0.0671626 -92.481 0.0663202 96.527 0 -0 0 -0 0 0 1.31716e-009 89.9778 1.88578e-010 -173.499 2.31232e-008 -90.0066 2.48463e-009 -173.485 7.764e-006 -104.989 
1.38489e+006 0.122645 90 1.01482 0 18.2901 91.5076 0.00889536 -177.727 1 0 1.11044 -0.167 0.387334 -0.0187575 0 180 0.0661339 87.3207 0.0541907 96.571 0 180 1.10268 179.893 1 0 1.09419 -0.0966415 0.0656269 -92.6211 0.0648086 96.5979 0 -0 0 -0 0 0 1.34816e-009 89.9812 1.88616e-010 -173.429 2.36673e-008 -90.0092 2.48513e-009 -173.414 7.59455e-006 -105.412 
1.41747e+006 0.12562 90 1.01554 0 17.8699 91.4629 0.00889002 -178.104 1 0 1.11043 -0.174673 0.387336 -0.0153157 0 180 0.064622 87.1778 0.0529559 96.6448 0 180 1.10268 179.887 1 0 1.09419 -0.102574 0.0641266 -92.7627 0.063332 96.6723 0 -0 0 -0 0 0 1.37988e-009 89.9847 1.88655e-010 -173.355 2.42242e-008 -90.0117 2.48565e-009 -173.34 7.42917e-006 -105.842 
1.45083e+006 0.128671 90 1.01629 0 17.4593 91.419 0.00888474 -178.481 1 0 1.11043 -0.182438 0.387337 -0.0118849 0 180 0.0631449 87.0334 0.0517497 96.7221 0 180 1.10267 179.88 1 0 1.09418 -0.10856 0.0626609 -92.9057 0.0618895 96.7502 0 -0 0 -0 0 0 1.41236e-009 89.9881 1.88696e-010 -173.278 2.47941e-008 -90.0142 2.4862e-009 -173.263 7.26779e-006 -106.279 
1.48497e+006 0.131801 90 1.01708 0 17.0581 91.3758 0.0088795 -178.857 1 0 1.11043 -0.190299 0.387339 -0.00846332 0 180 0.0617019 86.8874 0.0505713 96.803 0 180 1.10267 179.874 1 0 1.09418 -0.114601 0.061229 -93.0503 0.0604803 96.8318 0 -180 0 -180 0 0 1.4456e-009 89.9915 1.88739e-010 -173.197 2.53775e-008 -90.0168 2.48676e-009 -173.181 7.11031e-006 -106.724 
1.51991e+006 0.135012 90 1.01791 0 16.6662 91.3334 0.00887431 -179.232 1 0 1.11042 -0.198259 0.38734 -0.00504939 0 180 0.0602922 86.7397 0.0494203 96.8875 0 180 1.10266 179.867 1 0 1.09417 -0.120702 0.0598301 -93.1964 0.0591038 96.9169 0 -180 0 -180 0 0 1.47962e-009 89.995 1.88783e-010 -173.113 2.59746e-008 -90.0193 2.48734e-009 -173.096 6.95665e-006 -107.176 
1.55568e+006 0.138307 90 1.01878 0 16.2832 91.2918 0.00886914 -179.607 1 0 1.11042 -0.206324 0.387342 -0.00164152 0 180 0.058915 86.5904 0.0482958 96.9756 0 180 1.10266 179.861 1 0 1.09417 -0.126864 0.0584634 -93.3443 0.0577592 97.0058 0 -180 0 -180 0 0 1.51445e-009 89.9984 1.88829e-010 -173.024 2.65857e-008 -90.0219 2.48795e-009 -173.008 6.80672e-006 -107.636 
1.59228e+006 0.141689 90 1.01969 0 15.909 91.2508 0.00886399 -179.982 1 0 1.11041 -0.214498 0.387344 0.00176185 0 180 0.0575695 86.4392 0.0471975 97.0675 0 180 1.10265 179.854 1 0 1.09416 -0.133092 0.0571283 -93.494 0.0564457 97.0983 0 -180 0 -180 0 0 1.55009e-009 90.0018 1.88877e-010 -172.933 2.72112e-008 -90.0244 2.48858e-009 -172.916 6.66045e-006 -108.105 
1.62975e+006 0.145159 90 1.02064 0 15.5434 91.2105 0.00885884 179.644 1 0 1.1104 -0.222783 0.387346 0.00516228 0 180 0.0562552 86.2861 0.0461246 97.1631 0 180 1.10265 179.847 1 0 1.09416 -0.139388 0.055824 -93.6454 0.0551626 97.1946 0 -180 0 -180 0 0 1.58657e-009 90.0052 1.88927e-010 -172.837 2.78515e-008 -90.027 2.48924e-009 -172.82 6.51775e-006 -108.581 
1.6681e+006 0.148721 90 1.02165 0 15.1862 91.1709 0.00885369 179.269 1 0 1.1104 -0.231185 0.387348 0.00856131 0 180 0.0549711 86.1311 0.0450766 97.2624 0 180 1.10264 179.841 1 0 1.09415 -0.145755 0.0545499 -93.7989 0.0539093 97.2947 0 -180 0 -180 0 0 1.62392e-009 90.0086 1.88979e-010 -172.738 2.85067e-008 -90.0296 2.48993e-009 -172.72 6.37854e-006 -109.066 
1.70735e+006 0.152377 90 1.0227 0 14.8371 91.1319 0.00884852 178.894 1 0 1.11039 -0.239708 0.387351 0.0119605 0 180 0.0537168 85.974 0.0440529 97.3656 0 180 1.10263 179.834 1 0 1.09414 -0.152197 0.0533051 -93.9543 0.0526851 97.3986 0 -180 0 -180 0 0 1.66214e-009 90.012 1.89033e-010 -172.634 2.91774e-008 -90.0322 2.49064e-009 -172.616 6.24275e-006 -109.559 
1.74753e+006 0.156132 90 1.02381 0 14.4961 91.0935 0.00884332 178.518 1 0 1.11038 -0.248355 0.387353 0.0153612 0 180 0.0524914 85.8148 0.0430529 97.4727 0 180 1.10262 179.827 1 0 1.09414 -0.158717 0.0520892 -94.1118 0.0514894 97.5064 0 -180 0 -180 0 0 1.70126e-009 90.0154 1.89089e-010 -172.527 2.98639e-008 -90.0348 2.49139e-009 -172.509 6.11031e-006 -110.061 
1.78865e+006 0.159987 90 1.02497 0 14.1629 91.0557 0.00883809 178.141 1 0 1.11037 -0.257132 0.387356 0.018765 0 180 0.0512943 85.6534 0.0420763 97.5837 0 180 1.10262 179.82 1 0 1.09413 -0.165317 0.0509013 -94.2715 0.0503214 97.6182 0 -180 0 -180 0 0 1.74131e-009 90.0188 1.89148e-010 -172.416 3.05665e-008 -90.0374 2.49217e-009 -172.398 5.98114e-006 -110.572 
1.83074e+006 0.163947 90 1.02619 0 13.8374 91.0185 0.00883281 177.764 1 0 1.11037 -0.266043 0.387359 0.0221734 0 180 0.050125 85.4898 0.0411223 97.6987 0 180 1.10261 179.813 1 0 1.09412 -0.172001 0.049741 -94.4334 0.0491806 97.734 0 -180 0 -180 0 0 1.78229e-009 90.0222 1.8921e-010 -172.301 3.12856e-008 -90.0401 2.49298e-009 -172.282 5.85517e-006 -111.091 
1.87382e+006 0.168014 90 1.02747 0 13.5193 90.9819 0.00882747 177.385 1 0 1.11036 -0.275092 0.387362 0.0255877 0 180 0.0489827 85.3237 0.0401905 97.8177 0 180 1.1026 179.805 1 0 1.09411 -0.178773 0.0486074 -94.5976 0.0480663 97.8538 0 -180 0 -180 0 0 1.82425e-009 90.0256 1.89274e-010 -172.182 3.20216e-008 -90.0427 2.49383e-009 -172.163 5.73233e-006 -111.619 
1.91791e+006 0.172193 90 1.02882 0 13.2085 90.9457 0.00882206 177.005 1 0 1.11035 -0.284283 0.387365 0.0290094 0 180 0.0478668 85.1552 0.0392804 97.9409 0 180 1.10259 179.798 1 0 1.0941 -0.185635 0.0475002 -94.7643 0.046978 97.9777 0 -180 0 -180 0 0 1.86719e-009 90.029 1.89341e-010 -172.059 3.2775e-008 -90.0454 2.49471e-009 -172.039 5.61256e-006 -112.157 
1.96304e+006 0.176487 90 1.03023 0 12.9048 90.9102 0.00881657 176.624 1 0 1.11034 -0.293622 0.387369 0.0324399 0 180 0.0467768 84.9841 0.0383915 98.0681 0 180 1.10258 179.791 1 0 1.09409 -0.19259 0.0464185 -94.9335 0.045915 98.1058 0 -180 0 -180 0 0 1.91114e-009 90.0324 1.89411e-010 -171.932 3.3546e-008 -90.0481 2.49564e-009 -171.911 5.49578e-006 -112.704 
2.00923e+006 0.1809 90 1.03172 0 12.6081 90.8751 0.00881099 176.241 1 0 1.11033 -0.303112 0.387372 0.0358805 0 180 0.0457121 84.8104 0.0375234 98.1996 0 180 1.10257 179.783 1 0 1.09408 -0.199643 0.045362 -95.1053 0.0448768 98.2381 0 -180 0 -180 0 0 1.95613e-009 90.0359 1.89484e-010 -171.8 3.43352e-008 -90.0509 2.4966e-009 -171.779 5.38193e-006 -113.26 
2.05651e+006 0.185437 90 1.03328 0 12.3183 90.8404 0.00880531 175.856 1 0 1.11032 -0.312758 0.387376 0.0393325 0 180 0.044672 84.634 0.0366755 98.3353 0 180 1.10256 179.775 1 0 1.09407 -0.206796 0.0443299 -95.2797 0.0438629 98.3747 0 -180 0 -180 0 0 2.00218e-009 90.0393 1.8956e-010 -171.665 3.51429e-008 -90.0536 2.49761e-009 -171.643 5.27095e-006 -113.826 
2.1049e+006 0.190102 90 1.03492 0 12.0351 90.8063 0.00879951 175.469 1 0 1.11031 -0.322566 0.38738 0.0427972 0 180 0.0436561 84.4547 0.0358474 98.4754 0 180 1.10255 179.768 1 0 1.09406 -0.214053 0.0433218 -95.4569 0.0428726 98.5157 0 -180 0 -180 0 0 2.04932e-009 90.0428 1.8964e-010 -171.525 3.59696e-008 -90.0564 2.49867e-009 -171.503 5.16278e-006 -114.401 
2.15443e+006 0.194899 90 1.03664 0 11.7583 90.7726 0.00879358 175.08 1 0 1.11029 -0.332539 0.387384 0.046276 0 180 0.0426637 84.2726 0.0350387 98.6199 0 180 1.10254 179.76 1 0 1.09405 -0.221417 0.042337 -95.637 0.0419055 98.661 0 -180 0 -180 0 0 2.09756e-009 90.0463 1.89723e-010 -171.38 3.68158e-008 -90.0592 2.49977e-009 -171.358 5.05735e-006 -114.986 
2.20513e+006 0.199834 90 1.03845 0 11.488 90.7393 0.00878752 174.689 1 0 1.11028 -0.342683 0.387389 0.04977 0 180 0.0416944 84.0875 0.0342489 98.7688 0 180 1.10252 179.752 1 0 1.09404 -0.228891 0.0413752 -95.8199 0.040961 98.8109 0 -180 0 -180 0 0 2.14695e-009 90.0498 1.89811e-010 -171.231 3.76819e-008 -90.062 2.50092e-009 -171.208 4.95461e-006 -115.581 
2.25702e+006 0.204911 90 1.04036 0 11.2238 90.7064 0.0087813 174.294 1 0 1.11027 -0.353002 0.387394 0.0532805 0 180 0.0407476 83.8993 0.0334776 98.9222 0 180 1.10251 179.744 1 0 1.09402 -0.236478 0.0404356 -96.006 0.0400387 98.9653 0 -180 0 -180 0 0 2.19749e-009 90.0533 1.89902e-010 -171.078 3.85683e-008 -90.0649 2.50213e-009 -171.054 4.85449e-006 -116.186 
2.31013e+006 0.210137 90 1.04236 0 10.9657 90.6739 0.00877493 173.898 1 0 1.11025 -0.363502 0.387398 0.0568086 0 180 0.0398228 83.7079 0.0327243 99.0803 0 180 1.1025 179.735 1 0 1.09401 -0.244183 0.039518 -96.1951 0.0391379 99.1242 0 -180 0 -180 0 0 2.24923e-009 90.0568 1.89997e-010 -170.92 3.94755e-008 -90.0677 2.50339e-009 -170.896 4.75695e-006 -116.801 
2.36449e+006 0.215517 90 1.04447 0 10.7135 90.6418 0.00876838 173.498 1 0 1.11024 -0.374186 0.387404 0.0603554 0 180 0.0389195 83.5133 0.0319888 99.243 0 180 1.10248 179.727 1 0 1.09399 -0.252009 0.0386216 -96.3875 0.0382583 99.2879 0 -180 0 -180 0 0 2.30219e-009 90.0604 1.90097e-010 -170.757 4.04041e-008 -90.0707 2.50471e-009 -170.733 4.66192e-006 -117.426 
2.42013e+006 0.221056 90 1.04669 0 10.4671 90.6101 0.00876164 173.095 1 0 1.11022 -0.385061 0.387409 0.0639221 0 180 0.0380373 83.3152 0.0312705 99.4104 0 180 1.10247 179.718 1 0 1.09398 -0.259958 0.0377462 -96.5832 0.0373994 99.4563 0 -180 0 -180 0 0 2.3564e-009 90.0639 1.90201e-010 -170.59 4.13545e-008 -90.0736 2.50609e-009 -170.565 4.56934e-006 -118.061 
2.47708e+006 0.226762 90 1.04902 0 10.2264 90.5787 0.0087547 172.688 1 0 1.11021 -0.396131 0.387415 0.0675098 0 180 0.0371755 83.1137 0.0305691 99.5826 0 180 1.10245 179.71 1 0 1.09396 -0.268035 0.0368911 -96.7823 0.0365607 99.6295 0 -180 0 -180 0 0 2.41188e-009 90.0675 1.9031e-010 -170.417 4.23272e-008 -90.0766 2.50753e-009 -170.392 4.47918e-006 -118.706 
2.53536e+006 0.232641 90 1.05147 0 9.99121 90.5476 0.00874755 172.278 1 0 1.11019 -0.407401 0.387421 0.0711193 0 180 0.0363339 82.9087 0.0298842 99.7597 0 180 1.10243 179.701 1 0 1.09395 -0.276243 0.0360559 -96.9849 0.0357417 99.8076 0 -180 0 -180 0 0 2.46867e-009 90.0711 1.90424e-010 -170.24 4.33228e-008 -90.0796 2.50904e-009 -170.214 4.39137e-006 -119.362 
2.59502e+006 0.2387 90 1.05406 0 9.76141 90.5168 0.00874017 171.865 1 0 1.11017 -0.418877 0.387427 0.0747517 0 180 0.0355119 82.7 0.0292155 99.9417 0 180 1.10242 179.692 1 0 1.09393 -0.284586 0.0352403 -97.1911 0.034942 99.9907 0 -180 0 -180 0 0 2.5268e-009 90.0748 1.90544e-010 -170.058 4.43418e-008 -90.0826 2.51061e-009 -170.032 4.30586e-006 -120.027 
2.65609e+006 0.244947 90 1.05678 0 9.53688 90.4863 0.00873255 171.447 1 0 1.11015 -0.430563 0.387434 0.0784079 0 180 0.0347091 82.4875 0.0285626 100.129 0 180 1.1024 179.683 1 0 1.09391 -0.293066 0.0344437 -97.4011 0.0341612 100.179 0 -180 0 -180 0 0 2.58631e-009 90.0784 1.90669e-010 -169.871 4.53848e-008 -90.0857 2.51226e-009 -169.844 4.22261e-006 -120.704 
