f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f jV0500m jV0500f jV0800m jV0800f jV1100m jV1100f jV1300m jV1300f jV1700m jV1700f jV1800m jV1800f 
1204.5 0.000105113 90 1 0 607.58 178.345 0.0392797 -2.03416 1 0 1.05835 0.0815162 0.406182 -0.0769933 0 0 2.19152 178.341 1.79283 178.35 0 0 1.05012 -179.917 1 0 1.04402 0.0796563 2.1747 -1.65848 2.14406 178.35 0 0 0 0 0 0 1.22961e-012 89.923 5.42735e-012 -91.6505 1.99881e-011 -89.9505 7.15077e-011 -91.6505 0.000245663 -1.66984 
1232.85 0.000107586 90 1 0 607.568 178.306 0.039279 -2.082 1 0 1.05835 0.0834309 0.406182 -0.078802 0 0 2.19147 178.302 1.7928 178.311 0 0 1.05012 -179.915 1 0 1.04402 0.0815273 2.17466 -1.69749 2.14402 178.311 0 0 0 0 0 0 1.25855e-012 89.9212 5.55495e-012 -91.6893 2.04585e-011 -89.9493 7.31889e-011 -91.6893 0.000245658 -1.70911 
1261.86 0.000110118 90 1 0 607.555 178.266 0.0392782 -2.13097 1 0 1.05835 0.0853904 0.406181 -0.0806531 0 0 2.19143 178.263 1.79276 178.271 0 0 1.05012 -179.913 1 0 1.04402 0.0834421 2.17461 -1.73741 2.14397 178.271 0 0 0 0 0 0 1.28816e-012 89.9193 5.68555e-012 -91.729 2.09399e-011 -89.9481 7.49095e-011 -91.729 0.000245653 -1.74931 
1291.55 0.000112709 90 1 0 607.542 178.226 0.0392774 -2.18108 1 0 1.05835 0.0873957 0.40618 -0.0825475 0 0 2.19138 178.222 1.79272 178.23 0 0 1.05013 -179.911 1 0 1.04402 0.0854017 2.17456 -1.77826 2.14392 178.23 0 0 0 0 0 0 1.31847e-012 89.9175 5.81921e-012 -91.7697 2.14327e-011 -89.9469 7.66705e-011 -91.7697 0.000245648 -1.79044 
1321.94 0.000115361 90 1 0 607.528 178.184 0.0392765 -2.23238 1 0 1.05836 0.0894479 0.406179 -0.0844863 0 0 2.19133 178.18 1.79268 178.189 0 0 1.05013 -179.909 1 0 1.04402 0.0874071 2.17451 -1.82008 2.14388 178.189 0 0 0 0 0 0 1.34949e-012 89.9155 5.956e-012 -91.8113 2.1937e-011 -89.9457 7.84729e-011 -91.8113 0.000245642 -1.83255 
1353.05 0.000118076 90 1 0 607.513 178.141 0.0392757 -2.28488 1 0 1.05836 0.0915481 0.406178 -0.0864704 0 0 2.19128 178.137 1.79264 178.146 0 0 1.05013 -179.907 1 0 1.04403 0.0894593 2.17446 -1.86288 2.14382 178.146 0 0 0 0 0 0 1.38124e-012 89.9135 6.09601e-012 -91.8539 2.24532e-011 -89.9444 8.03175e-011 -91.8539 0.000245636 -1.87564 
1384.89 0.000120854 90 1 0 607.498 178.097 0.0392747 -2.33861 1 0 1.05836 0.0936974 0.406177 -0.0885009 0 0 2.19122 178.093 1.79259 178.103 0 0 1.05014 -179.905 1 0 1.04403 0.0915596 2.17441 -1.90668 2.14377 178.103 0 0 0 0 0 0 1.41374e-012 89.9115 6.2393e-012 -91.8975 2.29816e-011 -89.9431 8.22054e-011 -91.8975 0.00024563 -1.91974 
1417.47 0.000123698 90 1 0 607.482 178.053 0.0392737 -2.39361 1 0 1.05836 0.0958969 0.406176 -0.0905788 0 0 2.19116 178.048 1.79255 178.058 0 0 1.05014 -179.902 1 0 1.04403 0.0937089 2.17435 -1.95151 2.14371 178.058 0 0 0 0 0 0 1.447e-012 89.9094 6.38594e-012 -91.9421 2.35224e-011 -89.9418 8.41376e-011 -91.9421 0.000245624 -1.96488 
1450.83 0.000126609 90 1 0 607.466 178.007 0.0392727 -2.4499 1 0 1.05837 0.0981477 0.406175 -0.0927054 0 0 2.1911 178.003 1.7925 178.012 0 0 1.05014 -179.9 1 0 1.04404 0.0959084 2.17429 -1.9974 2.14366 178.012 0 0 0 0 0 0 1.48105e-012 89.9073 6.53603e-012 -91.9877 2.4076e-011 -89.9404 8.6115e-011 -91.9877 0.000245617 -2.01108 
1484.97 0.000129588 90 1 0 607.448 177.96 0.0392716 -2.5075 1 0 1.05837 0.100451 0.406174 -0.0948816 0 0 2.19104 177.956 1.79244 177.966 0 0 1.05014 -179.898 1 0 1.04404 0.0981593 2.17423 -2.04436 2.14359 177.966 0 0 0 0 0 0 1.5159e-012 89.9051 6.68964e-012 -92.0345 2.46426e-011 -89.939 8.81389e-011 -92.0345 0.00024561 -2.05836 
1519.91 0.000132637 90 1 0 607.43 177.912 0.0392705 -2.56647 1 0 1.05837 0.102808 0.406173 -0.0971087 0 0 2.19097 177.908 1.79239 177.918 0 0 1.05015 -179.895 1 0 1.04404 0.100463 2.17416 -2.09243 2.14353 177.918 0 0 0 0 0 0 1.55156e-012 89.9029 6.84685e-012 -92.0823 2.52225e-011 -89.9376 9.02102e-011 -92.0823 0.000245603 -2.10676 
1555.68 0.000135758 90 1 0 607.411 177.863 0.0392693 -2.62681 1 0 1.05838 0.105221 0.406172 -0.0993878 0 0 2.19091 177.858 1.79233 177.869 0 0 1.05015 -179.893 1 0 1.04404 0.10282 2.17409 -2.14162 2.14346 177.869 0 0 0 0 0 0 1.58807e-012 89.9006 7.00774e-012 -92.1313 2.5816e-011 -89.9361 9.233e-011 -92.1313 0.000245595 -2.15629 
1592.28 0.000138953 90 1 0 607.391 177.813 0.0392681 -2.68858 1 0 1.05838 0.107689 0.406171 -0.10172 0 0 2.19083 177.808 1.79227 177.819 0 0 1.05015 -179.89 1 0 1.04405 0.105232 2.17402 -2.19196 2.14339 177.819 0 0 0 0 0 0 1.62543e-012 89.8983 7.1724e-012 -92.1814 2.64236e-011 -89.9346 9.44995e-011 -92.1814 0.000245587 -2.20698 
1629.75 0.000142223 90 1 0 607.369 177.761 0.0392668 -2.75179 1 0 1.05838 0.110215 0.40617 -0.104107 0 0 2.19076 177.756 1.79221 177.767 0 0 1.05016 -179.888 1 0 1.04405 0.1077 2.17395 -2.24349 2.14332 177.767 0 0 0 0 0 0 1.66368e-012 89.8959 7.34092e-012 -92.2326 2.70454e-011 -89.9331 9.67198e-011 -92.2326 0.000245578 -2.25886 
1668.1 0.000145569 90 1 0 607.347 177.709 0.0392655 -2.81648 1 0 1.05839 0.1128 0.406168 -0.106549 0 0 2.19068 177.704 1.79215 177.715 0 0 1.05016 -179.885 1 0 1.04406 0.110226 2.17387 -2.29623 2.14324 177.715 0 0 0 0 0 0 1.70282e-012 89.8935 7.51339e-012 -92.2851 2.76819e-011 -89.9315 9.89921e-011 -92.2851 0.000245569 -2.31196 
1707.35 0.000148995 90 1 0 607.324 177.655 0.039264 -2.8827 1 0 1.05839 0.115445 0.406167 -0.109048 0 0 2.19059 177.65 1.79208 177.661 0 0 1.05017 -179.883 1 0 1.04406 0.112811 2.17379 -2.3502 2.14316 177.661 0 0 0 0 0 0 1.74288e-012 89.891 7.68989e-012 -92.3388 2.83333e-011 -89.9299 1.01318e-010 -92.3388 0.00024556 -2.3663 
1747.53 0.000152501 90 1 0 607.3 177.6 0.0392626 -2.95047 1 0 1.0584 0.118151 0.406165 -0.111606 0 0 2.19051 177.594 1.79201 177.606 0 0 1.05017 -179.88 1 0 1.04406 0.115456 2.1737 -2.40544 2.14307 177.606 0 0 0 0 0 0 1.78389e-012 89.8884 7.87053e-012 -92.3938 2.90001e-011 -89.9282 1.03698e-010 -92.3938 0.00024555 -2.42192 
1788.65 0.000156089 90 1 0 607.275 177.543 0.039261 -3.01983 1 0 1.0584 0.120921 0.406164 -0.114223 0 0 2.19041 177.538 1.79193 177.55 0 0 1.05017 -179.877 1 0 1.04407 0.118162 2.17361 -2.46197 2.14298 177.55 0 0 0 0 0 0 1.82586e-012 89.8858 8.0554e-012 -92.4501 2.96826e-011 -89.9266 1.06133e-010 -92.4501 0.00024554 -2.47884 
1830.74 0.000159762 90 1 0 607.248 177.486 0.0392594 -3.09081 1 0 1.05841 0.123755 0.406162 -0.116901 0 0 2.19032 177.48 1.79185 177.492 0 0 1.05018 -179.874 1 0 1.04407 0.120932 2.17351 -2.51983 2.14289 177.492 0 0 0 0 0 0 1.86881e-012 89.8831 8.24459e-012 -92.5077 3.03811e-011 -89.9248 1.08626e-010 -92.5076 0.000245529 -2.5371 
1873.82 0.000163521 90 1 0 607.22 177.427 0.0392577 -3.16346 1 0 1.05841 0.126655 0.406161 -0.119641 0 0 2.19022 177.421 1.79177 177.433 0 0 1.05018 -179.871 1 0 1.04408 0.123765 2.17341 -2.57905 2.14279 177.433 0 0 0 0 0 0 1.91278e-012 89.8804 8.4382e-012 -92.5666 3.10961e-011 -89.9231 1.11177e-010 -92.5666 0.000245518 -2.59672 
1917.91 0.000167369 90 1 0 607.191 177.366 0.0392559 -3.23782 1 0 1.05842 0.129622 0.406159 -0.122445 0 0 2.19011 177.36 1.79169 177.373 0 0 1.05019 -179.868 1 0 1.04408 0.126665 2.17331 -2.63965 2.14269 177.373 0 0 0 0 0 0 1.95778e-012 89.8776 8.63635e-012 -92.6269 3.18279e-011 -89.9213 1.13788e-010 -92.6269 0.000245506 -2.65774 
1963.04 0.000171308 90 1 0 607.161 177.304 0.039254 -3.31391 1 0 1.05842 0.132658 0.406157 -0.125315 0 0 2.19 177.298 1.7916 177.311 0 0 1.0502 -179.865 1 0 1.04409 0.129632 2.1732 -2.70167 2.14258 177.311 0 0 0 0 0 0 2.00384e-012 89.8747 8.83913e-012 -92.6886 3.2577e-011 -89.9194 1.16459e-010 -92.6886 0.000245494 -2.72019 
2009.23 0.000175339 90 1 0 607.129 177.241 0.039252 -3.3918 1 0 1.05843 0.135765 0.406155 -0.12825 0 0 2.18989 177.235 1.7915 177.248 0 0 1.0502 -179.862 1 0 1.04409 0.132668 2.17309 -2.76515 2.14247 177.248 0 0 0 0 0 0 2.05098e-012 89.8717 9.04664e-012 -92.7518 3.33436e-011 -89.9175 1.19193e-010 -92.7518 0.000245481 -2.7841 
2056.51 0.000179465 90 1 0 607.095 177.176 0.03925 -3.4715 1 0 1.05843 0.138943 0.406153 -0.131255 0 0 2.18977 177.17 1.7914 177.184 0 0 1.05021 -179.859 1 0 1.0441 0.135774 2.17297 -2.83011 2.14235 177.184 0 0 0 0 0 0 2.09923e-012 89.8687 9.25901e-012 -92.8164 3.41284e-011 -89.9156 1.21991e-010 -92.8164 0.000245467 -2.84951 
2104.9 0.000183688 90 1 0 607.06 177.11 0.0392478 -3.55308 1 0 1.05844 0.142195 0.406151 -0.134328 0 0 2.18964 177.103 1.7913 177.117 0 0 1.05021 -179.855 1 0 1.0441 0.138952 2.17284 -2.8966 2.14222 177.117 0 0 0 0 0 0 2.14862e-012 89.8657 9.47634e-012 -92.8826 3.49316e-011 -89.9136 1.24855e-010 -92.8826 0.000245453 -2.91645 
2154.43 0.00018801 90 1 0 607.023 177.042 0.0392456 -3.63656 1 0 1.05844 0.145523 0.406149 -0.137473 0 0 2.18951 177.035 1.79119 177.05 0 0 1.05022 -179.852 1 0 1.04411 0.142203 2.17271 -2.96464 2.14209 177.05 0 0 0 0 0 0 2.19917e-012 89.8625 9.69874e-012 -92.9503 3.57537e-011 -89.9116 1.27785e-010 -92.9503 0.000245438 -2.98495 
2205.13 0.000192434 90 1 0 606.985 176.972 0.0392432 -3.72201 1 0 1.05845 0.148927 0.406146 -0.140691 0 0 2.18937 176.966 1.79108 176.98 0 0 1.05023 -179.848 1 0 1.04412 0.14553 2.17257 -3.03427 2.14196 176.98 0 0 0 0 0 0 2.2509e-012 89.8593 9.92633e-012 -93.0196 3.65951e-011 -89.9096 1.30784e-010 -93.0196 0.000245423 -3.05507 
2257.02 0.000196962 90 1 0 606.945 176.901 0.0392408 -3.80945 1 0 1.05846 0.15241 0.406144 -0.143983 0 0 2.18922 176.894 1.79096 176.909 0 0 1.05023 -179.845 1 0 1.04412 0.148934 2.17243 -3.10553 2.14182 176.91 0 0 0 0 0 0 2.30385e-012 89.856 1.01592e-011 -93.0905 3.74564e-011 -89.9074 1.33852e-010 -93.0905 0.000245406 -3.12682 
2310.13 0.000201597 90 1 0 606.902 176.828 0.0392382 -3.89894 1 0 1.05847 0.155974 0.406141 -0.147352 0 0 2.18907 176.821 1.79083 176.837 0 0 1.05024 -179.841 1 0 1.04413 0.152416 2.17228 -3.17846 2.14167 176.837 0 0 0 0 0 0 2.35805e-012 89.8526 1.03976e-011 -93.1631 3.8338e-011 -89.9053 1.36992e-010 -93.1631 0.000245389 -3.20025 
2364.49 0.000206341 90 1 0 606.858 176.754 0.0392355 -3.99053 1 0 1.05847 0.15962 0.406139 -0.150798 0 0 2.18891 176.747 1.7907 176.763 0 0 1.05025 -179.838 1 0 1.04414 0.155979 2.17212 -3.2531 2.14151 176.763 0 0 0 0 0 0 2.41352e-012 89.8492 1.06415e-011 -93.2374 3.92403e-011 -89.9031 1.40206e-010 -93.2373 0.000245372 -3.27539 
2420.13 0.000211196 90 1 0 606.812 176.678 0.0392326 -4.08426 1 0 1.05848 0.16335 0.406136 -0.154324 0 0 2.18875 176.67 1.79057 176.687 0 0 1.05026 -179.834 1 0 1.04415 0.159623 2.17195 -3.32948 2.14135 176.687 0 0 0 0 0 0 2.4703e-012 89.8457 1.0891e-011 -93.3134 4.01638e-011 -89.9008 1.43494e-010 -93.3134 0.000245353 -3.3523 
2477.08 0.000216166 90 1 0 606.763 176.6 0.0392296 -4.18018 1 0 1.05849 0.167165 0.406133 -0.157932 0 0 2.18857 176.592 1.79042 176.609 0 0 1.05027 -179.83 1 0 1.04415 0.163352 2.17178 -3.40764 2.14118 176.609 0 0 0 0 0 0 2.52841e-012 89.8421 1.11464e-011 -93.3912 4.11091e-011 -89.8985 1.46859e-010 -93.3911 0.000245333 -3.431 
2535.36 0.000221252 90 1 0 606.713 176.52 0.0392265 -4.27835 1 0 1.0585 0.171069 0.40613 -0.161622 0 0 2.18839 176.512 1.79027 176.529 0 0 1.05027 -179.826 1 0 1.04416 0.167166 2.1716 -3.48763 2.141 176.529 0 0 0 0 0 0 2.58789e-012 89.8384 1.14077e-011 -93.4708 4.20767e-011 -89.8961 1.50302e-010 -93.4707 0.000245313 -3.51154 
2595.02 0.000226459 90 1 0 606.659 176.438 0.0392233 -4.37881 1 0 1.05851 0.175062 0.406127 -0.165397 0 0 2.1882 176.43 1.79012 176.448 0 0 1.05028 -179.822 1 0 1.04417 0.171068 2.17141 -3.56949 2.14081 176.448 0 0 0 0 0 0 2.64876e-012 89.8346 1.16752e-011 -93.5522 4.3067e-011 -89.8937 1.53825e-010 -93.5522 0.000245291 -3.59396 
2656.09 0.000231787 90 1 0 606.604 176.355 0.0392198 -4.48163 1 0 1.05852 0.179146 0.406123 -0.16926 0 0 2.18799 176.347 1.78995 176.364 0 0 1.05029 -179.818 1 0 1.04418 0.17506 2.17121 -3.65326 2.14061 176.364 0 0 0 0 0 0 2.71107e-012 89.8307 1.19488e-011 -93.6356 4.40806e-011 -89.8912 1.5743e-010 -93.6356 0.000245269 -3.67831 
2718.59 0.000237242 90 1 0 606.545 176.269 0.0392163 -4.58684 1 0 1.05853 0.183325 0.40612 -0.173211 0 0 2.18778 176.261 1.78978 176.279 0 0 1.0503 -179.813 1 0 1.04419 0.179143 2.171 -3.73899 2.14041 176.279 0 0 0 0 0 0 2.77484e-012 89.8268 1.22288e-011 -93.7209 4.51182e-011 -89.8887 1.61119e-010 -93.7209 0.000245245 -3.76462 
2782.56 0.000242824 90 1 0 606.484 176.182 0.0392125 -4.69451 1 0 1.05854 0.187599 0.406116 -0.177252 0 0 2.18756 176.173 1.7896 176.192 0 0 1.05032 -179.809 1 0 1.0442 0.18332 2.17078 -3.82671 2.14019 176.192 0 0 0 0 0 0 2.8401e-012 89.8227 1.25153e-011 -93.8082 4.61801e-011 -89.8861 1.64894e-010 -93.8082 0.00024522 -3.85295 
2848.04 0.000248538 90 1 0 606.42 176.092 0.0392086 -4.8047 1 0 1.05855 0.19197 0.406112 -0.181387 0 0 2.18733 176.083 1.78941 176.102 0 0 1.05033 -179.805 1 0 1.04421 0.187592 2.17055 -3.91649 2.13997 176.103 0 0 0 0 0 0 2.90691e-012 89.8186 1.28084e-011 -93.8975 4.72671e-011 -89.8834 1.68756e-010 -93.8975 0.000245194 -3.94334 
2915.05 0.000254386 90 1 0 606.353 176 0.0392045 -4.91746 1 0 1.05856 0.196442 0.406108 -0.185616 0 0 2.18709 175.992 1.78921 176.011 0 0 1.05034 -179.8 1 0 1.04422 0.191961 2.17031 -4.00835 2.13973 176.011 0 0 0 0 0 0 2.97528e-012 89.8144 1.31084e-011 -93.989 4.83797e-011 -89.8807 1.72708e-010 -93.9889 0.000245167 -4.03584 
2983.65 0.000260372 90 1 0 606.283 175.907 0.0392002 -5.03286 1 0 1.05857 0.201015 0.406104 -0.189941 0 0 2.18684 175.898 1.78901 175.917 0 0 1.05035 -179.795 1 0 1.04424 0.196431 2.17006 -4.10235 2.13948 175.918 0 0 0 0 0 0 3.04526e-012 89.8101 1.34153e-011 -94.0825 4.95184e-011 -89.8779 1.76752e-010 -94.0825 0.000245139 -4.13049 
3053.86 0.000266499 90 1 0 606.209 175.811 0.0391956 -5.15094 1 0 1.05859 0.205693 0.406099 -0.194366 0 0 2.18657 175.801 1.78879 175.822 0 0 1.05036 -179.791 1 0 1.04425 0.201002 2.1698 -4.19855 2.13922 175.822 0 0 0 0 0 0 3.11688e-012 89.8056 1.37293e-011 -94.1782 5.0684e-011 -89.8751 1.80889e-010 -94.1782 0.000245109 -4.22734 
3125.72 0.00027277 90 1 0 606.132 175.712 0.0391909 -5.27178 1 0 1.0586 0.210477 0.406095 -0.198891 0 0 2.18629 175.703 1.78856 175.724 0 0 1.05038 -179.786 1 0 1.04426 0.205677 2.16952 -4.29698 2.13895 175.724 0 0 0 0 0 0 3.19019e-012 89.8011 1.40506e-011 -94.2762 5.18771e-011 -89.8722 1.85122e-010 -94.2762 0.000245078 -4.32645 
3199.27 0.000279189 90 1 0 606.052 175.612 0.039186 -5.39544 1 0 1.05862 0.215369 0.40609 -0.20352 0 0 2.186 175.602 1.78832 175.624 0 0 1.05039 -179.781 1 0 1.04427 0.210457 2.16923 -4.3977 2.13867 175.624 0 0 0 0 0 0 3.26522e-012 89.7965 1.43793e-011 -94.3764 5.30982e-011 -89.8692 1.89453e-010 -94.3764 0.000245046 -4.42787 
3274.55 0.000285758 90 1 0 605.967 175.509 0.0391808 -5.52198 1 0 1.05863 0.220373 0.406085 -0.208253 0 0 2.1857 175.499 1.78808 175.521 0 0 1.05041 -179.776 1 0 1.04429 0.215347 2.16893 -4.50077 2.13837 175.521 0 0 0 0 0 0 3.34201e-012 89.7917 1.47156e-011 -94.479 5.43481e-011 -89.8662 1.93884e-010 -94.479 0.000245011 -4.53165 
3351.6 0.000292483 90 1 0 605.879 175.404 0.0391754 -5.65146 1 0 1.05865 0.225489 0.406079 -0.213094 0 0 2.18538 175.394 1.78781 175.416 0 0 1.05042 -179.771 1 0 1.0443 0.220346 2.16861 -4.60623 2.13806 175.416 0 0 0 0 0 0 3.42061e-012 89.7869 1.50596e-011 -94.5839 5.56275e-011 -89.863 1.98417e-010 -94.5839 0.000244976 -4.63783 
3430.47 0.000299365 90 1 0 605.786 175.296 0.0391697 -5.78396 1 0 1.05866 0.230721 0.406074 -0.218045 0 0 2.18505 175.286 1.78754 175.309 0 0 1.05044 -179.765 1 0 1.04432 0.225459 2.16828 -4.71414 2.13773 175.309 0 0 0 0 0 0 3.50105e-012 89.782 1.54117e-011 -94.6913 5.6937e-011 -89.8599 2.03055e-010 -94.6913 0.000244938 -4.74649 
3511.19 0.000306409 90 1 0 605.689 175.186 0.0391637 -5.91954 1 0 1.05868 0.23607 0.406068 -0.223108 0 0 2.1847 175.175 1.78726 175.199 0 0 1.05046 -179.76 1 0 1.04434 0.230687 2.16793 -4.82455 2.13739 175.199 0 0 0 0 0 0 3.58338e-012 89.7769 1.57718e-011 -94.8012 5.82773e-011 -89.8566 2.078e-010 -94.8012 0.000244899 -4.85766 
3593.81 0.000313619 90 1 0 605.588 175.073 0.0391575 -6.05828 1 0 1.0587 0.24154 0.406062 -0.228284 0 0 2.18433 175.062 1.78696 175.086 0 0 1.05047 -179.754 1 0 1.04435 0.236032 2.16757 -4.93753 2.13703 175.086 0 0 0 0 0 0 3.66764e-012 89.7717 1.61402e-011 -94.9136 5.96493e-011 -89.8533 2.12654e-010 -94.9136 0.000244858 -4.97142 
3678.38 0.000320999 90 1 0 605.482 174.958 0.039151 -6.20024 1 0 1.05872 0.247132 0.406055 -0.233578 0 0 2.18395 174.947 1.78664 174.971 0 0 1.05049 -179.749 1 0 1.04437 0.241497 2.16719 -5.05312 2.13665 174.971 0 0 0 0 0 0 3.75389e-012 89.7664 1.65171e-011 -95.0287 6.10535e-011 -89.8499 2.1762e-010 -95.0286 0.000244815 -5.08781 
3764.94 0.000328553 90 1 0 605.37 174.84 0.0391442 -6.3455 1 0 1.05874 0.25285 0.406048 -0.23899 0 0 2.18355 174.828 1.78631 174.854 0 0 1.05051 -179.743 1 0 1.04439 0.247084 2.16679 -5.17139 2.13626 174.854 0 0 0 0 0 0 3.84216e-012 89.761 1.69027e-011 -95.1464 6.24909e-011 -89.8464 2.227e-010 -95.1463 0.00024477 -5.2069 
3853.53 0.000336284 90 1 0 605.254 174.719 0.039137 -6.49413 1 0 1.05876 0.258694 0.406041 -0.244524 0 0 2.18313 174.707 1.78597 174.733 0 0 1.05053 -179.737 1 0 1.04441 0.252796 2.16637 -5.2924 2.13585 174.733 0 0 0 0 0 0 3.9325e-012 89.7555 1.72971e-011 -95.2668 6.39621e-011 -89.8429 2.27896e-010 -95.2667 0.000244723 -5.32874 
3944.21 0.000344197 90 1 0 605.132 174.596 0.0391295 -6.6462 1 0 1.05878 0.264669 0.406034 -0.250182 0 0 2.18269 174.584 1.78561 174.61 0 0 1.05056 -179.731 1 0 1.04443 0.258635 2.16594 -5.41621 2.13542 174.61 0 0 0 0 0 0 4.02496e-012 89.7498 1.77005e-011 -95.39 6.5468e-011 -89.8392 2.33212e-010 -95.3899 0.000244674 -5.45341 
4037.02 0.000352296 90 1 0 605.004 174.469 0.0391217 -6.80181 1 0 1.0588 0.270777 0.406026 -0.255965 0 0 2.18222 174.457 1.78523 174.484 0 0 1.05058 -179.724 1 0 1.04445 0.264603 2.16548 -5.54288 2.13497 174.484 0 0 0 0 0 0 4.11959e-012 89.744 1.81132e-011 -95.516 6.70093e-011 -89.8355 2.38649e-010 -95.516 0.000244622 -5.58095 
4132.01 0.000360586 90 1 0 604.87 174.34 0.0391135 -6.96102 1 0 1.05882 0.27702 0.406018 -0.261878 0 0 2.18174 174.327 1.78484 174.355 0 0 1.0506 -179.718 1 0 1.04447 0.270704 2.165 -5.67248 2.1345 174.355 0 0 0 0 0 0 4.21645e-012 89.7381 1.85353e-011 -95.645 6.85871e-011 -89.8317 2.44211e-010 -95.6449 0.000244568 -5.71144 
4229.24 0.000369071 90 1 0 604.73 174.208 0.0391049 -7.12391 1 0 1.05885 0.2834 0.40601 -0.267922 0 0 2.18124 174.195 1.78443 174.223 0 0 1.05063 -179.712 1 0 1.0445 0.276939 2.1645 -5.80506 2.134 174.223 0 0 0 0 0 0 4.31558e-012 89.7321 1.89671e-011 -95.7769 7.0202e-011 -89.8279 2.499e-010 -95.7769 0.000244511 -5.84494 
4328.76 0.000377756 90 1 0 604.584 174.072 0.0390959 -7.29057 1 0 1.05887 0.289921 0.406001 -0.274099 0 0 2.18071 174.059 1.78399 174.088 0 0 1.05065 -179.705 1 0 1.04452 0.283312 2.16398 -5.9407 2.13349 174.088 0 0 0 0 0 0 4.41703e-012 89.7259 1.94087e-011 -95.9119 7.18549e-011 -89.8239 2.55718e-010 -95.9119 0.000244452 -5.98152 
4430.62 0.000386645 90 1 0 604.43 173.934 0.0390865 -7.46109 1 0 1.0589 0.296585 0.405991 -0.280413 0 0 2.18016 173.92 1.78354 173.95 0 0 1.05068 -179.698 1 0 1.04455 0.289824 2.16343 -6.07946 2.13294 173.95 0 0 0 0 0 0 4.52086e-012 89.7196 1.98604e-011 -96.05 7.35469e-011 -89.8198 2.61669e-010 -96.0499 0.00024439 -6.12124 
4534.88 0.000395743 90 1 0 604.27 173.792 0.0390767 -7.63554 1 0 1.05893 0.303394 0.405982 -0.286866 0 0 2.17958 173.778 1.78307 173.809 0 0 1.05071 -179.691 1 0 1.04458 0.296478 2.16285 -6.22142 2.13238 173.809 0 0 0 0 0 0 4.62713e-012 89.7131 2.03223e-011 -96.1913 7.52787e-011 -89.8157 2.67755e-010 -96.1912 0.000244325 -6.26418 
4641.59 0.000405055 90 1 0 604.102 173.647 0.0390663 -7.81402 1 0 1.05896 0.310351 0.405972 -0.29346 0 0 2.17897 173.633 1.78257 173.664 0 0 1.05074 -179.684 1 0 1.0446 0.303277 2.16225 -6.36663 2.13178 173.664 0 0 0 0 0 0 4.7359e-012 89.7065 2.07947e-011 -96.3358 7.70514e-011 -89.8115 2.73979e-010 -96.3357 0.000244257 -6.4104 
4750.81 0.000414586 90 1 0 603.926 173.499 0.0390555 -7.99661 1 0 1.05899 0.317459 0.405961 -0.300198 0 0 2.17834 173.485 1.78205 173.516 0 0 1.05077 -179.677 1 0 1.04463 0.310223 2.16162 -6.51518 2.13116 173.517 0 0 0 0 0 0 4.84721e-012 89.6998 2.12778e-011 -96.4836 7.88659e-011 -89.8072 2.80345e-010 -96.4835 0.000244186 -6.55998 
4862.6 0.000424342 90 1 0 603.742 173.347 0.0390442 -8.18341 1 0 1.05902 0.324721 0.40595 -0.307083 0 0 2.17767 173.333 1.78151 173.365 0 0 1.0508 -179.67 1 0 1.04466 0.31732 2.16096 -6.66714 2.13051 173.365 0 0 0 0 0 0 4.96113e-012 89.6929 2.17719e-011 -96.6348 8.07231e-011 -89.8027 2.86854e-010 -96.6347 0.000244111 -6.71299 
4977.02 0.000434327 90 1 0 603.549 173.192 0.0390324 -8.3745 1 0 1.05905 0.332139 0.405938 -0.314117 0 0 2.17698 173.177 1.78094 173.211 0 0 1.05084 -179.662 1 0 1.0447 0.324569 2.16027 -6.82257 2.12983 173.211 0 0 0 0 0 0 5.07773e-012 89.6859 2.22771e-011 -96.7895 8.26242e-011 -89.7982 2.9351e-010 -96.7894 0.000244033 -6.8695 
5094.14 0.000444547 90 1 0 603.347 173.034 0.03902 -8.56999 1 0 1.05909 0.339715 0.405926 -0.321303 0 0 2.17625 173.018 1.78034 173.052 0 0 1.05087 -179.654 1 0 1.04473 0.331973 2.15955 -6.98156 2.12912 173.052 0 0 0 0 0 0 5.19706e-012 89.6787 2.27937e-011 -96.9477 8.45701e-011 -89.7936 3.00316e-010 -96.9476 0.000243952 -7.02959 
5214.01 0.000455008 90 1 0 603.136 172.871 0.0390071 -8.76996 1 0 1.05913 0.347453 0.405913 -0.328644 0 0 2.17549 172.856 1.77972 172.891 0 0 1.05091 -179.646 1 0 1.04477 0.339535 2.15879 -7.14417 2.12838 172.891 0 0 0 0 0 0 5.31918e-012 89.6714 2.33219e-011 -97.1095 8.6562e-011 -89.7889 3.07276e-010 -97.1094 0.000243867 -7.19334 
5336.7 0.000465715 90 1 0 602.915 172.705 0.0389935 -8.97452 1 0 1.05917 0.355355 0.4059 -0.336142 0 0 2.17469 172.689 1.77907 172.725 0 0 1.05095 -179.638 1 0 1.0448 0.347257 2.158 -7.3105 2.1276 172.725 0 0 0 0 0 0 5.44417e-012 89.6639 2.38619e-011 -97.275 8.86008e-011 -89.7841 3.14391e-010 -97.2749 0.000243777 -7.36082 
