f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f 19m 19f 20m 20f 21m 21f 22m 22f 23m 23f 24m 24f jV0013m jV0013f jV0014m jV0014f jV0015m jV0015f jV0016m jV0016f jV0017m jV0017f jV0018m jV0018f jV0020m jV0020f jV0019m jV0019f jV0022m jV0022f jV0021m jV0021f jV0024m jV0024f jV0023m jV0023f jV0100m jV0100f jV0200m jV0200f jV0300m jV0300f jV0400m jV0400f jV0500m jV0500f jV0600m jV0600f jV0800m jV0800f jV0700m jV0700f jV1000m jV1000f jV0900m jV0900f jV1200m jV1200f jV1100m jV1100f 
2.15443e+006 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.17318e-007 -90 0.00022 0.0270284 1.62441e-007 -90 0.0001005 0.0463043 1.62441e-007 -90 1.35367e-008 90 1.17318e-007 -90 0.00022 179.996 1.62441e-007 -90 0.0001005 179.954 1.62441e-007 -90 1.35367e-008 90 4.69273e-008 -90 0.00022 0.0108113 6.49762e-008 -90 0.0001005 0.0185217 6.49762e-008 -90 5.41468e-009 90 4.69273e-008 -90 0.00022 179.999 6.49762e-008 -90 0.0001005 179.981 6.49762e-008 -90 5.41468e-009 90 
2.78256e+006 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.51522e-007 -90 0.00022 0.0349085 2.098e-007 -90 0.0001005 0.0598042 2.098e-007 -90 1.74833e-008 90 1.51522e-007 -90 0.00022 179.995 2.098e-007 -90 0.0001005 179.94 2.098e-007 -90 1.74833e-008 90 6.06089e-008 -90 0.00022 0.0139634 8.392e-008 -90 0.0001005 0.0239217 8.392e-008 -90 6.99333e-009 90 6.06089e-008 -90 0.00022 179.998 8.392e-008 -90 0.0001005 179.976 8.392e-008 -90 6.99333e-009 90 
3.59381e+006 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.95699e-007 -90 0.00022 0.045086 2.70967e-007 -90 0.0001005 0.0772401 2.70967e-007 -90 2.25806e-008 90 1.95699e-007 -90 0.00022 179.994 2.70967e-007 -90 0.0001005 179.923 2.70967e-007 -90 2.25806e-008 90 7.82794e-008 -90 0.00022 0.0180344 1.08387e-007 -90 0.0001005 0.0308961 1.08387e-007 -90 9.03224e-009 90 7.82794e-008 -90 0.00022 179.998 1.08387e-007 -90 0.0001005 179.969 1.08387e-007 -90 9.03224e-009 90 
4.64159e+006 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 2.52754e-007 -90 0.00022 0.0582308 3.49968e-007 -90 0.0001005 0.0997594 3.49968e-007 -90 2.9164e-008 90 2.52754e-007 -90 0.00022 179.992 3.49968e-007 -90 0.0001005 179.9 3.49968e-007 -90 2.9164e-008 90 1.01102e-007 -90 0.00022 0.0232923 1.39987e-007 -90 0.0001005 0.0399038 1.39987e-007 -90 1.16656e-008 90 1.01102e-007 -90 0.00022 179.997 1.39987e-007 -90 0.0001005 179.96 1.39987e-007 -90 1.16656e-008 90 
5.99484e+006 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 3.26445e-007 -90 0.00022 0.075208 4.52e-007 -90 0.0001005 0.128844 4.52e-007 -90 3.76667e-008 90 3.26445e-007 -90 0.00022 179.99 4.52e-007 -90 0.0001005 179.871 4.52e-007 -90 3.76667e-008 90 1.30578e-007 -90 0.00022 0.0300832 1.808e-007 -90 0.0001005 0.0515377 1.808e-007 -90 1.50667e-008 90 1.30578e-007 -90 0.00022 179.996 1.808e-007 -90 0.0001005 179.948 1.808e-007 -90 1.50667e-008 90 
7.74264e+006 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 4.2162e-007 -90 0.00022 0.0971348 5.83781e-007 -90 0.0001005 0.166408 5.83781e-007 -90 4.86484e-008 90 4.2162e-007 -90 0.00022 179.987 5.83781e-007 -90 0.0001005 179.834 5.83781e-007 -90 4.86484e-008 90 1.68648e-007 -90 0.00022 0.038854 2.33512e-007 -90 0.0001005 0.0665635 2.33512e-007 -90 1.94594e-008 90 1.68648e-007 -90 0.00022 179.995 2.33512e-007 -90 0.0001005 179.933 2.33512e-007 -90 1.94594e-008 90 
1e+007 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 5.44543e-007 -90 0.000220001 0.125454 7.53982e-007 -90 0.000100501 0.214924 7.53982e-007 -90 6.28319e-008 90 5.44543e-007 -90 0.00022 179.984 7.53982e-007 -90 0.000100501 179.785 7.53982e-007 -90 6.28319e-008 90 2.17817e-007 -90 0.00022 0.0501818 3.01593e-007 -90 0.0001005 0.0859701 3.01593e-007 -90 2.51327e-008 90 2.17817e-007 -90 0.00022 179.993 3.01593e-007 -90 0.0001005 179.914 3.01593e-007 -90 2.51327e-008 90 
1.29155e+007 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 7.03304e-007 -90 0.000220001 0.16203 9.73806e-007 -90 0.000100501 0.277585 9.73806e-007 -90 8.11505e-008 90 7.03304e-007 -90 0.00022 179.979 9.73806e-007 -90 0.000100501 179.722 9.73806e-007 -90 8.11505e-008 90 2.81322e-007 -90 0.00022 0.0648123 3.89522e-007 -90 0.0001005 0.111035 3.89522e-007 -90 3.24602e-008 90 2.81322e-007 -90 0.00022 179.992 3.89522e-007 -90 0.0001005 179.889 3.89522e-007 -90 3.24602e-008 90 
1.6681e+007 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 9.08352e-007 -90 0.000220001 0.20927 1.25772e-006 -90 0.000100502 0.358512 1.25772e-006 -90 1.0481e-007 90 9.08352e-007 -90 0.00022 179.973 1.25772e-006 -90 0.000100502 179.641 1.25772e-006 -90 1.0481e-007 90 3.63341e-007 -90 0.00022 0.0837083 5.03087e-007 -90 0.0001005 0.143407 5.03087e-007 -90 4.19239e-008 90 3.63341e-007 -90 0.00022 179.989 5.03087e-007 -90 0.0001005 179.857 5.03087e-007 -90 4.19239e-008 90 
2.15443e+007 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.17318e-006 -90 0.000220002 0.270282 1.62441e-006 -90 0.000100503 0.463033 1.62441e-006 -90 1.35367e-007 90 1.17318e-006 -90 0.00022 179.965 1.62441e-006 -90 0.000100503 179.537 1.62441e-006 -90 1.35367e-007 90 4.69273e-007 -90 0.00022 0.108113 6.49762e-007 -90 0.000100501 0.185216 6.49762e-007 -90 5.41468e-008 90 4.69273e-007 -90 0.00022 179.986 6.49762e-007 -90 0.000100501 179.815 6.49762e-007 -90 5.41468e-008 90 
2.78256e+007 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.51522e-006 -90 0.000220004 0.34908 2.098e-006 -90 0.000100505 0.598021 2.098e-006 -90 1.74833e-007 90 1.51522e-006 -90 0.00022 179.954 2.098e-006 -90 0.000100505 179.402 2.098e-006 -90 1.74833e-007 90 6.06089e-007 -90 0.000220001 0.139634 8.392e-007 -90 0.000100501 0.239216 8.392e-007 -90 6.99333e-008 90 6.06089e-007 -90 0.00022 179.982 8.392e-007 -90 0.000100501 179.761 8.392e-007 -90 6.99333e-008 90 
3.59381e+007 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.95699e-006 -90 0.000220007 0.450851 2.70967e-006 -90 0.000100509 0.772355 2.70967e-006 -90 2.25806e-007 90 1.95699e-006 -90 0.00022 179.941 2.70967e-006 -90 0.000100509 179.228 2.70967e-006 -90 2.25806e-007 90 7.82794e-007 -90 0.000220001 0.180344 1.08387e-006 -90 0.000100501 0.308958 1.08387e-006 -90 9.03224e-008 90 7.82794e-007 -90 0.00022 179.976 1.08387e-006 -90 0.000100501 179.691 1.08387e-006 -90 9.03224e-008 90 
4.64159e+007 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 2.52754e-006 -90 0.000220011 0.582288 3.49968e-006 -90 0.000100515 0.997494 3.49968e-006 -90 2.9164e-007 90 2.52754e-006 -90 0.00022 179.924 3.49968e-006 -90 0.000100515 179.003 3.49968e-006 -90 2.9164e-007 90 1.01102e-006 -90 0.000220002 0.232922 1.39987e-006 -90 0.000100502 0.399032 1.39987e-006 -90 1.16656e-007 90 1.01102e-006 -90 0.00022 179.97 1.39987e-006 -90 0.000100502 179.601 1.39987e-006 -90 1.16656e-007 90 
5.99484e+007 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 3.26445e-006 -90 0.000220019 0.752037 4.52e-006 -90 0.000100525 1.28823 4.52e-006 -90 3.76667e-007 90 3.26445e-006 -90 0.00022 179.902 4.52e-006 -90 0.000100525 178.712 4.52e-006 -90 3.76667e-007 90 1.30578e-006 -90 0.000220003 0.300829 1.808e-006 -90 0.000100504 0.515364 1.808e-006 -90 1.50667e-007 90 1.30578e-006 -90 0.00022 179.961 1.808e-006 -90 0.000100504 179.485 1.808e-006 -90 1.50667e-007 90 
7.74264e+007 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 4.2162e-006 -90 0.000220032 0.971256 5.83781e-006 -90 0.000100542 1.66362 5.83781e-006 -90 4.86484e-007 90 4.2162e-006 -90 0.000220001 179.873 5.83781e-006 -90 0.000100542 178.336 5.83781e-006 -90 4.86484e-007 90 1.68648e-006 -90 0.000220005 0.388534 2.33512e-006 -90 0.000100507 0.665606 2.33512e-006 -90 1.94594e-007 90 1.68648e-006 -90 0.00022 179.949 2.33512e-006 -90 0.000100507 179.334 2.33512e-006 -90 1.94594e-007 90 
1e+008 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 5.44543e-006 -90 0.000220053 1.25435 7.53982e-006 -90 0.000100571 2.14825 7.53982e-006 -90 6.28319e-007 90 5.44543e-006 -90 0.000220001 179.836 7.53982e-006 -90 0.000100571 177.852 7.53982e-006 -90 6.28319e-007 90 2.17817e-006 -90 0.000220008 0.501805 3.01593e-006 -90 0.000100511 0.859637 3.01593e-006 -90 2.51327e-007 90 2.17817e-006 -90 0.00022 179.935 3.01593e-006 -90 0.000100511 179.14 3.01593e-006 -90 2.51327e-007 90 
1.29155e+008 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 7.03304e-006 -90 0.000220088 1.61988 9.73806e-006 -90 0.000100618 2.7737 9.73806e-006 -90 8.11505e-007 90 7.03304e-006 -90 0.000220001 179.789 9.73806e-006 -90 0.000100618 177.226 9.73806e-006 -90 8.11505e-007 90 2.81322e-006 -90 0.000220014 0.648095 3.89522e-006 -90 0.000100519 1.11021 3.89522e-006 -90 3.24602e-007 90 2.81322e-006 -90 0.00022 179.915 3.89522e-006 -90 0.000100519 178.89 3.89522e-006 -90 3.24602e-007 90 
1.6681e+008 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 9.08352e-006 -90 0.000220147 2.09178 1.25772e-005 -90 0.000100697 3.5805 1.25772e-005 -90 1.0481e-006 90 9.08352e-006 -90 0.000220002 179.727 1.25772e-005 -90 0.000100697 176.419 1.25772e-005 -90 1.0481e-006 90 3.63341e-006 -90 0.000220023 0.837024 5.03087e-006 -90 0.000100531 1.43377 5.03087e-006 -90 4.19239e-007 90 3.63341e-006 -90 0.00022 179.891 5.03087e-006 -90 0.000100531 178.566 5.03087e-006 -90 4.19239e-007 90 
2.15443e+008 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.17318e-005 -90 0.000220245 2.70083 1.62441e-005 -90 0.000100828 4.62039 1.62441e-005 -90 1.35367e-006 90 1.17318e-005 -90 0.000220004 179.647 1.62441e-005 -90 0.000100828 175.38 1.62441e-005 -90 1.35367e-006 90 4.69273e-006 -90 0.000220039 1.08101 6.49762e-006 -90 0.000100552 1.85153 6.49762e-006 -90 5.41468e-007 90 4.69273e-006 -90 0.000220001 179.859 6.49762e-006 -90 0.000100552 178.148 6.49762e-006 -90 5.41468e-007 90 
2.78256e+008 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.51522e-005 -90 0.000220408 3.48654 2.098e-005 -90 0.000101046 5.95885 2.098e-005 -90 1.74833e-006 90 1.51522e-005 -90 0.000220007 179.545 2.098e-005 -90 0.000101046 174.041 2.098e-005 -90 1.74833e-006 90 6.06089e-006 -90 0.000220065 1.39606 8.392e-006 -90 0.000100588 2.39078 8.392e-006 -90 6.99333e-007 90 6.06089e-006 -90 0.000220001 179.818 8.392e-006 -90 0.000100588 177.609 8.392e-006 -90 6.99333e-007 90 
3.59381e+008 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.95699e-005 -90 0.00022068 4.49933 2.70967e-005 -90 0.000101409 7.67773 2.70967e-005 -90 2.25806e-006 90 1.95699e-005 -90 0.000220012 179.412 2.70967e-005 -90 0.000101409 172.322 2.70967e-005 -90 2.25806e-006 90 7.82794e-006 -90 0.000220109 1.80285 1.08387e-005 -90 0.000100646 3.08662 1.08387e-005 -90 9.03224e-007 90 7.82794e-006 -90 0.000220002 179.765 1.08387e-005 -90 0.000100646 176.913 1.08387e-005 -90 9.03224e-007 90 
4.64159e+008 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 2.52754e-005 -90 0.000221133 5.80316 3.49968e-005 -90 0.000102012 9.87694 3.49968e-005 -90 2.9164e-006 90 2.52754e-005 -90 0.000220019 179.241 3.49968e-005 -90 0.000102012 170.123 3.49968e-005 -90 2.9164e-006 90 1.01102e-005 -90 0.000220182 2.32795 1.39987e-005 -90 0.000100743 3.98395 1.39987e-005 -90 1.16656e-006 90 1.01102e-005 -90 0.000220003 179.696 1.39987e-005 -90 0.000100743 176.016 1.39987e-005 -90 1.16656e-006 90 
5.99484e+008 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 3.26445e-005 -90 0.000221887 7.47805 4.52e-005 -90 0.00010301 12.6736 4.52e-005 -90 3.76667e-006 90 3.26445e-005 -90 0.000220032 179.019 4.52e-005 -90 0.00010301 167.326 4.52e-005 -90 3.76667e-006 90 1.30578e-005 -90 0.000220303 3.00556 1.808e-005 -90 0.000100906 5.13994 1.808e-005 -90 1.50667e-006 90 1.30578e-005 -90 0.000220005 179.608 1.808e-005 -90 0.000100906 174.86 1.808e-005 -90 1.50667e-006 90 
7.74264e+008 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 4.2162e-005 -90 0.000223139 9.622 5.83781e-005 -90 0.000104653 16.1953 5.83781e-005 -90 4.86484e-006 90 4.2162e-005 -90 0.000220054 178.733 5.83781e-005 -90 0.000104653 163.805 5.83781e-005 -90 4.86484e-006 90 1.68648e-005 -90 0.000220505 3.87946 2.33512e-005 -90 0.000101176 6.62665 2.33512e-005 -90 1.94594e-006 90 1.68648e-005 -90 0.000220009 179.493 2.33512e-005 -90 0.000101176 173.373 2.33512e-005 -90 1.94594e-006 90 
1e+009 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 5.44543e-005 -90 0.000225212 12.3505 7.53982e-005 -90 0.000107338 20.5618 7.53982e-005 -90 6.28319e-006 90 5.44543e-005 -90 0.00022009 178.364 7.53982e-005 -90 0.000107338 159.438 7.53982e-005 -90 6.28319e-006 90 2.17817e-005 -90 0.000220842 5.00541 3.01593e-005 -90 0.000101625 8.53336 3.01593e-005 -90 2.51327e-006 90 2.17817e-005 -90 0.000220014 179.345 3.01593e-005 -90 0.000101625 171.467 3.01593e-005 -90 2.51327e-006 90 
