f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f 
585702 195.232 90.4636 0 0 0.389603 -0.428881 0 0 1.09451 -179.625 1 0 2.00202 -89.1995 0 0 2.87387e-005 -179.538 9.97204e-009 -89.7503 0.0195232 90.4636 0.024404 -89.4692 
599484 190.744 90.4504 0 0 0.389602 -0.418982 0 0 1.09452 -179.636 1 0 1.956 -89.2047 0 0 2.87387e-005 -179.551 1.02067e-008 -89.7564 0.0190744 90.4504 0.023843 -89.4808 
613591 186.359 90.4375 0 0 0.3896 -0.40931 0 0 1.09452 -179.647 1 0 1.91103 -89.2096 0 0 2.87388e-005 -179.564 1.04469e-008 -89.7625 0.0186359 90.4375 0.0232949 -89.4921 
628029 182.075 90.4248 0 0 0.389599 -0.399858 0 0 1.09452 -179.657 1 0 1.8671 -89.2139 0 0 2.87388e-005 -179.576 1.06927e-008 -89.7683 0.0182075 90.4248 0.0227594 -89.5031 
642807 177.889 90.4123 0 0 0.389597 -0.390623 0 0 1.09452 -179.668 1 0 1.82418 -89.2179 0 0 2.87389e-005 -179.589 1.09444e-008 -89.7741 0.0177889 90.4123 0.0222361 -89.5139 
657933 173.8 90.4001 0 0 0.389596 -0.381598 0 0 1.09452 -179.678 1 0 1.78225 -89.2214 0 0 2.87389e-005 -179.601 1.12019e-008 -89.7797 0.01738 90.4001 0.021725 -89.5244 
673415 169.804 90.3881 0 0 0.389594 -0.37278 0 0 1.09452 -179.688 1 0 1.74128 -89.2245 0 0 2.8739e-005 -179.613 1.14655e-008 -89.7852 0.0169804 90.3881 0.0212255 -89.5346 
689261 165.901 90.3763 0 0 0.389593 -0.364163 0 0 1.09453 -179.698 1 0 1.70125 -89.2272 0 0 2.8739e-005 -179.625 1.17353e-008 -89.7906 0.0165901 90.3763 0.0207376 -89.5446 
705480 162.087 90.3647 0 0 0.389592 -0.355743 0 0 1.09453 -179.708 1 0 1.66214 -89.2295 0 0 2.8739e-005 -179.637 1.20115e-008 -89.7959 0.0162087 90.3646 0.0202609 -89.5544 
722081 158.361 90.3532 0 0 0.389591 -0.347516 0 0 1.09453 -179.717 1 0 1.62394 -89.2314 0 0 2.87391e-005 -179.648 1.22941e-008 -89.8011 0.0158361 90.3532 0.0197951 -89.5639 
739072 154.72 90.342 0 0 0.38959 -0.339476 0 0 1.09453 -179.727 1 0 1.58661 -89.2328 0 0 2.87391e-005 -179.659 1.25834e-008 -89.8062 0.015472 90.342 0.01934 -89.5731 
756463 151.163 90.331 0 0 0.389588 -0.33162 0 0 1.09453 -179.736 1 0 1.55013 -89.2338 0 0 2.87391e-005 -179.67 1.28795e-008 -89.8111 0.0151163 90.331 0.0188954 -89.5822 
774264 147.688 90.3201 0 0 0.389587 -0.323943 0 0 1.09453 -179.745 1 0 1.5145 -89.2344 0 0 2.87392e-005 -179.681 1.31826e-008 -89.816 0.0147688 90.3201 0.018461 -89.591 
792483 144.293 90.3095 0 0 0.389587 -0.316441 0 0 1.09453 -179.754 1 0 1.47968 -89.2346 0 0 2.87392e-005 -179.692 1.34928e-008 -89.8207 0.0144293 90.3095 0.0180366 -89.5996 
811131 140.976 90.299 0 0 0.389586 -0.30911 0 0 1.09453 -179.763 1 0 1.44567 -89.2344 0 0 2.87392e-005 -179.703 1.38103e-008 -89.8254 0.0140976 90.2989 0.017622 -89.6079 
830218 137.735 90.2886 0 0 0.389585 -0.301946 0 0 1.09454 -179.772 1 0 1.41244 -89.2338 0 0 2.87393e-005 -179.713 1.41353e-008 -89.83 0.0137735 90.2886 0.0172169 -89.6161 
849753 134.568 90.2784 0 0 0.389584 -0.294946 0 0 1.09454 -179.78 1 0 1.37997 -89.2328 0 0 2.87393e-005 -179.723 1.4468e-008 -89.8345 0.0134569 90.2784 0.0168211 -89.624 
869749 131.475 90.2684 0 0 0.389583 -0.288105 0 0 1.09454 -179.789 1 0 1.34825 -89.2313 0 0 2.87393e-005 -179.733 1.48084e-008 -89.8388 0.0131475 90.2684 0.0164344 -89.6318 
890215 128.452 90.2585 0 0 0.389582 -0.281419 0 0 1.09454 -179.797 1 0 1.31725 -89.2294 0 0 2.87393e-005 -179.743 1.51569e-008 -89.8431 0.0128452 90.2585 0.0160566 -89.6393 
911163 125.499 90.2487 0 0 0.389582 -0.274886 0 0 1.09454 -179.805 1 0 1.28697 -89.2271 0 0 2.87394e-005 -179.753 1.55135e-008 -89.8474 0.0125499 90.2487 0.0156874 -89.6467 
932603 122.614 90.2391 0 0 0.389581 -0.268502 0 0 1.09454 -179.814 1 0 1.25739 -89.2244 0 0 2.87394e-005 -179.763 1.58786e-008 -89.8515 0.0122614 90.2391 0.0153268 -89.6539 
954548 119.795 90.2296 0 0 0.38958 -0.262262 0 0 1.09454 -179.822 1 0 1.22849 -89.2213 0 0 2.87394e-005 -179.772 1.62522e-008 -89.8555 0.0119795 90.2296 0.0149744 -89.6608 
977010 117.041 90.2202 0 0 0.38958 -0.256165 0 0 1.09454 -179.83 1 0 1.20025 -89.2177 0 0 2.87394e-005 -179.782 1.66347e-008 -89.8595 0.0117041 90.2202 0.0146302 -89.6676 
1e+006 114.351 90.211 0 0 0.389579 -0.250206 0 0 1.09454 -179.837 1 0 1.17266 -89.2138 0 0 2.87394e-005 -179.791 1.70261e-008 -89.8634 0.0114351 90.211 0.0142938 -89.6742 
1.02353e+006 111.722 90.2018 0 0 0.389578 -0.244382 0 0 1.09454 -179.845 1 0 1.1457 -89.2094 0 0 2.87395e-005 -179.8 1.74268e-008 -89.8672 0.0111722 90.2018 0.0139652 -89.6807 
1.04762e+006 109.153 90.1928 0 0 0.389578 -0.238691 0 0 1.09454 -179.853 1 0 1.11936 -89.2045 0 0 2.87395e-005 -179.809 1.78369e-008 -89.871 0.0109153 90.1928 0.0136442 -89.6869 
1.07227e+006 106.644 90.1839 0 0 0.389577 -0.233128 0 0 1.09454 -179.861 1 0 1.09363 -89.1993 0 0 2.87395e-005 -179.818 1.82566e-008 -89.8747 0.0106644 90.1839 0.0133305 -89.693 
1.0975e+006 104.192 90.1751 0 0 0.389577 -0.227692 0 0 1.09454 -179.868 1 0 1.06849 -89.1936 0 0 2.87395e-005 -179.827 1.86862e-008 -89.8783 0.0104192 90.175 0.0130241 -89.699 
1.12332e+006 101.797 90.1663 0 0 0.389576 -0.222378 0 0 1.09454 -179.876 1 0 1.04393 -89.1875 0 0 2.87395e-005 -179.836 1.91259e-008 -89.8818 0.0101797 90.1663 0.0127246 -89.7047 
1.14976e+006 99.4566 90.1577 0 0 0.389576 -0.217185 0 0 1.09455 -179.883 1 0 1.01994 -89.1809 0 0 2.87395e-005 -179.845 1.9576e-008 -89.8853 0.00994567 90.1577 0.0124321 -89.7103 
1.17681e+006 97.1702 90.1491 0 0 0.389575 -0.21211 0 0 1.09455 -179.89 1 0 0.99649 -89.1739 0 0 2.87395e-005 -179.853 2.00366e-008 -89.8888 0.00971703 90.1491 0.0121463 -89.7158 
1.2045e+006 94.9363 90.1407 0 0 0.389575 -0.207149 0 0 1.09455 -179.898 1 0 0.973585 -89.1665 0 0 2.87395e-005 -179.862 2.05081e-008 -89.8921 0.00949363 90.1406 0.0118671 -89.7211 
1.23285e+006 92.7537 90.1323 0 0 0.389575 -0.2023 0 0 1.09455 -179.905 1 0 0.951205 -89.1585 0 0 2.87396e-005 -179.87 2.09907e-008 -89.8954 0.00927538 90.1322 0.0115942 -89.7262 
1.26186e+006 90.6213 90.1239 0 0 0.389574 -0.197561 0 0 1.09455 -179.912 1 0 0.929341 -89.1502 0 0 2.87396e-005 -179.879 2.14846e-008 -89.8987 0.00906214 90.1239 0.0113277 -89.7312 
1.29155e+006 88.538 90.1157 0 0 0.389574 -0.192928 0 0 1.09455 -179.919 1 0 0.907979 -89.1414 0 0 2.87396e-005 -179.887 2.19902e-008 -89.9019 0.00885381 90.1157 0.0110673 -89.7361 
1.32194e+006 86.5025 90.1075 0 0 0.389573 -0.1884 0 0 1.09455 -179.926 1 0 0.887108 -89.1321 0 0 2.87396e-005 -179.895 2.25076e-008 -89.905 0.00865026 90.1075 0.0108128 -89.7408 
1.35305e+006 84.5138 90.0993 0 0 0.389573 -0.183973 0 0 1.09455 -179.933 1 0 0.866717 -89.1223 0 0 2.87396e-005 -179.903 2.30373e-008 -89.9081 0.00845139 90.0993 0.0105643 -89.7453 
1.38489e+006 82.5709 90.0913 0 0 0.389573 -0.179646 0 0 1.09455 -179.94 1 0 0.846795 -89.1121 0 0 2.87396e-005 -179.911 2.35794e-008 -89.9111 0.0082571 90.0912 0.0103214 -89.7498 
1.41747e+006 80.6726 90.0832 0 0 0.389572 -0.175417 0 0 1.09455 -179.947 1 0 0.827331 -89.1014 0 0 2.87396e-005 -179.92 2.41342e-008 -89.9141 0.00806727 90.0832 0.0100841 -89.7541 
1.45083e+006 78.8179 90.0752 0 0 0.389572 -0.171282 0 0 1.09455 -179.954 1 0 0.808315 -89.0902 0 0 2.87396e-005 -179.928 2.47021e-008 -89.9171 0.0078818 90.0752 0.00985227 -89.7582 
1.48497e+006 77.0059 90.0673 0 0 0.389572 -0.16724 0 0 1.09455 -179.961 1 0 0.789736 -89.0785 0 0 2.87396e-005 -179.936 2.52834e-008 -89.92 0.0077006 90.0673 0.00962577 -89.7622 
1.51991e+006 75.2356 90.0594 0 0 0.389572 -0.163288 0 0 1.09455 -179.968 1 0 0.771584 -89.0663 0 0 2.87396e-005 -179.944 2.58783e-008 -89.9228 0.00752357 90.0593 0.00940447 -89.7661 
1.55568e+006 73.5059 90.0515 0 0 0.389571 -0.159424 0 0 1.09455 -179.975 1 0 0.753849 -89.0536 0 0 2.87396e-005 -179.952 2.64873e-008 -89.9256 0.0073506 90.0515 0.00918827 -89.7699 
1.59228e+006 71.816 90.0436 0 0 0.389571 -0.155647 0 0 1.09455 -179.982 1 0 0.736523 -89.0404 0 0 2.87396e-005 -179.959 2.71106e-008 -89.9284 0.00718161 90.0436 0.00897703 -89.7736 
1.62975e+006 70.165 90.0358 0 0 0.389571 -0.151954 0 0 1.09455 -179.989 1 0 0.719594 -89.0267 0 0 2.87396e-005 -179.967 2.77485e-008 -89.9312 0.00701651 90.0358 0.00877065 -89.7771 
1.6681e+006 68.5519 90.028 0 0 0.389571 -0.148343 0 0 1.09455 -179.995 1 0 0.703055 -89.0125 0 0 2.87396e-005 -179.975 2.84015e-008 -89.9339 0.0068552 90.028 0.00856902 -89.7805 
1.70735e+006 66.9759 90.0202 0 0 0.389571 -0.144813 0 0 1.09455 179.998 1 0 0.686897 -88.9977 0 0 2.87396e-005 -179.983 2.90698e-008 -89.9365 0.0066976 90.0202 0.00837202 -89.7838 
1.74753e+006 65.4361 90.0124 0 0 0.38957 -0.141361 0 0 1.09455 179.991 1 0 0.67111 -88.9824 0 0 2.87396e-005 -179.991 2.97538e-008 -89.9391 0.00654362 90.0124 0.00817955 -89.787 
1.78865e+006 63.9317 90.0046 0 0 0.38957 -0.137985 0 0 1.09455 179.984 1 0 0.655685 -88.9665 0 0 2.87396e-005 -179.999 3.0454e-008 -89.9417 0.00639319 90.0046 0.0079915 -89.79 
1.83074e+006 62.4619 89.9969 0 0 0.38957 -0.134684 0 0 1.09455 179.977 1 0 0.640616 -88.9501 0 0 2.87396e-005 179.993 3.11706e-008 -89.9443 0.00624621 89.9968 0.00780778 -89.793 
1.87382e+006 61.0259 89.9891 0 0 0.38957 -0.131455 0 0 1.09455 179.97 1 0 0.625893 -88.9331 0 0 2.87396e-005 179.985 3.19041e-008 -89.9468 0.00610261 89.9891 0.00762828 -89.7958 
1.91791e+006 59.6229 89.9813 0 0 0.38957 -0.128298 0 0 1.09455 179.963 1 0 0.611509 -88.9155 0 0 2.87396e-005 179.978 3.26548e-008 -89.9493 0.00596231 89.9813 0.00745291 -89.7985 
1.96304e+006 58.2522 89.9735 0 0 0.389569 -0.12521 0 0 1.09455 179.957 1 0 0.597456 -88.8973 0 0 2.87396e-005 179.97 3.34232e-008 -89.9518 0.00582523 89.9735 0.00728156 -89.8011 
2.00923e+006 56.913 89.9657 0 0 0.389569 -0.12219 0 0 1.09455 179.95 1 0 0.583725 -88.8786 0 0 2.87396e-005 179.962 3.42097e-008 -89.9543 0.00569131 89.9657 0.00711416 -89.8036 
2.05651e+006 55.6045 89.9579 0 0 0.389569 -0.119236 0 0 1.09455 179.943 1 0 0.570311 -88.8592 0 0 2.87396e-005 179.954 3.50147e-008 -89.9567 0.00556047 89.9579 0.00695061 -89.806 
2.1049e+006 54.3262 89.95 0 0 0.389569 -0.116347 0 0 1.09455 179.936 1 0 0.557205 -88.8392 0 0 2.87396e-005 179.946 3.58386e-008 -89.9591 0.00543263 89.95 0.00679082 -89.8083 
2.15443e+006 53.0772 89.9422 0 0 0.389569 -0.11352 0 0 1.09455 179.929 1 0 0.5444 -88.8186 0 0 2.87396e-005 179.938 3.66819e-008 -89.9615 0.00530774 89.9421 0.0066347 -89.8105 
2.20513e+006 51.857 89.9343 0 0 0.389569 -0.110755 0 0 1.09455 179.922 1 0 0.53189 -88.7974 0 0 2.87396e-005 179.93 3.75451e-008 -89.9638 0.00518571 89.9342 0.00648217 -89.8126 
2.25702e+006 50.6648 89.9263 0 0 0.389569 -0.10805 0 0 1.09455 179.914 1 0 0.519668 -88.7755 0 0 2.87396e-005 179.922 3.84286e-008 -89.9662 0.00506649 89.9263 0.00633314 -89.8146 
2.31013e+006 49.5 89.9183 0 0 0.389569 -0.105403 0 0 1.09455 179.907 1 0 0.507727 -88.7529 0 0 2.87396e-005 179.914 3.93328e-008 -89.9685 0.00495001 89.9183 0.00618754 -89.8165 
2.36449e+006 48.362 89.9103 0 0 0.389568 -0.102813 0 0 1.09455 179.9 1 0 0.49606 -88.7297 0 0 2.87396e-005 179.906 4.02584e-008 -89.9708 0.00483621 89.9103 0.00604529 -89.8183 
2.42013e+006 47.2501 89.9022 0 0 0.389568 -0.100279 0 0 1.09455 179.893 1 0 0.484662 -88.7058 0 0 2.87396e-005 179.898 4.12057e-008 -89.9731 0.00472503 89.9022 0.00590631 -89.82 
2.47708e+006 46.1638 89.8941 0 0 0.389568 -0.0977992 0 0 1.09455 179.886 1 0 0.473526 -88.6812 0 0 2.87396e-005 179.889 4.21753e-008 -89.9754 0.0046164 89.8941 0.00577053 -89.8215 
2.53536e+006 45.1025 89.8859 0 0 0.389568 -0.0953722 0 0 1.09455 179.878 1 0 0.462646 -88.6559 0 0 2.87396e-005 179.881 4.31677e-008 -89.9776 0.00451027 89.8859 0.00563786 -89.823 
2.59502e+006 44.0656 89.8777 0 0 0.389568 -0.0929968 0 0 1.09455 179.871 1 0 0.452017 -88.6298 0 0 2.87396e-005 179.873 4.41835e-008 -89.9799 0.00440658 89.8776 0.00550825 -89.8244 
2.65609e+006 43.0525 89.8694 0 0 0.389568 -0.0906716 0 0 1.09455 179.863 1 0 0.441632 -88.603 0 0 2.87396e-005 179.864 4.52232e-008 -89.9821 0.00430527 89.8693 0.00538162 -89.8257 
2.71859e+006 42.0627 89.861 0 0 0.389568 -0.0883956 0 0 1.09455 179.856 1 0 0.431486 -88.5755 0 0 2.87396e-005 179.856 4.62873e-008 -89.9844 0.00420629 89.8609 0.00525789 -89.8269 
2.78256e+006 41.0957 89.8525 0 0 0.389568 -0.0861673 0 0 1.09455 179.848 1 0 0.421573 -88.5472 0 0 2.87396e-005 179.847 4.73765e-008 -89.9866 0.00410959 89.8525 0.00513701 -89.8281 
2.84804e+006 40.1509 89.844 0 0 0.389568 -0.0839857 0 0 1.09455 179.84 1 0 0.411889 -88.5181 0 0 2.87396e-005 179.838 4.84913e-008 -89.9888 0.00401511 89.8439 0.00501892 -89.8291 
2.91505e+006 39.2278 89.8353 0 0 0.389568 -0.0818495 0 0 1.09455 179.832 1 0 0.402427 -88.4882 0 0 2.87396e-005 179.83 4.96324e-008 -89.991 0.0039228 89.8353 0.00490353 -89.83 
2.98365e+006 38.3259 89.8266 0 0 0.389568 -0.0797575 0 0 1.09455 179.824 1 0 0.393183 -88.4574 0 0 2.87396e-005 179.821 5.08003e-008 -89.9932 0.00383261 89.8266 0.0047908 -89.8308 
3.05386e+006 37.4448 89.8178 0 0 0.389568 -0.0777088 0 0 1.09455 179.816 1 0 0.384151 -88.4259 0 0 2.87395e-005 179.812 5.19957e-008 -89.9954 0.0037445 89.8178 0.00468066 -89.8316 
3.12572e+006 36.5839 89.8089 0 0 0.389567 -0.075702 0 0 1.09455 179.808 1 0 0.375328 -88.3935 0 0 2.87395e-005 179.803 5.32192e-008 -89.9976 0.00365842 89.8089 0.00457305 -89.8323 
3.19927e+006 35.7428 89.7999 0 0 0.389567 -0.0737362 0 0 1.09454 179.8 1 0 0.366707 -88.3602 0 0 2.87395e-005 179.794 5.44715e-008 -89.9998 0.00357431 89.7999 0.00446792 -89.8328 
3.27455e+006 34.9211 89.7908 0 0 0.389567 -0.0718103 0 0 1.09454 179.792 1 0 0.358285 -88.3261 0 0 2.87395e-005 179.784 5.57532e-008 -90.002 0.00349213 89.7908 0.0043652 -89.8333 
3.3516e+006 34.1182 89.7816 0 0 0.389567 -0.0699232 0 0 1.09454 179.783 1 0 0.350057 -88.291 0 0 2.87395e-005 179.775 5.70652e-008 -90.0042 0.00341185 89.7815 0.00426485 -89.8337 
3.43047e+006 33.3338 89.7722 0 0 0.389567 -0.068074 0 0 1.09454 179.775 1 0 0.342018 -88.2551 0 0 2.87395e-005 179.766 5.8408e-008 -90.0064 0.00333341 89.7722 0.0041668 -89.834 
3.51119e+006 32.5675 89.7628 0 0 0.389567 -0.0662616 0 0 1.09454 179.766 1 0 0.334164 -88.2182 0 0 2.87395e-005 179.756 5.97823e-008 -90.0086 0.00325677 89.7627 0.004071 -89.8342 
3.59381e+006 31.8187 89.7532 0 0 0.389567 -0.064485 0 0 1.09454 179.757 1 0 0.326491 -88.1803 0 0 2.87394e-005 179.746 6.11891e-008 -90.0108 0.0031819 89.7531 0.00397741 -89.8343 
3.67838e+006 31.0872 89.7434 0 0 0.389567 -0.0627433 0 0 1.09454 179.748 1 0 0.318994 -88.1414 0 0 2.87394e-005 179.736 6.26289e-008 -90.013 0.00310875 89.7434 0.00388597 -89.8343 
3.76494e+006 30.3725 89.7336 0 0 0.389567 -0.0610356 0 0 1.09454 179.739 1 0 0.31167 -88.1016 0 0 2.87394e-005 179.726 6.41026e-008 -90.0152 0.00303728 89.7335 0.00379664 -89.8342 
3.85353e+006 29.6742 89.7235 0 0 0.389567 -0.0593609 0 0 1.09454 179.73 1 0 0.304515 -88.0607 0 0 2.87394e-005 179.716 6.5611e-008 -90.0175 0.00296745 89.7235 0.00370935 -89.8341 
3.94421e+006 28.992 89.7134 0 0 0.389567 -0.0577183 0 0 1.09454 179.721 1 0 0.297524 -88.0188 0 0 2.87394e-005 179.706 6.71549e-008 -90.0197 0.00289923 89.7133 0.00362407 -89.8338 
4.03702e+006 28.3254 89.7031 0 0 0.389567 -0.0561069 0 0 1.09454 179.711 1 0 0.290695 -87.9758 0 0 2.87393e-005 179.695 6.87351e-008 -90.0219 0.00283257 89.703 0.00354076 -89.8335 
4.13201e+006 27.6742 89.6926 0 0 0.389567 -0.0545258 0 0 1.09454 179.701 1 0 0.284022 -87.9317 0 0 2.87393e-005 179.685 7.03525e-008 -90.0242 0.00276745 89.6925 0.00345936 -89.8331 
4.22924e+006 27.0379 89.6819 0 0 0.389567 -0.0529743 0 0 1.09454 179.692 1 0 0.277503 -87.8865 0 0 2.87393e-005 179.674 7.20079e-008 -90.0265 0.00270382 89.6819 0.00337983 -89.8326 
4.32876e+006 26.4163 89.6711 0 0 0.389567 -0.0514514 0 0 1.09454 179.682 1 0 0.271135 -87.8402 0 0 2.87393e-005 179.663 7.37023e-008 -90.0288 0.00264166 89.6711 0.00330212 -89.832 
4.43062e+006 25.809 89.6601 0 0 0.389567 -0.0499564 0 0 1.09453 179.671 1 0 0.264913 -87.7927 0 0 2.87392e-005 179.651 7.54366e-008 -90.0311 0.00258093 89.6601 0.00322621 -89.8313 
4.53488e+006 25.2156 89.6489 0 0 0.389567 -0.0484883 0 0 1.09453 179.661 1 0 0.258834 -87.744 0 0 2.87392e-005 179.64 7.72117e-008 -90.0334 0.00252159 89.6489 0.00315204 -89.8305 
4.64159e+006 24.6359 89.6376 0 0 0.389567 -0.0470466 0 0 1.09453 179.65 1 0 0.252895 -87.6941 0 0 2.87392e-005 179.629 7.90285e-008 -90.0357 0.00246362 89.6375 0.00307958 -89.8296 
4.75081e+006 24.0694 89.626 0 0 0.389567 -0.0456302 0 0 1.09453 179.64 1 0 0.247094 -87.643 0 0 2.87392e-005 179.617 8.08881e-008 -90.0381 0.00240698 89.6259 0.00300878 -89.8286 
4.8626e+006 23.5161 89.6142 0 0 0.389567 -0.0442386 0 0 1.09453 179.629 1 0 0.241426 -87.5906 0 0 2.87391e-005 179.605 8.27915e-008 -90.0405 0.00235164 89.6142 0.00293961 -89.8276 
4.97702e+006 22.9754 89.6023 0 0 0.389567 -0.0428708 0 0 1.09453 179.618 1 0 0.235888 -87.5369 0 0 2.87391e-005 179.593 8.47396e-008 -90.0429 0.00229758 89.6022 0.00287203 -89.8264 
5.09414e+006 22.4472 89.5901 0 0 0.389567 -0.0415263 0 0 1.09453 179.606 1 0 0.230478 -87.4819 0 0 2.87391e-005 179.58 8.67336e-008 -90.0453 0.00224475 89.59 0.002806 -89.8252 
5.21401e+006 21.9311 89.5776 0 0 0.389567 -0.0402042 0 0 1.09453 179.595 1 0 0.225193 -87.4255 0 0 2.8739e-005 179.567 8.87745e-008 -90.0477 0.00219315 89.5776 0.00274149 -89.8238 
5.3367e+006 21.4268 89.565 0 0 0.389567 -0.0389039 0 0 1.09452 179.583 1 0 0.220029 -87.3678 0 0 2.8739e-005 179.555 9.08634e-008 -90.0502 0.00214272 89.5649 0.00267846 -89.8224 
5.46228e+006 20.9342 89.5521 0 0 0.389567 -0.0376246 0 0 1.09452 179.571 1 0 0.214985 -87.3086 0 0 2.87389e-005 179.541 9.30015e-008 -90.0527 0.00209346 89.5521 0.00261689 -89.8208 
5.59081e+006 20.4529 89.539 0 0 0.389567 -0.0363657 0 0 1.09452 179.559 1 0 0.210057 -87.248 0 0 2.87389e-005 179.528 9.51899e-008 -90.0552 0.00204533 89.5389 0.00255673 -89.8192 
5.72237e+006 19.9827 89.5256 0 0 0.389567 -0.0351265 0 0 1.09452 179.546 1 0 0.205242 -87.186 0 0 2.87388e-005 179.514 9.74297e-008 -90.0578 0.00199831 89.5256 0.00249795 -89.8175 
5.85702e+006 19.5232 89.512 0 0 0.389567 -0.0339062 0 0 1.09452 179.534 1 0 0.200539 -87.1224 0 0 2.87388e-005 179.501 9.97223e-008 -90.0604 0.00195237 89.5119 0.00244052 -89.8156 
5.99484e+006 19.0743 89.4981 0 0 0.389567 -0.0327043 0 0 1.09452 179.521 1 0 0.195944 -87.0572 0 0 2.87388e-005 179.486 1.02069e-007 -90.063 0.00190748 89.498 0.00238441 -89.8137 
6.13591e+006 18.6358 89.484 0 0 0.389567 -0.0315201 0 0 1.09451 179.508 1 0 0.191455 -86.9905 0 0 2.87387e-005 179.472 1.04471e-007 -90.0657 0.00186362 89.4839 0.0023296 -89.8117 
6.28029e+006 18.2073 89.4695 0 0 0.389567 -0.030353 0 0 1.09451 179.494 1 0 0.18707 -86.9222 0 0 2.87386e-005 179.457 1.06929e-007 -90.0684 0.00182078 89.4694 0.00227604 -89.8096 
6.42807e+006 17.7887 89.4548 0 0 0.389567 -0.0292023 0 0 1.09451 179.48 1 0 0.182785 -86.8523 0 0 2.87386e-005 179.442 1.09445e-007 -90.0711 0.00177892 89.4547 0.00222372 -89.8073 
6.57933e+006 17.3797 89.4398 0 0 0.389567 -0.0280673 0 0 1.09451 179.466 1 0 0.1786 -86.7807 0 0 2.87385e-005 179.427 1.1202e-007 -90.0738 0.00173802 89.4397 0.00217259 -89.805 
6.73415e+006 16.9801 89.4244 0 0 0.389567 -0.0269476 0 0 1.0945 179.452 1 0 0.174511 -86.7073 0 0 2.87385e-005 179.411 1.14656e-007 -90.0767 0.00169806 89.4244 0.00212265 -89.8025 
6.89261e+006 16.5897 89.4088 0 0 0.389567 -0.0258424 0 0 1.0945 179.437 1 0 0.170517 -86.6322 0 0 2.87384e-005 179.395 1.17354e-007 -90.0795 0.00165902 89.4087 0.00207385 -89.8 
7.0548e+006 16.2082 89.3928 0 0 0.389567 -0.0247512 0 0 1.0945 179.422 1 0 0.166615 -86.5553 0 0 2.87383e-005 179.379 1.20115e-007 -90.0824 0.00162088 89.3928 0.00202617 -89.7973 
7.22081e+006 15.8356 89.3766 0 0 0.389567 -0.0236734 0 0 1.0945 179.407 1 0 0.162803 -86.4766 0 0 2.87383e-005 179.362 1.22942e-007 -90.0853 0.00158361 89.3765 0.00197959 -89.7946 
7.39072e+006 15.4715 89.3599 0 0 0.389567 -0.0226084 0 0 1.09449 179.392 1 0 0.159079 -86.3959 0 0 2.87382e-005 179.346 1.25834e-007 -90.0883 0.0015472 89.3599 0.00193408 -89.7917 
7.56463e+006 15.1157 89.343 0 0 0.389567 -0.0215557 0 0 1.09449 179.376 1 0 0.155442 -86.3134 0 0 2.87381e-005 179.328 1.28795e-007 -90.0913 0.00151163 89.3429 0.00188962 -89.7887 
7.74264e+006 14.7682 89.3256 0 0 0.389567 -0.0205146 0 0 1.09449 179.36 1 0 0.151888 -86.2289 0 0 2.8738e-005 179.311 1.31826e-007 -90.0944 0.00147688 89.3256 0.00184618 -89.7856 
7.92483e+006 14.4286 89.308 0 0 0.389567 -0.0194846 0 0 1.09448 179.343 1 0 0.148416 -86.1424 0 0 2.87379e-005 179.292 1.34928e-007 -90.0976 0.00144292 89.3079 0.00180374 -89.7823 
8.11131e+006 14.0968 89.2899 0 0 0.389567 -0.0184651 0 0 1.09448 179.326 1 0 0.145025 -86.0539 0 0 2.87378e-005 179.274 1.38103e-007 -90.1007 0.00140975 89.2898 0.00176227 -89.779 
8.30218e+006 13.7727 89.2715 0 0 0.389567 -0.0174557 0 0 1.09448 179.309 1 0 0.141712 -85.9632 0 0 2.87377e-005 179.255 1.41352e-007 -90.104 0.00137733 89.2714 0.00172176 -89.7755 
8.49753e+006 13.456 89.2526 0 0 0.389567 -0.0164556 0 0 1.09447 179.291 1 0 0.138476 -85.8705 0 0 2.87376e-005 179.236 1.44678e-007 -90.1073 0.00134567 89.2525 0.00168218 -89.772 
8.69749e+006 13.1466 89.2334 0 0 0.389567 -0.0154645 0 0 1.09447 179.273 1 0 0.135315 -85.7755 0 0 2.87375e-005 179.216 1.48082e-007 -90.1106 0.00131473 89.2333 0.0016435 -89.7683 
8.90215e+006 12.8443 89.2137 0 0 0.389567 -0.0144818 0 0 1.09446 179.255 1 0 0.132227 -85.6783 0 0 2.87374e-005 179.196 1.51567e-007 -90.114 0.0012845 89.2136 0.00160572 -89.7644 
9.11163e+006 12.549 89.1936 0 0 0.389567 -0.0135069 0 0 1.09446 179.236 1 0 0.129211 -85.5789 0 0 2.87373e-005 179.176 1.55133e-007 -90.1175 0.00125497 89.1935 0.00156881 -89.7605 
9.32603e+006 12.2604 89.1731 0 0 0.389567 -0.0125393 0 0 1.09446 179.217 1 0 0.126264 -85.4771 0 0 2.87372e-005 179.155 1.58783e-007 -90.121 0.00122611 89.173 0.00153274 -89.7564 
9.54548e+006 11.9785 89.1521 0 0 0.389567 -0.0115785 0 0 1.09445 179.197 1 0 0.123386 -85.3729 0 0 2.87371e-005 179.134 1.62519e-007 -90.1246 0.00119792 89.152 0.00149751 -89.7522 
