f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f 
642.807 21456.4 173.072 0 0 0.709479 -3.13015 0 0 0.233318 -152.468 1 0 220.022 -6.92713 0 0 3.46638e-006 -96.9275 5.5996e-012 -83.2921 2.14564 173.072 2.68205 -6.92743 
657.933 21448.9 172.911 0 0 0.709308 -3.20244 0 0 0.235008 -152.005 1 0 219.946 -7.0885 0 0 3.54672e-006 -97.0889 5.73696e-012 -83.145 2.14489 172.911 2.68112 -7.0888 
673.415 21441.2 172.746 0 0 0.709128 -3.27633 0 0 0.236763 -151.541 1 0 219.866 -7.25354 0 0 3.62887e-006 -97.2539 5.87793e-012 -82.9952 2.14412 172.746 2.68015 -7.25385 
689.261 21433 172.577 0 0 0.70894 -3.35185 0 0 0.238586 -151.076 1 0 219.783 -7.42234 0 0 3.71285e-006 -97.4227 6.02265e-012 -82.8426 2.1433 172.577 2.67913 -7.42266 
705.48 21424.5 172.405 0 0 0.708744 -3.42904 0 0 0.240477 -150.61 1 0 219.696 -7.59498 0 0 3.79871e-006 -97.5954 6.17121e-012 -82.6873 2.14245 172.405 2.67806 -7.59531 
722.081 21415.6 172.228 0 0 0.708538 -3.50793 0 0 0.24244 -150.144 1 0 219.604 -7.77154 0 0 3.88648e-006 -97.772 6.32374e-012 -82.5292 2.14156 172.228 2.67695 -7.77187 
739.072 21406.3 172.047 0 0 0.708323 -3.58855 0 0 0.244475 -149.679 1 0 219.509 -7.9521 0 0 3.9762e-006 -97.9525 6.48036e-012 -82.3683 2.14063 172.047 2.67579 -7.95244 
756.463 21396.5 171.863 0 0 0.708098 -3.67092 0 0 0.246586 -149.213 1 0 219.409 -8.13674 0 0 4.06791e-006 -98.1372 6.64121e-012 -82.2047 2.13965 171.863 2.67457 -8.13709 
774.264 21386.3 171.674 0 0 0.707863 -3.75509 0 0 0.248774 -148.749 1 0 219.304 -8.32555 0 0 4.16165e-006 -98.326 6.80643e-012 -82.0383 2.13863 171.674 2.67329 -8.32591 
792.483 21375.7 171.481 0 0 0.707617 -3.84108 0 0 0.251041 -148.287 1 0 219.195 -8.51862 0 0 4.25745e-006 -98.5191 6.97614e-012 -81.8691 2.13757 171.481 2.67196 -8.51898 
811.131 21364.5 171.284 0 0 0.707359 -3.92892 0 0 0.25339 -147.826 1 0 219.08 -8.71603 0 0 4.35536e-006 -98.7165 7.1505e-012 -81.6971 2.13645 171.284 2.67056 -8.7164 
830.218 21352.8 171.082 0 0 0.70709 -4.01866 0 0 0.255822 -147.367 1 0 218.961 -8.91786 0 0 4.45541e-006 -98.9183 7.32967e-012 -81.5224 2.13528 171.082 2.66911 -8.91825 
849.753 21340.6 170.875 0 0 0.706809 -4.11031 0 0 0.25834 -146.911 1 0 218.836 -9.12422 0 0 4.55764e-006 -99.1247 7.51379e-012 -81.3449 2.13406 170.875 2.66758 -9.12461 
869.749 21327.9 170.664 0 0 0.706514 -4.20392 0 0 0.260946 -146.458 1 0 218.705 -9.33518 0 0 4.6621e-006 -99.3357 7.70304e-012 -81.1647 2.13279 170.664 2.66598 -9.33558 
890.215 21314.5 170.449 0 0 0.706207 -4.2995 0 0 0.263641 -146.009 1 0 218.568 -9.55085 0 0 4.76881e-006 -99.5514 7.89759e-012 -80.9819 2.13145 170.449 2.66432 -9.55126 
911.163 21300.6 170.228 0 0 0.705885 -4.39711 0 0 0.266429 -145.564 1 0 218.425 -9.7713 0 0 4.87783e-006 -99.7718 8.09762e-012 -80.7963 2.13006 170.228 2.66257 -9.77172 
932.603 21286 170.003 0 0 0.705549 -4.49676 0 0 0.269311 -145.123 1 0 218.275 -9.99665 0 0 4.98919e-006 -99.9972 8.30331e-012 -80.6081 2.1286 170.003 2.66075 -9.99708 
954.548 21270.7 169.772 0 0 0.705197 -4.59848 0 0 0.272288 -144.687 1 0 218.119 -10.227 0 0 5.10293e-006 -100.228 8.51486e-012 -80.4173 2.12707 169.772 2.65884 -10.2274 
977.01 21254.8 169.537 0 0 0.70483 -4.70231 0 0 0.275365 -144.256 1 0 217.955 -10.4624 0 0 5.21909e-006 -100.463 8.73247e-012 -80.224 2.12548 169.537 2.65685 -10.4628 
1000 21238.1 169.296 0 0 0.704446 -4.80828 0 0 0.278541 -143.832 1 0 217.784 -10.7029 0 0 5.33772e-006 -100.704 8.95635e-012 -80.0283 2.12381 169.296 2.65476 -10.7034 
1023.53 21220.7 169.051 0 0 0.704045 -4.91642 0 0 0.28182 -143.413 1 0 217.605 -10.9488 0 0 5.45884e-006 -100.949 9.18673e-012 -79.83 2.12207 169.051 2.65259 -10.9492 
1047.62 21202.5 168.799 0 0 0.703626 -5.02675 0 0 0.285203 -143.001 1 0 217.419 -11.2 0 0 5.5825e-006 -101.201 9.42383e-012 -79.6295 2.12025 168.799 2.65031 -11.2004 
1072.27 21183.5 168.543 0 0 0.703188 -5.1393 0 0 0.288692 -142.597 1 0 217.224 -11.4566 0 0 5.70873e-006 -101.457 9.66789e-012 -79.4267 2.11835 168.543 2.64793 -11.4571 
1097.5 21163.6 168.281 0 0 0.702731 -5.2541 0 0 0.29229 -142.2 1 0 217.02 -11.7188 0 0 5.83758e-006 -101.719 9.91916e-012 -79.2216 2.11636 168.281 2.64545 -11.7193 
1123.32 21142.8 168.013 0 0 0.702254 -5.37118 0 0 0.295998 -141.811 1 0 216.807 -11.9867 0 0 5.96909e-006 -101.987 1.01779e-011 -79.0145 2.11428 168.013 2.64285 -11.9872 
1149.76 21121.2 167.739 0 0 0.701755 -5.49056 0 0 0.299819 -141.431 1 0 216.585 -12.2603 0 0 6.10328e-006 -102.261 1.04444e-011 -78.8054 2.11212 167.739 2.64014 -12.2608 
1176.81 21098.5 167.46 0 0 0.701235 -5.61226 0 0 0.303753 -141.059 1 0 216.353 -12.5398 0 0 6.2402e-006 -102.54 1.07189e-011 -78.5945 2.10985 167.46 2.63731 -12.5403 
1204.5 21074.9 167.174 0 0 0.700692 -5.73631 0 0 0.307803 -140.697 1 0 216.11 -12.8252 0 0 6.37988e-006 -102.826 1.10017e-011 -78.3817 2.10749 167.174 2.63436 -12.8257 
1232.85 21050.2 166.883 0 0 0.700125 -5.86273 0 0 0.31197 -140.344 1 0 215.857 -13.1167 0 0 6.52236e-006 -103.117 1.12932e-011 -78.1674 2.10502 166.883 2.63127 -13.1172 
1261.86 21024.4 166.585 0 0 0.699534 -5.99153 0 0 0.316256 -140.002 1 0 215.593 -13.4143 0 0 6.66767e-006 -103.415 1.15936e-011 -77.9515 2.10244 166.585 2.62805 -13.4149 
1291.55 20997.5 166.281 0 0 0.698916 -6.12274 0 0 0.320663 -139.671 1 0 215.317 -13.7181 0 0 6.81584e-006 -103.719 1.19033e-011 -77.7343 2.09975 166.281 2.62469 -13.7187 
1321.94 20969.5 165.971 0 0 0.698273 -6.25636 0 0 0.325193 -139.35 1 0 215.029 -14.0283 0 0 6.9669e-006 -104.029 1.22226e-011 -77.516 2.09695 165.971 2.62118 -14.0289 
1353.05 20940.2 165.654 0 0 0.697601 -6.39241 0 0 0.329846 -139.04 1 0 214.729 -14.3449 0 0 7.12088e-006 -104.346 1.25518e-011 -77.2966 2.09402 165.654 2.61752 -14.3456 
1384.89 20909.7 165.331 0 0 0.696901 -6.53091 0 0 0.334624 -138.742 1 0 214.416 -14.6681 0 0 7.27781e-006 -104.669 1.28915e-011 -77.0763 2.09097 165.331 2.61371 -14.6687 
1417.47 20877.8 165.001 0 0 0.696172 -6.67186 0 0 0.339528 -138.456 1 0 214.089 -14.9979 0 0 7.43772e-006 -104.999 1.32418e-011 -76.8555 2.08778 165.001 2.60973 -14.9985 
1450.83 20844.6 164.665 0 0 0.695411 -6.81526 0 0 0.344559 -138.183 1 0 213.749 -15.3343 0 0 7.60063e-006 -105.335 1.36033e-011 -76.6342 2.08446 164.665 2.60557 -15.335 
1484.97 20810 164.322 0 0 0.694619 -6.96111 0 0 0.349719 -137.922 1 0 213.394 -15.6776 0 0 7.76656e-006 -105.678 1.39764e-011 -76.4126 2.081 164.322 2.60125 -15.6783 
1519.91 20773.9 163.971 0 0 0.693794 -7.10943 0 0 0.355009 -137.674 1 0 213.024 -16.0278 0 0 7.93553e-006 -106.029 1.43615e-011 -76.1911 2.07739 163.971 2.59674 -16.0285 
1555.68 20736.3 163.614 0 0 0.692934 -7.26019 0 0 0.360429 -137.439 1 0 212.638 -16.3849 0 0 8.10755e-006 -106.386 1.47591e-011 -75.9697 2.07363 163.614 2.59204 -16.3856 
1592.28 20697.1 163.25 0 0 0.692039 -7.4134 0 0 0.36598 -137.217 1 0 212.236 -16.7491 0 0 8.28266e-006 -106.75 1.51696e-011 -75.7488 2.06971 163.25 2.58714 -16.7498 
1629.75 20656.3 162.879 0 0 0.691107 -7.56905 0 0 0.371663 -137.01 1 0 211.818 -17.1204 0 0 8.46084e-006 -107.121 1.55935e-011 -75.5287 2.06563 162.879 2.58204 -17.1212 
1668.1 20613.8 162.5 0 0 0.690137 -7.7271 0 0 0.377477 -136.816 1 0 211.382 -17.4989 0 0 8.64212e-006 -107.5 1.60313e-011 -75.3095 2.06138 162.5 2.57673 -17.4997 
1707.35 20569.6 162.114 0 0 0.689129 -7.88756 0 0 0.383424 -136.636 1 0 210.929 -17.8847 0 0 8.8265e-006 -107.886 1.64836e-011 -75.0915 2.05696 162.114 2.5712 -17.8855 
1747.53 20523.5 161.721 0 0 0.68808 -8.05038 0 0 0.389504 -136.471 1 0 210.457 -18.2779 0 0 9.01397e-006 -108.279 1.69509e-011 -74.8751 2.05235 161.721 2.56544 -18.2787 
1788.65 20475.6 161.321 0 0 0.686989 -8.21554 0 0 0.395717 -136.32 1 0 209.966 -18.6785 0 0 9.20455e-006 -108.679 1.74337e-011 -74.6604 2.04756 161.321 2.55946 -18.6793 
1830.74 20425.8 160.912 0 0 0.685855 -8.383 0 0 0.402062 -136.184 1 0 209.455 -19.0865 0 0 9.39822e-006 -109.088 1.79327e-011 -74.4479 2.04258 160.912 2.55323 -19.0873 
1873.82 20374 160.497 0 0 0.684678 -8.55273 0 0 0.408539 -136.063 1 0 208.923 -19.5021 0 0 9.59497e-006 -109.503 1.84484e-011 -74.2378 2.0374 160.497 2.54675 -19.5029 
1917.91 20320.2 160.074 0 0 0.683454 -8.72468 0 0 0.415148 -135.957 1 0 208.371 -19.9252 0 0 9.7948e-006 -109.926 1.89815e-011 -74.0303 2.03202 160.074 2.54002 -19.9261 
1963.04 20264.2 159.643 0 0 0.682184 -8.89878 0 0 0.421888 -135.866 1 0 207.797 -20.356 0 0 9.99767e-006 -110.357 1.95325e-011 -73.8259 2.02642 159.643 2.53303 -20.3569 
2009.23 20206.1 159.204 0 0 0.680866 -9.07499 0 0 0.428758 -135.79 1 0 207.201 -20.7944 0 0 1.02036e-005 -110.796 2.01023e-011 -73.6249 2.02061 159.204 2.52576 -20.7954 
2056.51 20145.7 158.758 0 0 0.679499 -9.25324 0 0 0.435757 -135.73 1 0 206.582 -21.2406 0 0 1.04125e-005 -111.242 2.06913e-011 -73.4275 2.01457 158.758 2.51821 -21.2415 
2104.9 20083.1 158.304 0 0 0.67808 -9.43345 0 0 0.442884 -135.685 1 0 205.94 -21.6944 0 0 1.06243e-005 -111.696 2.13005e-011 -73.2341 2.00831 158.304 2.51038 -21.6954 
2154.43 20018 157.843 0 0 0.67661 -9.61555 0 0 0.450138 -135.656 1 0 205.273 -22.156 0 0 1.08391e-005 -112.157 2.19303e-011 -73.045 2.0018 157.843 2.50225 -22.157 
2205.13 19950.6 157.373 0 0 0.675087 -9.79944 0 0 0.457515 -135.642 1 0 204.581 -22.6253 0 0 1.10568e-005 -112.627 2.25817e-011 -72.8606 1.99506 157.373 2.49382 -22.6263 
2257.02 19880.6 156.896 0 0 0.67351 -9.98503 0 0 0.465016 -135.643 1 0 203.864 -23.1024 0 0 1.12773e-005 -113.104 2.32553e-011 -72.6812 1.98806 156.896 2.48508 -23.1034 
2310.13 19808.2 156.411 0 0 0.671877 -10.1722 0 0 0.472637 -135.66 1 0 203.121 -23.5872 0 0 1.15006e-005 -113.589 2.3952e-011 -72.507 1.98082 156.411 2.47602 -23.5882 
2364.49 19733.1 155.919 0 0 0.670187 -10.3609 0 0 0.480376 -135.692 1 0 202.351 -24.0797 0 0 1.17266e-005 -114.081 2.46725e-011 -72.3385 1.97331 155.919 2.46664 -24.0808 
2420.13 19655.3 155.419 0 0 0.66844 -10.5509 0 0 0.48823 -135.74 1 0 201.554 -24.58 0 0 1.19552e-005 -114.581 2.54176e-011 -72.176 1.96553 155.419 2.45692 -24.5811 
2477.08 19574.9 154.911 0 0 0.666634 -10.7422 0 0 0.496197 -135.803 1 0 200.728 -25.0879 0 0 1.21865e-005 -115.089 2.61882e-011 -72.0197 1.95749 154.911 2.44686 -25.089 
2535.36 19491.6 154.395 0 0 0.664768 -10.9345 0 0 0.504273 -135.882 1 0 199.875 -25.6034 0 0 1.24202e-005 -115.605 2.69851e-011 -71.87 1.94916 154.395 2.43645 -25.6045 
2595.02 19405.5 153.872 0 0 0.662842 -11.1278 0 0 0.512455 -135.976 1 0 198.992 -26.1265 0 0 1.26563e-005 -116.128 2.78093e-011 -71.7271 1.94055 153.872 2.42569 -26.1277 
2656.09 19316.5 153.341 0 0 0.660854 -11.3219 0 0 0.520739 -136.084 1 0 198.079 -26.6571 0 0 1.28947e-005 -116.659 2.86614e-011 -71.5915 1.93165 153.341 2.41457 -26.6583 
2718.59 19224.6 152.803 0 0 0.658804 -11.5167 0 0 0.529121 -136.208 1 0 197.137 -27.1951 0 0 1.31353e-005 -117.197 2.95426e-011 -71.4633 1.92246 152.803 2.40308 -27.1963 
2782.56 19129.7 152.258 0 0 0.656691 -11.7118 0 0 0.537597 -136.347 1 0 196.164 -27.7404 0 0 1.3378e-005 -117.742 3.04536e-011 -71.3429 1.91297 152.258 2.39121 -27.7417 
2848.04 19031.8 151.705 0 0 0.654514 -11.9073 0 0 0.546163 -136.5 1 0 195.16 -28.293 0 0 1.36227e-005 -118.295 3.13954e-011 -71.2304 1.90318 151.705 2.37897 -28.2943 
2915.05 18930.8 151.146 0 0 0.652273 -12.1028 0 0 0.554813 -136.668 1 0 194.124 -28.8527 0 0 1.38693e-005 -118.854 3.2369e-011 -71.1262 1.89308 151.146 2.36635 -28.854 
2983.65 18826.7 150.579 0 0 0.649968 -12.2981 0 0 0.563543 -136.851 1 0 193.056 -29.4194 0 0 1.41176e-005 -119.421 3.33752e-011 -71.0304 1.88267 150.579 2.35334 -29.4208 
3053.86 18719.5 150.005 0 0 0.647599 -12.4932 0 0 0.572348 -137.047 1 0 191.957 -29.9929 0 0 1.43675e-005 -119.995 3.44151e-011 -70.9433 1.87195 150.005 2.33993 -29.9943 
3125.72 18609.1 149.425 0 0 0.645164 -12.6876 0 0 0.581222 -137.257 1 0 190.825 -30.5732 0 0 1.46189e-005 -120.575 3.54896e-011 -70.8651 1.86091 149.425 2.32613 -30.5746 
3199.27 18495.5 148.838 0 0 0.642665 -12.8813 0 0 0.59016 -137.481 1 0 189.66 -31.16 0 0 1.48715e-005 -121.162 3.65997e-011 -70.796 1.84955 148.838 2.31193 -31.1615 
3274.55 18378.7 148.245 0 0 0.640101 -13.0739 0 0 0.599155 -137.719 1 0 188.462 -31.7532 0 0 1.51254e-005 -121.755 3.77463e-011 -70.736 1.83787 148.245 2.29734 -31.7547 
3351.6 18258.7 147.645 0 0 0.637472 -13.2652 0 0 0.608201 -137.969 1 0 187.232 -32.3526 0 0 1.53802e-005 -122.355 3.89306e-011 -70.6854 1.82587 147.645 2.28234 -32.3541 
3430.47 18135.5 147.04 0 0 0.63478 -13.4549 0 0 0.617292 -138.232 1 0 185.968 -32.9579 0 0 1.56359e-005 -122.96 4.01533e-011 -70.6442 1.81355 147.04 2.26693 -32.9595 
3511.19 18009 146.429 0 0 0.632024 -13.6429 0 0 0.626422 -138.508 1 0 184.671 -33.5691 0 0 1.58922e-005 -123.571 4.14156e-011 -70.6127 1.8009 146.429 2.25112 -33.5707 
3593.81 17879.3 145.812 0 0 0.629206 -13.8288 0 0 0.635583 -138.796 1 0 183.342 -34.1857 0 0 1.6149e-005 -124.188 4.27185e-011 -70.5907 1.78793 145.812 2.23491 -34.1874 
3678.38 17746.4 145.19 0 0 0.626326 -14.0123 0 0 0.644769 -139.097 1 0 181.979 -34.8077 0 0 1.64061e-005 -124.81 4.4063e-011 -70.5784 1.77464 145.19 2.2183 -34.8094 
3764.94 17610.3 144.563 0 0 0.623385 -14.1932 0 0 0.653973 -139.408 1 0 180.583 -35.4348 0 0 1.66634e-005 -125.437 4.545e-011 -70.5759 1.76103 144.563 2.20129 -35.4365 
3853.53 17471 143.931 0 0 0.620385 -14.3712 0 0 0.663188 -139.731 1 0 179.155 -36.0666 0 0 1.69206e-005 -126.069 4.68806e-011 -70.583 1.7471 143.931 2.18388 -36.0684 
3944.21 17328.6 143.295 0 0 0.617327 -14.546 0 0 0.672406 -140.065 1 0 177.695 -36.7029 0 0 1.71776e-005 -126.705 4.83558e-011 -70.5999 1.73286 143.295 2.16608 -36.7048 
4037.02 17183.1 142.654 0 0 0.614213 -14.7172 0 0 0.68162 -140.409 1 0 176.202 -37.3435 0 0 1.74342e-005 -127.346 4.98765e-011 -70.6264 1.71831 142.654 2.14788 -37.3454 
4132.01 17034.5 142.01 0 0 0.611043 -14.8847 0 0 0.690822 -140.763 1 0 174.679 -37.9881 0 0 1.76901e-005 -127.99 5.14439e-011 -70.6625 1.70345 142.01 2.12931 -37.99 
4229.24 16882.9 141.361 0 0 0.607821 -15.0481 0 0 0.700006 -141.127 1 0 173.124 -38.6363 0 0 1.79452e-005 -128.639 5.30589e-011 -70.7082 1.68829 141.361 2.11036 -38.6382 
4328.76 16728.3 140.71 0 0 0.604549 -15.207 0 0 0.709164 -141.5 1 0 171.539 -39.2878 0 0 1.81993e-005 -129.29 5.47224e-011 -70.7632 1.67283 140.71 2.09104 -39.2898 
4430.62 16570.9 140.055 0 0 0.601228 -15.3613 0 0 0.718288 -141.882 1 0 169.924 -39.9423 0 0 1.84523e-005 -129.945 5.64356e-011 -70.8276 1.65709 140.055 2.07136 -39.9443 
4534.88 16410.6 139.398 0 0 0.597861 -15.5106 0 0 0.727371 -142.273 1 0 168.281 -40.5995 0 0 1.87038e-005 -130.602 5.81994e-011 -70.901 1.64106 139.398 2.05132 -40.6016 
4641.59 16247.6 138.738 0 0 0.594451 -15.6546 0 0 0.736406 -142.671 1 0 166.609 -41.259 0 0 1.89538e-005 -131.262 6.00147e-011 -70.9835 1.62476 138.738 2.03095 -41.2611 
4750.81 16081.9 138.077 0 0 0.591001 -15.793 0 0 0.745385 -143.077 1 0 164.91 -41.9205 0 0 1.92019e-005 -131.923 6.18827e-011 -71.0747 1.60819 138.077 2.01024 -41.9227 
4862.6 15913.7 137.413 0 0 0.587512 -15.9256 0 0 0.754301 -143.49 1 0 163.185 -42.5837 0 0 1.94482e-005 -132.587 6.38042e-011 -71.1745 1.59137 137.413 1.98921 -42.5859 
4977.02 15743 136.749 0 0 0.583989 -16.052 0 0 0.763148 -143.91 1 0 161.435 -43.2482 0 0 1.96923e-005 -133.251 6.57803e-011 -71.2826 1.5743 136.749 1.96787 -43.2505 
5094.14 15569.9 136.083 0 0 0.580435 -16.1721 0 0 0.771917 -144.336 1 0 159.66 -43.9136 0 0 1.99341e-005 -133.917 6.78119e-011 -71.3989 1.55699 136.083 1.94624 -43.9159 
5214.01 15394.6 135.417 0 0 0.576852 -16.2855 0 0 0.780604 -144.767 1 0 157.862 -44.5796 0 0 2.01734e-005 -134.583 6.99001e-011 -71.5231 1.53946 135.417 1.92432 -44.582 
5336.7 15217.1 134.751 0 0 0.573245 -16.3921 0 0 0.789201 -145.204 1 0 156.042 -45.2458 0 0 2.04101e-005 -135.249 7.20458e-011 -71.6548 1.52171 134.751 1.90214 -45.2483 
5462.28 15037.6 134.085 0 0 0.569616 -16.4915 0 0 0.797701 -145.646 1 0 154.202 -45.9119 0 0 2.06439e-005 -135.915 7.425e-011 -71.7939 1.50376 134.085 1.8797 -45.9144 
5590.81 14856.2 133.419 0 0 0.565969 -16.5835 0 0 0.8061 -146.092 1 0 152.342 -46.5775 0 0 2.08748e-005 -136.581 7.65138e-011 -71.94 1.48562 133.419 1.85703 -46.5801 
5722.37 14673.1 132.754 0 0 0.562308 -16.668 0 0 0.81439 -146.542 1 0 150.464 -47.2423 0 0 2.11026e-005 -137.246 7.88381e-011 -72.0929 1.46731 132.754 1.83413 -47.2449 
5857.02 14488.3 132.091 0 0 0.558637 -16.7447 0 0 0.822568 -146.995 1 0 148.569 -47.9058 0 0 2.13272e-005 -137.909 8.1224e-011 -72.2522 1.44883 132.091 1.81104 -47.9085 
5994.84 14302 131.429 0 0 0.554958 -16.8135 0 0 0.830627 -147.452 1 0 146.658 -48.5678 0 0 2.15484e-005 -138.571 8.36724e-011 -72.4176 1.4302 131.429 1.78775 -48.5705 
6135.91 14114.3 130.769 0 0 0.551277 -16.8742 0 0 0.838563 -147.911 1 0 144.734 -49.2278 0 0 2.1766e-005 -139.231 8.61845e-011 -72.5888 1.41143 130.769 1.76429 -49.2306 
6280.29 13925.5 130.111 0 0 0.547596 -16.9266 0 0 0.846371 -148.372 1 0 142.797 -49.8856 0 0 2.19801e-005 -139.889 8.87612e-011 -72.7655 1.39255 130.111 1.74068 -49.8885 
6428.07 13735.5 129.455 0 0 0.54392 -16.9707 0 0 0.854047 -148.835 1 0 140.849 -50.5408 0 0 2.21904e-005 -140.545 9.14036e-011 -72.9473 1.37355 129.455 1.71694 -50.5438 
6579.33 13544.6 128.803 0 0 0.540251 -17.0063 0 0 0.861587 -149.3 1 0 138.892 -51.1931 0 0 2.23969e-005 -141.197 9.41128e-011 -73.134 1.35446 128.803 1.69308 -51.1961 
6734.15 13352.9 128.154 0 0 0.536595 -17.0334 0 0 0.868988 -149.765 1 0 136.926 -51.8421 0 0 2.25995e-005 -141.846 9.689e-011 -73.3252 1.33529 128.154 1.66911 -51.8452 
6892.61 13160.6 127.508 0 0 0.532953 -17.0518 0 0 0.876247 -150.231 1 0 134.954 -52.4876 0 0 2.27981e-005 -142.492 9.97361e-011 -73.5205 1.31606 127.508 1.64507 -52.4908 
7054.8 12967.7 126.867 0 0 0.529331 -17.0616 0 0 0.88336 -150.696 1 0 132.976 -53.1292 0 0 2.29926e-005 -143.133 1.02652e-010 -73.7197 1.29677 126.867 1.62097 -53.1324 
7220.81 12774.5 126.229 0 0 0.525731 -17.0627 0 0 0.890325 -151.162 1 0 130.995 -53.7666 0 0 2.31831e-005 -143.771 1.0564e-010 -73.9223 1.27745 126.229 1.59682 -53.7699 
7390.72 12581.1 125.596 0 0 0.522156 -17.0551 0 0 0.897141 -151.627 1 0 129.012 -54.3996 0 0 2.33693e-005 -144.404 1.087e-010 -74.1282 1.25811 125.596 1.57264 -54.403 
7564.63 12387.6 124.968 0 0 0.518611 -17.0388 0 0 0.903804 -152.091 1 0 127.028 -55.0278 0 0 2.35514e-005 -145.032 1.11834e-010 -74.337 1.23876 124.968 1.54846 -55.0313 
7742.64 12194.2 124.344 0 0 0.515098 -17.0139 0 0 0.910315 -152.554 1 0 125.044 -55.6511 0 0 2.37292e-005 -145.656 1.15043e-010 -74.5483 1.21942 124.344 1.52428 -55.6546 
7924.83 12001 123.726 0 0 0.511621 -16.9804 0 0 0.916672 -153.015 1 0 123.063 -56.2691 0 0 2.39027e-005 -146.274 1.18328e-010 -74.7618 1.2001 123.726 1.50012 -56.2727 
8111.31 11808.1 123.114 0 0 0.508182 -16.9384 0 0 0.922873 -153.474 1 0 121.085 -56.8816 0 0 2.4072e-005 -146.886 1.21691e-010 -74.9774 1.18081 123.114 1.47601 -56.8853 
8302.18 11615.7 122.507 0 0 0.504784 -16.8881 0 0 0.928919 -153.93 1 0 119.112 -57.4884 0 0 2.42369e-005 -147.493 1.25133e-010 -75.1946 1.16157 122.507 1.45196 -57.4922 
8497.53 11423.9 121.906 0 0 0.501429 -16.8294 0 0 0.93481 -154.385 1 0 117.145 -58.0892 0 0 2.43976e-005 -148.094 1.28655e-010 -75.4132 1.14239 121.906 1.42799 -58.0931 
8697.49 11232.8 121.311 0 0 0.498121 -16.7627 0 0 0.940545 -154.836 1 0 115.186 -58.6839 0 0 2.45539e-005 -148.689 1.32259e-010 -75.6329 1.12328 121.311 1.4041 -58.6879 
8902.15 11042.5 120.723 0 0 0.494862 -16.6879 0 0 0.946125 -155.284 1 0 113.235 -59.2723 0 0 2.47061e-005 -149.277 1.35947e-010 -75.8534 1.10425 120.723 1.38032 -59.2764 
9111.63 10853.2 120.141 0 0 0.491653 -16.6054 0 0 0.95155 -155.729 1 0 111.293 -59.8542 0 0 2.48539e-005 -149.859 1.3972e-010 -76.0745 1.08532 120.141 1.35665 -59.8584 
9326.03 10665 119.565 0 0 0.488497 -16.5152 0 0 0.956823 -156.17 1 0 109.363 -60.4294 0 0 2.49976e-005 -150.435 1.43579e-010 -76.296 1.0665 119.565 1.33313 -60.4337 
9545.48 10478 118.997 0 0 0.485396 -16.4176 0 0 0.961943 -156.608 1 0 107.445 -60.9978 0 0 2.5137e-005 -151.003 1.47526e-010 -76.5176 1.0478 118.997 1.30974 -61.0022 
9770.1 10292.2 118.435 0 0 0.482351 -16.3129 0 0 0.966912 -157.041 1 0 105.54 -61.5592 0 0 2.52724e-005 -151.565 1.51563e-010 -76.7391 1.02922 118.435 1.28652 -61.5637 
10000 10107.8 117.881 0 0 0.479363 -16.2011 0 0 0.971732 -157.471 1 0 103.649 -62.1135 0 0 2.54036e-005 -152.119 1.55693e-010 -76.9602 1.01078 117.881 1.26347 -62.1181 
10235.3 9924.85 117.333 0 0 0.476435 -16.0827 0 0 0.976405 -157.895 1 0 101.773 -62.6606 0 0 2.55308e-005 -152.667 1.59915e-010 -77.1808 0.992485 117.333 1.24061 -62.6654 
10476.2 9743.48 116.794 0 0 0.473567 -15.9578 0 0 0.980932 -158.316 1 0 99.9136 -63.2004 0 0 2.5654e-005 -153.206 1.64233e-010 -77.4006 0.974348 116.794 1.21794 -63.2053 
10722.7 9563.75 116.261 0 0 0.470761 -15.8268 0 0 0.985316 -158.731 1 0 98.0705 -63.7328 0 0 2.57733e-005 -153.739 1.68648e-010 -77.6196 0.956375 116.261 1.19547 -63.7378 
10975 9385.73 115.736 0 0 0.468017 -15.6898 0 0 0.989559 -159.142 1 0 96.2451 -64.2578 0 0 2.58888e-005 -154.264 1.73163e-010 -77.8374 0.938573 115.736 1.17322 -64.2628 
11233.2 9209.5 115.218 0 0 0.465335 -15.5471 0 0 0.993664 -159.548 1 0 94.4379 -64.7751 0 0 2.60005e-005 -154.782 1.77779e-010 -78.054 0.92095 115.218 1.15119 -64.7803 
11497.6 9035.13 114.709 0 0 0.462717 -15.3991 0 0 0.997633 -159.949 1 0 92.6499 -65.2849 0 0 2.61084e-005 -155.291 1.82499e-010 -78.2692 0.903513 114.709 1.12939 -65.2901 
11768.1 8862.68 114.206 0 0 0.460163 -15.2461 0 0 1.00147 -160.345 1 0 90.8815 -65.7869 0 0 2.62127e-005 -155.794 1.87325e-010 -78.4828 0.886268 114.206 1.10783 -65.7924 
12045 8692.2 113.712 0 0 0.457673 -15.0883 0 0 1.00517 -160.735 1 0 89.1333 -66.2813 0 0 2.63134e-005 -156.288 1.92258e-010 -78.6947 0.86922 113.712 1.08652 -66.2869 
12328.5 8523.75 113.225 0 0 0.455247 -14.926 0 0 1.00875 -161.12 1 0 87.406 -66.768 0 0 2.64107e-005 -156.775 1.97302e-010 -78.9048 0.852375 113.225 1.06547 -66.7737 
